Height,Lenght,Eccen,P_black,P_and,Blackand,Wb_trans,Class
9,64,7.111,0.491,0.984,567,110,negative
8,36,4.5,0.559,0.944,272,53,negative
8,8,1,0.25,0.672,43,10,negative
8,21,2.625,0.381,0.845,142,34,negative
9,99,11,0.461,0.906,807,155,negative
9,121,13.444,0.322,0.776,845,169,negative
9,100,11.111,0.463,0.908,817,143,negative
11,118,10.727,0.29,0.798,1036,189,negative
9,126,14,0.466,0.907,1029,186,negative
12,117,9.75,0.251,0.635,891,190,negative
8,14,1.75,0.268,0.554,62,10,negative
8,71,8.875,0.329,0.776,441,102,negative
8,44,5.5,0.455,0.949,334,50,negative
8,48,6,0.328,0.885,340,63,negative
8,40,5,0.409,0.997,319,59,negative
9,45,5,0.447,0.896,363,56,negative
8,47,5.875,0.324,0.896,337,56,negative
8,42,5.25,0.39,0.94,316,54,negative
1,17,17,0.824,1,17,3,positive
8,43,5.375,0.372,0.956,329,61,negative
14,300,21.429,0.263,0.607,2550,462,negative
7,35,5,0.482,0.841,206,42,negative
9,122,13.556,0.333,0.829,910,144,negative
9,130,14.444,0.448,0.877,1026,199,negative
8,45,5.625,0.222,0.806,290,42,negative
7,31,4.429,0.221,0.853,185,27,negative
3,14,4.667,0.381,0.881,37,5,negative
8,18,2.25,0.215,0.813,117,13,negative
7,58,8.286,0.212,0.842,342,38,negative
7,40,5.714,0.186,0.754,211,23,negative
6,28,4.667,0.143,0.53,89,14,negative
4,15,3.75,0.267,0.8,48,4,negative
14,38,2.714,0.244,0.489,260,44,negative
15,31,2.067,0.204,0.465,216,24,negative
13,77,5.923,0.258,0.564,565,85,negative
13,33,2.538,0.245,0.534,229,27,negative
10,19,1.9,0.332,0.695,132,17,negative
7,121,17.286,0.305,0.675,572,144,negative
11,22,2,0.417,0.694,168,25,negative
11,9,0.818,0.404,0.717,71,9,negative
11,8,0.727,0.545,1,88,15,negative
11,21,1.909,0.316,0.58,134,17,negative
10,8,0.8,0.525,0.875,70,6,negative
52,461,8.865,0.192,0.248,5938,400,positive
10,38,3.8,0.424,0.939,357,58,negative
9,36,4,0.506,0.91,295,56,negative
9,21,2.333,0.519,0.942,178,30,negative
9,97,10.778,0.455,0.939,820,174,negative
9,49,5.444,0.58,0.995,439,86,negative
1,15,15,0.867,1,15,2,positive
9,23,2.556,0.324,0.986,204,41,negative
9,37,4.111,0.396,0.85,283,65,negative
9,21,2.333,0.317,0.778,147,23,negative
9,91,10.111,0.302,0.956,783,125,negative
10,67,6.7,0.291,0.649,435,90,negative
9,32,3.556,0.354,0.806,232,60,negative
9,92,10.222,0.35,0.917,759,140,negative
9,12,1.333,0.444,1,108,27,negative
9,64,7.111,0.318,0.818,471,84,negative
12,98,8.167,0.245,0.624,734,129,negative
9,100,11.111,0.276,0.847,762,130,negative
9,12,1.333,0.426,1,108,29,negative
9,53,5.889,0.317,0.805,384,91,negative
11,84,7.636,0.291,0.843,779,155,negative
9,81,9,0.337,0.918,669,125,negative
9,13,1.444,0.103,0.752,88,3,positive
10,80,8,0.279,0.8,640,116,negative
11,101,9.182,0.264,0.852,947,178,negative
9,81,9,0.332,0.974,710,116,negative
9,9,1,0.16,0.864,70,8,negative
12,72,6,0.281,0.807,697,113,negative
9,84,9.333,0.25,0.955,722,103,negative
9,52,5.778,0.37,0.996,466,101,negative
9,41,4.556,0.374,0.846,312,67,negative
9,27,3,0.346,0.975,237,45,negative
10,46,4.6,0.363,0.843,388,83,negative
9,33,3.667,0.424,0.97,288,68,negative
9,81,9,0.328,0.916,668,117,negative
6,7,1.167,0.238,0.69,29,1,positive
11,14,1.273,0.442,0.981,151,28,negative
11,8,0.727,0.261,1,88,11,negative
11,43,3.909,0.336,0.753,356,58,negative
9,75,8.333,0.373,0.913,616,113,negative
12,48,4,0.252,0.755,435,85,negative
9,9,1,0.383,0.802,65,13,negative
8,18,2.25,0.472,1,144,27,negative
7,6,0.857,0.5,0.548,23,1,negative
76,1,0.013,1,1,76,1,positive
10,64,6.4,0.477,0.914,585,109,negative
8,36,4.5,0.615,0.938,270,55,negative
8,33,4.125,0.314,0.705,186,39,negative
10,99,9.9,0.443,0.912,903,166,negative
10,122,12.2,0.294,0.689,840,171,negative
10,101,10.1,0.45,0.869,878,154,negative
12,118,9.833,0.266,0.734,1039,189,negative
10,125,12.5,0.456,0.862,1078,195,negative
12,117,9.75,0.231,0.712,1000,193,negative
9,85,9.444,0.308,0.744,569,121,negative
9,43,4.778,0.47,0.948,367,55,negative
9,47,5.222,0.286,0.738,312,62,negative
9,40,4.444,0.386,0.889,320,57,negative
8,44,5.5,0.486,0.952,335,58,negative
9,46,5.111,0.29,0.838,347,55,negative
9,42,4.667,0.381,0.931,352,58,negative
1,37,37,0.811,1,37,5,positive
1,46,46,0.239,1,46,8,positive
1,42,42,0.31,1,42,5,positive
9,42,4.667,0.344,0.931,352,61,negative
15,300,20,0.252,0.576,2594,481,negative
6,35,5.833,0.533,0.943,198,42,negative
9,122,13.556,0.378,0.961,1055,152,negative
2,176,88,0.528,0.605,213,6,positive
69,3,0.043,0.643,0.952,197,64,positive
9,130,14.444,0.513,0.925,1082,210,negative
1,17,17,0.882,1,17,2,positive
1,39,39,0.897,1,39,4,positive
1,44,44,0.909,1,44,2,positive
1,14,14,0.929,1,14,1,positive
1,36,36,0.583,1,36,5,positive
1,17,17,0.765,1,17,2,positive
2,52,26,0.144,0.702,73,6,negative
4,17,4.25,0.309,0.559,38,6,negative
5,31,6.2,0.239,0.974,151,18,negative
5,23,4.6,0.226,1,115,16,negative
5,44,8.8,0.241,0.791,174,21,negative
3,56,18.667,0.065,0.5,84,8,negative
4,32,8,0.313,1,128,19,negative
5,16,3.2,0.313,0.813,65,12,negative
2,14,7,0.286,0.821,23,1,positive
3,183,61,0.488,0.577,317,9,positive
17,77,4.529,0.314,0.76,995,140,negative
14,34,2.429,0.279,0.851,405,43,negative
11,22,2,0.293,0.798,193,30,negative
11,67,6.091,0.269,0.689,508,67,negative
7,123,17.571,0.265,0.626,539,137,negative
12,8,0.667,0.438,0.51,49,1,negative
12,8,0.667,0.51,0.927,89,7,negative
12,9,0.75,0.509,0.657,71,6,negative
11,9,0.818,0.545,0.818,81,6,negative
11,9,0.818,0.384,0.727,72,10,negative
11,8,0.727,0.716,1,88,8,negative
11,8,0.727,0.705,1,88,7,negative
1,29,29,1,1,29,1,positive
1,14,14,0.929,1,14,1,positive
1,45,45,0.933,1,45,2,positive
9,39,4.333,0.444,0.923,324,57,negative
9,21,2.333,0.497,0.958,181,26,negative
10,97,9.7,0.423,0.832,807,165,negative
9,36,4,0.577,0.948,307,62,negative
25,300,12,0.065,0.071,531,12,positive
10,49,4.9,0.529,0.939,460,86,negative
2,50,25,0.46,0.51,51,3,positive
9,79,8.778,0.323,0.873,621,105,negative
9,24,2.667,0.356,0.907,196,35,negative
9,37,4.111,0.444,0.898,299,71,negative
9,21,2.333,0.365,0.905,171,30,negative
9,81,9,0.357,0.863,629,117,negative
10,67,6.7,0.3,0.745,499,94,negative
8,32,4,0.402,0.898,230,57,negative
7,11,1.571,0.143,0.558,43,7,negative
9,99,11,0.288,0.801,714,132,negative
9,12,1.333,0.444,1,108,26,negative
9,64,7.111,0.307,0.842,485,89,negative
11,94,8.545,0.257,0.604,625,122,negative
12,2,0.167,0.625,0.667,16,1,positive
9,99,11,0.312,0.826,736,129,negative
12,83,6.917,0.253,0.756,753,144,negative
8,12,1.5,0.438,1,96,28,negative
8,54,6.75,0.35,0.887,383,87,negative
9,95,10.556,0.284,0.849,726,127,negative
9,12,1.333,0.38,1,108,28,negative
9,64,7.111,0.302,0.92,530,88,negative
11,101,9.182,0.267,0.849,943,173,negative
11,82,7.455,0.236,0.814,734,108,negative
12,73,6.083,0.259,0.743,651,108,negative
10,98,9.8,0.3,0.781,765,171,negative
9,81,9,0.322,0.819,597,106,negative
9,27,3,0.346,0.951,231,43,negative
9,47,5.222,0.404,0.943,399,86,negative
9,32,3.556,0.413,0.993,286,69,negative
9,75,8.333,0.369,0.936,632,119,negative
12,27,2.25,0.318,0.898,291,39,negative
12,43,3.583,0.31,0.793,409,69,negative
12,61,5.083,0.251,0.746,546,104,negative
10,19,1.9,0.363,0.837,159,28,negative
2,204,102,0.412,0.681,278,16,positive
10,29,2.9,0.221,0.572,166,18,negative
9,65,7.222,0.463,0.901,527,102,negative
9,36,4,0.565,0.944,306,58,negative
9,21,2.333,0.323,0.81,153,34,negative
8,7,0.875,0.321,0.429,24,3,negative
10,100,10,0.444,0.924,924,168,negative
9,32,3.556,0.299,0.691,199,41,negative
9,83,9.222,0.335,0.843,630,122,negative
10,101,10.1,0.442,0.855,864,153,negative
12,118,9.833,0.255,0.7,991,175,negative
10,126,12.6,0.456,0.875,1103,193,negative
9,86,9.556,0.337,0.757,586,119,negative
11,116,10.545,0.274,0.804,1026,194,negative
9,43,4.778,0.481,0.953,369,59,negative
8,46,5.75,0.315,0.938,345,65,negative
8,41,5.125,0.393,0.976,320,59,negative
10,44,4.4,0.441,0.92,405,66,negative
9,45,5,0.319,0.923,374,61,negative
9,42,4.667,0.347,0.915,346,56,negative
1,35,35,0.857,1,35,3,positive
19,455,23.947,0.081,0.095,821,21,negative
8,43,5.375,0.392,0.927,319,61,negative
14,301,21.5,0.257,0.564,2378,458,negative
7,35,5,0.494,0.902,221,47,negative
9,123,13.667,0.359,0.898,994,143,negative
6,142,23.667,0.115,0.173,147,15,positive
261,30,0.115,0.063,0.09,701,205,positive
10,130,13,0.453,0.822,1069,212,negative
1,14,14,0.857,1,14,1,positive
8,3,0.375,0.458,0.667,16,5,negative
8,5,0.625,0.325,0.9,36,2,negative
8,14,1.75,0.321,0.938,105,21,negative
8,50,6.25,0.253,0.8,320,44,negative
8,3,0.375,0.5,0.667,16,4,negative
8,23,2.875,0.255,1,184,22,negative
8,15,1.875,0.258,0.683,82,8,negative
8,14,1.75,0.277,0.643,72,11,negative
6,2,0.333,0.667,1,12,1,negative
8,21,2.625,0.208,0.762,128,12,negative
7,6,0.857,0.333,0.762,32,3,negative
7,2,0.286,0.643,0.929,13,4,negative
8,3,0.375,0.458,0.708,17,4,negative
7,14,2,0.327,0.99,97,12,negative
8,59,7.375,0.206,0.691,326,31,negative
7,121,17.286,0.272,0.646,547,149,negative
11,9,0.818,0.465,0.687,68,8,negative
10,8,0.8,0.675,1,80,6,negative
10,7,0.7,0.429,0.429,30,1,negative
10,8,0.8,0.688,1,80,6,negative
10,8,0.8,0.6,1,80,8,negative
10,9,0.9,0.522,0.656,59,5,negative
10,8,0.8,0.575,0.888,71,5,negative
1,69,69,0.841,1,69,7,positive
10,38,3.8,0.397,0.887,337,56,negative
9,36,4,0.491,0.84,272,48,negative
10,97,9.7,0.425,0.825,800,152,negative
8,21,2.625,0.548,1,168,26,negative
9,49,5.444,0.587,0.961,424,83,negative
1,148,148,0.959,1,148,3,positive
9,20,2.222,0.3,0.972,175,31,negative
9,36,4,0.352,0.806,261,65,negative
9,21,2.333,0.365,0.82,155,24,negative
9,80,8.889,0.333,0.914,658,115,negative
9,11,1.222,0.343,1,99,24,negative
9,50,5.556,0.32,0.716,322,54,negative
9,33,3.667,0.354,0.781,232,57,negative
8,83,10.375,0.398,0.94,624,123,negative
8,11,1.375,0.443,1,88,24,negative
9,63,7,0.289,0.778,441,83,negative
11,74,6.727,0.267,0.628,511,98,negative
8,17,2.125,0.294,0.654,89,18,negative
8,84,10.5,0.36,0.954,641,125,negative
9,12,1.333,0.407,0.898,97,27,negative
8,82,10.25,0.358,0.84,551,105,negative
8,53,6.625,0.33,0.894,379,86,negative
10,84,8.4,0.279,0.896,753,142,negative
9,12,1.333,0.426,1,108,28,negative
9,63,7,0.284,0.908,515,82,negative
11,101,9.182,0.253,0.77,856,164,negative
8,83,10.375,0.357,0.979,650,120,negative
12,72,6,0.228,0.78,674,110,negative
9,97,10.778,0.317,0.863,753,157,negative
8,83,10.375,0.294,0.955,634,90,negative
9,26,2.889,0.299,0.953,223,42,negative
9,46,5.111,0.338,0.872,361,84,negative
9,83,9.222,0.293,0.751,561,96,negative
8,33,4.125,0.39,0.973,257,60,negative
11,26,2.364,0.283,0.888,254,37,negative
11,43,3.909,0.281,0.774,366,61,negative
11,62,5.636,0.218,0.705,481,92,negative
8,18,2.25,0.472,1,144,27,negative
8,76,9.5,0.388,0.903,549,112,negative
8,6,0.75,0.542,0.646,31,2,negative
1,84,84,0.917,1,84,4,positive
1,73,73,0.616,1,73,12,positive
10,64,6.4,0.439,0.889,569,109,negative
9,36,4,0.531,0.938,304,61,negative
8,8,1,0.234,0.672,43,10,negative
8,21,2.625,0.363,0.774,130,36,negative
9,99,11,0.484,0.951,847,171,negative
9,83,9.222,0.289,0.751,561,112,negative
9,32,3.556,0.302,0.674,194,40,negative
10,100,10,0.41,0.846,846,146,negative
10,118,11.8,0.277,0.745,879,162,negative
9,126,14,0.484,0.953,1081,194,negative
9,86,9.556,0.3,0.677,524,109,negative
10,116,11.6,0.273,0.797,925,186,negative
8,43,5.375,0.494,0.953,328,50,negative
9,47,5.222,0.307,0.872,369,64,negative
8,40,5,0.456,0.997,319,54,negative
9,43,4.778,0.455,0.899,348,59,negative
8,46,5.75,0.356,0.927,341,62,negative
8,42,5.25,0.423,0.979,329,60,negative
21,2,0.095,0.738,0.738,31,1,positive
8,41,5.125,0.351,0.963,316,60,negative
38,70,1.842,0.059,0.062,165,8,positive
15,342,22.8,0.24,0.548,2810,495,negative
9,123,13.667,0.39,0.996,1103,153,negative
1,147,147,0.864,1,147,11,positive
10,131,13.1,0.487,0.856,1121,217,negative
1,17,17,0.941,1,17,1,positive
9,1,0.111,1,1,9,1,positive
11,89,8.091,0.17,0.706,691,61,negative
10,31,3.1,0.3,0.813,252,28,negative
12,230,19.167,0.164,0.57,1572,130,negative
7,43,6.143,0.243,0.807,243,21,negative
36,172,4.778,0.128,0.337,2086,164,positive
22,72,3.273,0.469,0.848,1343,86,negative
9,76,8.444,0.358,0.795,544,112,negative
7,190,27.143,0.293,0.847,1126,218,negative
8,71,8.875,0.312,0.866,492,95,negative
8,71,8.875,0.31,0.861,489,95,negative
13,116,8.923,0.279,0.658,992,183,negative
9,93,10.333,0.259,0.895,749,125,negative
9,109,12.111,0.243,0.848,832,151,negative
8,64,8,0.301,0.857,439,80,negative
9,133,14.778,0.236,0.718,859,150,negative
6,100,16.667,0.342,0.822,493,120,negative
7,49,7,0.297,0.641,220,49,negative
6,43,7.167,0.205,0.69,178,30,negative
6,29,4.833,0.339,0.874,152,39,negative
10,48,4.8,0.313,0.76,365,60,negative
10,35,3.5,0.38,0.829,290,66,negative
9,37,4.111,0.453,0.964,321,56,negative
13,85,6.538,0.327,0.633,700,131,negative
13,217,16.692,0.361,0.686,1934,334,negative
13,487,37.462,0.247,0.63,3988,745,negative
13,440,33.846,0.255,0.696,3983,669,negative
12,168,14,0.255,0.719,1449,245,negative
26,1,0.038,1,1,26,1,positive
13,65,5,0.302,0.677,572,99,negative
13,1,0.077,1,1,13,1,positive
17,1,0.059,1,1,17,1,positive
10,121,12.1,0.37,0.873,1056,186,negative
12,118,9.833,0.309,0.726,1028,181,negative
11,1,0.091,1,1,11,1,positive
13,106,8.154,0.306,0.688,948,178,negative
7,9,1.286,0.143,0.238,15,1,positive
37,72,1.946,0.12,0.257,685,42,positive
13,1,0.077,1,1,13,1,positive
9,34,3.778,0.366,0.846,259,47,negative
14,1,0.071,1,1,14,1,positive
2,6,3,0.667,1,12,2,positive
23,1,0.043,1,1,23,1,positive
10,108,10.8,0.319,0.746,806,161,negative
8,185,23.125,0.235,0.659,975,191,negative
5,39,7.8,0.338,0.882,172,38,negative
13,1,0.077,1,1,13,1,positive
7,116,16.571,0.262,0.788,640,116,negative
6,89,14.833,0.303,0.79,422,89,negative
7,46,6.571,0.304,0.963,310,38,negative
7,29,4.143,0.266,0.813,165,20,negative
6,172,28.667,0.294,0.907,936,175,negative
5,17,3.4,0.471,0.929,79,17,negative
15,1,0.067,1,1,15,1,positive
3,54,18,0.364,0.519,84,7,positive
22,72,3.273,0.52,0.856,1356,82,negative
8,76,9.5,0.475,0.87,529,106,negative
6,181,30.167,0.298,0.684,743,192,negative
8,71,8.875,0.407,0.903,513,112,negative
8,72,9,0.399,0.811,467,102,negative
10,94,9.4,0.25,0.721,678,138,negative
11,71,6.455,0.37,0.726,567,120,negative
10,108,10.8,0.297,0.831,897,174,negative
8,64,8,0.336,0.846,433,81,negative
10,33,3.3,0.394,0.645,213,40,negative
8,132,16.5,0.31,0.861,909,178,negative
15,54,3.6,0.323,0.689,558,107,negative
14,44,3.143,0.398,0.766,472,98,negative
5,99,19.8,0.356,0.881,436,117,negative
15,61,4.067,0.247,0.515,471,121,negative
9,59,6.556,0.492,0.861,457,81,negative
28,137,4.893,0.265,0.564,2163,201,negative
13,407,31.308,0.266,0.649,3435,609,negative
13,408,31.385,0.281,0.677,3591,579,negative
14,410,29.286,0.241,0.592,3400,576,negative
10,86,8.6,0.423,0.914,786,149,negative
13,409,31.462,0.267,0.582,3095,637,negative
12,307,25.583,0.29,0.771,2842,444,negative
25,410,16.4,0.272,0.67,6872,1218,negative
10,34,3.4,0.426,0.656,223,48,negative
38,410,10.789,0.254,0.604,9403,1651,negative
13,151,11.615,0.302,0.726,1425,229,negative
12,66,5.5,0.402,0.78,618,105,negative
9,117,13,0.419,0.947,997,178,negative
13,115,8.846,0.314,0.695,1039,179,negative
12,103,8.583,0.353,0.724,895,171,negative
49,79,1.612,0.084,0.179,694,44,positive
9,33,3.667,0.377,0.842,250,50,negative
11,63,5.727,0.332,0.724,502,83,negative
8,14,1.75,0.518,0.964,108,18,negative
11,79,7.182,0.342,0.841,731,135,negative
10,75,7.5,0.428,0.909,682,141,negative
9,107,11.889,0.383,0.858,826,166,negative
6,114,19,0.278,0.741,507,108,negative
5,39,7.8,0.344,0.728,142,32,negative
7,114,16.286,0.253,0.741,591,114,negative
6,90,15,0.298,0.77,416,104,negative
6,28,4.667,0.405,0.804,135,37,negative
7,1,0.143,1,1,7,1,positive
8,46,5.75,0.266,0.886,326,53,negative
8,17,2.125,0.456,0.824,112,26,negative
7,28,4,0.337,0.99,194,31,negative
7,175,25,0.337,0.991,1214,221,negative
18,168,9.333,0.187,0.73,2207,241,negative
12,58,4.833,0.343,0.803,559,62,negative
22,71,3.227,0.487,0.834,1302,75,negative
15,136,9.067,0.24,0.748,1526,174,negative
9,76,8.444,0.352,0.813,556,106,negative
7,181,25.857,0.316,0.758,961,242,negative
8,70,8.75,0.371,0.911,510,122,negative
14,217,15.5,0.268,0.632,1919,383,negative
7,71,10.143,0.394,0.958,476,105,negative
23,87,3.783,0.286,0.671,1342,242,negative
9,93,10.333,0.278,0.847,709,140,negative
10,107,10.7,0.273,0.738,790,161,negative
8,62,7.75,0.357,0.968,480,99,negative
9,84,9.333,0.407,0.878,664,112,negative
8,133,16.625,0.272,0.825,878,162,negative
6,100,16.667,0.345,0.795,477,123,negative
6,51,8.5,0.294,0.775,237,61,negative
6,43,7.167,0.337,0.969,250,52,negative
6,29,4.833,0.333,0.799,139,38,negative
10,35,3.5,0.337,0.714,250,63,negative
8,40,5,0.481,0.988,316,59,negative
8,44,5.5,0.415,0.949,334,71,negative
12,80,6.667,0.324,0.673,646,127,negative
12,89,7.417,0.429,0.879,939,131,negative
14,418,29.857,0.261,0.619,3625,707,negative
12,129,10.75,0.303,0.711,1100,187,negative
13,77,5.923,0.298,0.7,701,124,negative
9,119,13.222,0.422,0.965,1033,193,negative
13,116,8.923,0.292,0.703,1060,177,negative
12,104,8.667,0.335,0.758,946,170,negative
39,70,1.795,0.09,0.255,697,35,positive
11,33,3,0.295,0.694,252,54,negative
10,128,12.8,0.355,0.751,961,202,negative
7,14,2,0.49,0.939,92,19,negative
12,84,7,0.331,0.792,798,142,negative
9,107,11.889,0.375,0.861,829,186,negative
5,115,23,0.417,0.92,529,118,negative
5,39,7.8,0.41,0.867,169,48,negative
4,114,28.5,0.393,0.978,446,98,negative
3,90,30,0.511,0.907,245,59,negative
9,172,19.111,0.353,0.799,1237,225,negative
8,17,2.125,0.529,0.853,116,25,negative
9,45,5,0.279,0.785,318,52,negative
7,27,3.857,0.344,1,189,33,negative
22,71,3.227,0.519,0.843,1317,72,negative
8,190,23.75,0.326,0.63,957,223,negative
10,76,7.6,0.474,0.799,607,119,negative
8,70,8.75,0.463,0.986,552,112,negative
9,71,7.889,0.39,0.768,491,102,negative
10,77,7.7,0.469,0.905,697,137,negative
8,93,11.625,0.324,0.835,621,121,negative
9,107,11.889,0.357,0.875,843,161,negative
11,29,2.636,0.408,0.765,244,42,negative
9,62,6.889,0.348,0.869,485,87,negative
8,130,16.25,0.36,0.876,911,169,negative
6,100,16.667,0.385,0.828,497,134,negative
6,50,8.333,0.397,0.713,214,50,negative
6,44,7.333,0.447,0.811,214,56,negative
5,29,5.8,0.538,0.89,129,33,negative
11,35,3.182,0.351,0.652,251,60,negative
9,40,4.444,0.506,0.964,347,59,negative
9,42,4.667,0.378,0.841,318,54,negative
13,83,6.385,0.373,0.628,678,115,negative
14,234,16.714,0.383,0.634,2077,299,negative
13,409,31.462,0.312,0.602,3200,547,negative
26,412,15.846,0.32,0.664,7118,1142,negative
13,152,11.692,0.312,0.714,1410,220,negative
13,147,11.308,0.358,0.703,1343,190,negative
9,9,1,0.63,0.802,65,10,negative
10,124,12.4,0.473,0.814,1009,171,negative
13,121,9.308,0.376,0.69,1086,159,negative
10,90,9,0.501,0.868,781,115,negative
13,409,31.462,0.277,0.573,3049,556,negative
12,128,10.667,0.339,0.737,1132,179,negative
12,410,34.167,0.333,0.661,3254,608,negative
12,142,11.833,0.337,0.759,1293,189,negative
12,410,34.167,0.324,0.706,3474,645,negative
13,291,22.385,0.285,0.627,2371,403,negative
13,277,21.308,0.293,0.636,2292,407,negative
12,67,5.583,0.403,0.704,566,88,negative
10,119,11.9,0.39,0.81,964,169,negative
24,117,4.875,0.347,0.729,2048,338,negative
3,11,3.667,0.364,0.667,22,4,positive
31,71,2.29,0.159,0.296,651,34,positive
10,33,3.3,0.327,0.742,245,46,negative
9,108,12,0.449,0.868,844,171,negative
8,183,22.875,0.288,0.664,972,202,negative
5,39,7.8,0.492,0.872,170,39,negative
14,116,8.286,0.27,0.649,1054,207,negative
6,90,15,0.394,0.804,434,97,negative
11,337,30.636,0.175,0.637,2361,296,negative
7,16,2.286,0.464,0.884,99,16,negative
3,304,101.33,0.555,0.686,626,12,positive
22,69,3.136,0.516,0.848,1287,74,negative
8,74,9.25,0.456,0.887,525,109,negative
7,189,27,0.339,0.704,932,237,negative
8,69,8.625,0.415,0.984,543,106,negative
8,70,8.75,0.388,0.841,471,98,negative
9,91,10.111,0.321,0.908,744,135,negative
9,77,8.556,0.486,0.97,672,128,negative
9,106,11.778,0.309,0.791,755,150,negative
8,62,7.75,0.363,0.925,459,85,negative
13,30,2.308,0.356,0.649,253,43,negative
8,132,16.5,0.311,0.873,922,163,negative
6,101,16.833,0.411,0.876,531,129,negative
6,50,8.333,0.327,0.687,206,49,negative
6,46,7.667,0.315,0.75,207,41,negative
6,29,4.833,0.356,0.684,119,33,negative
10,35,3.5,0.42,0.826,289,66,negative
9,37,4.111,0.517,0.934,311,61,negative
9,43,4.778,0.388,0.886,343,55,negative
12,84,7,0.43,0.703,709,123,negative
33,160,4.848,0.219,0.389,2054,182,negative
12,498,41.5,0.307,0.639,3818,752,negative
13,58,4.462,0.336,0.599,452,79,negative
9,35,3.889,0.59,0.86,271,48,negative
12,176,14.667,0.302,0.599,1265,244,negative
153,442,2.889,0.114,0.215,14538,1227,positive
3,259,86.333,0.411,0.481,374,24,positive
10,22,2.2,0.491,0.932,205,29,negative
12,124,10.333,0.3,0.869,1293,228,negative
9,13,1.444,0.564,0.863,101,17,negative
9,12,1.333,0.62,0.944,102,14,negative
11,37,3.364,0.371,0.899,366,75,negative
9,13,1.444,0.53,0.88,103,19,negative
12,122,10.167,0.26,0.881,1290,166,negative
9,5,0.556,0.467,0.556,25,2,negative
11,38,3.455,0.328,0.852,356,70,negative
8,13,1.625,0.587,0.837,87,13,negative
12,497,41.417,0.278,0.751,4478,731,negative
13,498,38.308,0.281,0.688,4453,799,negative
10,54,5.4,0.378,0.622,336,65,negative
12,37,3.083,0.41,0.748,332,47,negative
12,497,41.417,0.269,0.594,3544,658,negative
12,50,4.167,0.345,0.627,376,76,negative
10,61,6.1,0.487,0.834,509,95,negative
12,500,41.667,0.264,0.595,3568,646,negative
12,497,41.417,0.297,0.733,4374,789,negative
12,25,2.083,0.32,0.643,193,37,negative
9,108,12,0.376,0.815,792,155,negative
6,184,30.667,0.323,0.752,830,179,negative
5,39,7.8,0.328,0.744,145,31,negative
5,116,23.2,0.376,0.784,455,100,negative
4,89,22.25,0.34,0.916,326,74,negative
7,46,6.571,0.298,0.994,320,44,negative
8,27,3.375,0.218,0.852,184,21,negative
7,172,24.571,0.294,0.967,1164,171,negative
7,17,2.429,0.412,0.807,96,19,negative
22,71,3.227,0.536,0.876,1368,72,negative
8,75,9.375,0.375,0.86,516,110,negative
6,189,31.5,0.324,0.83,941,227,negative
8,70,8.75,0.298,0.914,512,95,negative
8,70,8.75,0.332,0.896,502,112,negative
9,76,8.444,0.436,0.955,653,126,negative
8,93,11.625,0.261,0.937,697,125,negative
8,108,13.5,0.293,0.897,775,150,negative
7,63,9,0.333,0.971,428,74,negative
11,34,3.091,0.364,0.642,240,49,negative
