Lenght,P_black,P_and,Class
86,0.394,0.705,negative
266,0.921,1,negative
1,1,1,positive
349,0.38,0.668,negative
18,0.605,0.895,negative
1,1,1,positive
162,0.435,0.936,negative
18,0.522,0.694,negative
285,0.411,0.708,negative
159,0.355,0.719,negative
245,0.913,0.997,negative
332,0.402,0.659,negative
17,0.627,0.922,negative
1,1,1,positive
175,0.403,0.774,negative
205,0.381,0.708,negative
98,0.929,1,negative
17,0.482,0.759,negative
252,0.416,0.682,negative
151,0.381,0.785,negative
433,0.375,0.605,negative
17,0.601,0.889,negative
1,1,1,positive
252,0.377,0.775,negative
30,0.4,1,positive
94,0.564,1,positive
193,0.57,1,positive
347,0.399,0.567,positive
50,0.528,0.955,negative
378,0.229,0.584,negative
159,0.975,1,positive
169,0.218,0.971,negative
82,0.352,0.798,negative
154,0.315,0.639,negative
71,0.628,0.872,negative
166,0.905,0.98,negative
1,1,1,positive
183,0.465,0.841,negative
16,0.544,0.875,negative
240,0.383,0.821,negative
419,0.373,0.603,negative
3,0.889,0.889,negative
16,0.556,0.958,negative
136,0.415,0.778,negative
161,0.432,0.93,negative
19,0.6,0.858,negative
203,0.362,0.67,negative
62,0.353,0.78,negative
19,0.542,0.768,negative
390,0.358,0.59,negative
3,0.889,0.889,negative
123,0.428,0.798,negative
327,0.379,0.767,negative
371,0.941,1,negative
184,0.484,0.884,negative
19,0.621,0.858,negative
95,0.466,0.904,negative
201,0.373,0.641,negative
20,0.605,0.795,negative
165,0.354,0.706,negative
417,0.359,0.559,negative
19,0.62,0.836,negative
272,0.329,0.75,negative
319,0.37,0.577,negative
19,0.611,0.9,negative
98,0.378,0.724,negative
433,0.355,0.572,negative
20,0.628,0.856,negative
152,0.365,0.764,negative
340,0.344,0.563,negative
19,0.553,0.805,negative
183,0.39,0.681,negative
383,0.307,0.603,negative
1,1,1,positive
135,0.82,0.904,positive
1,1,1,positive
54,0.549,0.96,negative
315,0.295,0.594,positive
1,1,1,positive
83,0.351,0.726,negative
155,0.35,0.678,negative
72,0.615,0.862,negative
32,0.469,1,positive
261,0.887,0.945,negative
185,0.487,0.883,negative
10,0.52,0.53,negative
45,0.483,0.984,negative
284,0.365,0.54,negative
17,0.536,0.915,negative
160,0.36,0.763,negative
118,0.459,0.742,negative
16,0.619,0.963,negative
369,0.397,0.662,negative
123,0.419,0.962,negative
333,0.351,0.65,negative
19,0.584,0.816,negative
272,0.359,0.848,negative
281,0.318,0.551,negative
18,0.543,0.815,negative
152,0.379,0.765,negative
254,0.377,0.569,negative
20,0.485,0.68,negative
395,0.359,0.658,negative
157,0.439,0.874,negative
433,0.449,0.706,negative
19,0.655,0.871,negative
153,0.467,0.97,negative
267,0.401,0.662,negative
19,0.6,0.768,negative
193,0.4,0.829,negative
340,0.866,0.926,negative
184,0.471,0.885,negative
19,0.6,0.895,negative
215,0.366,0.792,negative
420,0.376,0.571,negative
3,0.889,1,negative
20,0.55,0.783,negative
140,0.38,0.756,negative
191,0.406,0.617,negative
19,0.55,0.86,negative
369,0.329,0.639,negative
14,0.102,0.204,positive
472,0.359,0.547,positive
72,0.635,0.94,negative
15,0.533,1,positive
132,0.95,1,negative
416,0.384,0.617,negative
9,0.667,0.689,negative
43,0.545,0.973,negative
198,0.911,0.983,negative
213,0.359,0.658,negative
4,0.75,0.75,negative
16,0.425,0.794,negative
82,0.312,0.669,negative
17,0.571,0.918,negative
266,0.398,0.579,negative
124,0.348,0.722,negative
320,0.354,0.585,negative
17,0.535,0.853,negative
133,0.36,0.721,negative
250,0.36,0.733,negative
320,0.321,0.561,negative
19,0.667,0.895,negative
250,0.366,0.768,negative
170,0.931,0.999,negative
184,0.46,0.796,negative
18,0.583,0.894,negative
249,0.346,0.77,negative
267,0.362,0.674,negative
19,0.611,0.874,negative
57,0.414,0.797,negative
1,1,1,positive
471,0.339,0.433,positive
72,0.604,0.991,negative
7,1,1,negative
83,0.333,0.742,negative
154,0.406,0.727,negative
71,0.69,0.95,negative
63,0.587,1,positive
209,0.926,0.992,negative
344,0.373,0.572,negative
20,0.564,0.909,negative
154,0.36,0.731,negative
198,0.869,0.932,negative
427,0.4,0.632,negative
23,0.576,0.826,negative
121,0.396,0.611,negative
409,0.302,0.604,negative
184,0.773,0.886,negative
350,0.363,0.577,negative
23,0.576,0.79,negative
121,0.428,0.761,negative
205,0.371,0.717,negative
367,0.385,0.575,negative
24,0.53,0.727,negative
138,0.431,0.75,negative
266,0.338,0.667,negative
382,0.363,0.567,negative
20,0.568,0.895,negative
181,0.4,0.759,negative
198,0.383,0.773,negative
42,0.19,1,positive
1,1,1,positive
79,0.566,0.967,negative
326,0.286,0.671,positive
96,0.488,0.582,positive
82,0.412,0.803,negative
155,0.332,0.687,negative
28,0.464,1,positive
72,0.665,0.938,negative
120,0.927,0.972,negative
344,0.385,0.662,negative
11,0.652,0.735,negative
135,0.492,0.833,negative
78,0.464,0.89,negative
322,0.689,0.753,negative
391,0.401,0.674,negative
4,0.917,0.917,negative
20,0.564,0.918,negative
70,0.381,0.639,negative
1,1,1,positive
353,0.557,0.608,negative
415,0.389,0.675,negative
20,0.546,0.838,negative
205,0.401,0.799,negative
195,0.358,0.781,negative
170,0.924,0.997,negative
359,0.376,0.652,negative
22,0.553,0.841,negative
341,0.378,0.724,negative
70,0.433,0.851,negative
203,0.837,0.929,negative
408,0.39,0.644,negative
22,0.649,0.847,negative
222,0.414,0.728,negative
59,0.403,0.792,negative
161,0.523,0.897,positive
80,0.5,0.848,negative
314,0.282,0.619,positive
82,0.337,0.821,negative
155,0.366,0.723,negative
71,0.608,0.863,negative
309,0.921,0.984,negative
356,0.406,0.626,negative
19,0.579,0.957,negative
389,0.344,0.678,negative
56,0.386,0.7,negative
22,0.621,0.788,negative
424,0.371,0.563,negative
4,0.917,0.917,negative
96,0.366,0.675,negative
87,0.444,0.962,negative
120,0.942,1,negative
389,0.364,0.569,negative
22,0.58,0.814,negative
62,0.433,0.646,negative
161,0.333,0.65,negative
198,0.924,0.999,negative
337,0.363,0.598,negative
23,0.585,0.834,negative
393,0.341,0.653,negative
256,0.363,0.765,negative
337,0.369,0.608,negative
22,0.538,0.852,negative
398,0.32,0.608,negative
212,0.376,0.693,negative
256,0.371,0.779,negative
424,0.537,0.557,negative
469,0.378,0.529,positive
83,0.356,0.914,negative
155,0.346,0.731,negative
71,0.666,0.937,negative
137,0.855,0.934,negative
20,0.525,0.854,negative
399,0.369,0.577,negative
227,0.41,0.731,negative
69,0.332,0.626,negative
382,0.375,0.6,negative
20,0.577,0.882,negative
87,0.319,0.628,negative
309,0.382,0.549,negative
22,0.603,0.81,negative
356,0.398,0.738,negative
284,0.325,0.725,negative
294,0.395,0.651,negative
22,0.579,0.806,negative
183,0.413,0.787,negative
81,0.339,0.695,negative
334,0.894,0.966,negative
22,0.542,0.784,negative
405,0.382,0.596,negative
4,0.833,0.917,negative
424,0.371,0.719,negative
302,0.379,0.804,negative
141,0.415,0.884,positive
54,0.497,0.849,negative
314,0.296,0.502,negative
9,1,1,negative
82,0.306,0.695,negative
155,0.376,0.722,negative
72,0.638,0.918,negative
23,0.348,1,positive
14,0.5,1,positive
45,0.244,1,positive
125,0.953,1,negative
376,0.371,0.58,negative
10,0.675,0.783,negative
352,0.39,0.738,negative
236,0.354,0.803,negative
4,1,1,negative
19,0.598,0.947,negative
154,0.423,0.704,negative
417,0.381,0.652,negative
404,0.334,0.674,negative
2,0.9,0.9,positive
2,0.536,0.536,positive
135,0.911,0.966,negative
2,0.636,0.636,positive
216,0.507,0.764,negative
22,0.632,0.864,negative
268,0.413,0.731,negative
4,0.917,0.917,negative
94,0.38,0.677,negative
2,1,1,positive
403,0.349,0.521,negative
22,0.624,0.88,negative
57,0.407,0.739,negative
356,0.377,0.576,negative
22,0.568,0.837,negative
439,0.384,0.724,negative
436,0.336,0.755,negative
94,0.485,0.922,negative
410,0.381,0.569,negative
22,0.603,0.888,negative
243,0.394,0.709,negative
378,0.33,0.684,negative
1,1,1,positive
57,0.453,0.906,negative
104,0.575,0.87,negative
64,0.541,0.947,negative
271,0.478,0.744,negative
268,0.465,0.694,negative
230,0.399,0.87,negative
150,0.284,0.756,negative
13,0.663,0.817,negative
157,0.446,0.987,negative
232,0.274,0.782,negative
13,0.635,0.788,negative
248,0.356,0.729,negative
177,0.26,0.693,negative
13,0.683,0.817,negative
171,0.4,0.778,negative
48,0.354,0.901,negative
13,0.78,0.989,negative
316,0.366,0.673,negative
281,0.272,0.856,negative
13,0.791,0.978,negative
268,0.494,0.754,negative
276,0.388,0.846,negative
278,0.258,0.798,negative
13,0.625,0.817,negative
358,0.385,0.863,negative
170,0.277,0.89,negative
19,0.662,0.925,negative
269,0.306,0.496,negative
398,0.342,0.745,negative
80,0.361,0.961,negative
12,0.583,0.813,negative
238,0.353,0.727,negative
88,0.257,0.668,negative
13,0.67,0.89,negative
279,0.377,0.687,negative
80,0.304,0.838,negative
19,0.662,0.91,negative
268,0.395,0.59,negative
162,0.254,0.527,negative
162,0.204,0.412,negative
109,0.447,0.959,negative
163,0.264,0.51,negative
162,0.327,0.79,negative
163,0.263,0.549,negative
163,0.383,0.982,negative
162,0.294,0.73,negative
104,0.606,0.683,negative
184,0.237,0.777,negative
5,0.829,0.829,negative
130,0.253,0.528,negative
17,0.191,0.647,negative
1,1,1,negative
116,0.406,0.416,negative
29,0.524,0.97,negative
257,0.465,0.49,negative
84,0.659,0.71,negative
63,0.413,0.804,negative
30,0.467,0.824,negative
510,0.846,0.927,positive
19,0.362,0.381,negative
24,0.426,0.735,negative
159,0.249,0.605,negative
168,0.268,0.661,negative
131,0.246,0.796,negative
206,0.236,0.793,negative
217,0.25,0.684,negative
184,0.272,0.697,negative
243,0.219,0.528,negative
219,0.195,0.617,negative
110,0.21,0.627,negative
128,0.265,0.72,negative
21,0.373,0.613,negative
23,0.419,0.808,negative
171,0.208,0.422,negative
166,0.274,0.606,negative
73,0.298,0.627,negative
125,0.21,0.601,negative
109,0.219,0.595,negative
27,0.296,0.496,negative
76,0.232,0.51,negative
18,0.181,0.778,negative
240,0.215,0.538,negative
51,0.314,0.831,negative
231,0.228,0.569,negative
231,0.26,0.64,negative
19,0.421,0.921,negative
70,0.18,0.417,negative
203,0.239,0.859,negative
22,0.366,0.513,negative
161,0.273,0.521,negative
24,0.426,0.792,negative
158,0.198,0.418,negative
92,0.287,0.694,negative
48,0.316,0.965,negative
95,0.187,0.645,negative
227,0.217,0.509,negative
243,0.198,0.48,negative
242,0.171,0.409,negative
192,0.207,0.579,negative
98,0.207,0.491,negative
22,0.425,0.765,negative
152,0.27,0.623,negative
11,0.326,0.433,negative
11,0.417,0.647,negative
141,0.236,0.645,negative
46,0.322,0.877,negative
229,0.168,0.484,negative
113,0.21,0.759,negative
69,0.249,0.632,negative
34,0.141,0.594,negative
58,0.2,0.745,negative
36,0.211,0.789,negative
46,0.174,0.804,negative
135,0.156,0.753,negative
118,0.154,0.497,negative
5,0.533,0.8,negative
145,0.207,0.658,negative
91,0.163,0.535,negative
177,0.226,0.498,negative
22,0.321,0.406,negative
150,0.237,0.579,negative
24,0.4,0.838,negative
117,0.173,0.642,negative
130,0.208,0.65,negative
239,0.16,0.476,negative
110,0.174,0.447,negative
21,0.198,0.444,positive
47,0.177,0.45,negative
25,0.28,0.71,negative
104,0.234,0.862,negative
31,0.419,0.944,negative
192,0.136,0.385,negative
162,0.096,0.235,negative
208,0.194,0.491,negative
22,0.409,0.757,negative
189,0.263,0.515,negative
92,0.287,0.604,negative
111,0.254,0.883,negative
24,0.454,0.75,negative
231,0.21,0.543,negative
185,0.163,0.358,negative
242,0.232,0.611,negative
48,0.298,0.613,negative
60,0.292,0.822,negative
211,0.257,0.653,negative
17,0.376,0.741,negative
198,0.273,0.332,positive
223,0.205,0.664,negative
67,0.258,0.548,negative
249,0.77,0.958,negative
23,0.373,0.621,negative
169,0.26,0.619,negative
100,0.247,0.637,negative
71,0.329,0.958,negative
210,0.178,0.483,negative
44,0.267,0.614,negative
97,0.196,0.461,negative
107,0.247,0.91,negative
34,0.123,0.156,negative
201,0.238,0.567,negative
213,0.235,0.746,negative
28,0.327,0.589,negative
98,0.254,0.608,negative
133,0.211,0.559,negative
72,0.236,0.651,negative
159,0.319,0.368,negative
245,0.445,0.523,negative
183,0.544,0.612,negative
541,0.71,0.747,positive
153,0.304,0.848,negative
58,0.402,0.893,negative
1,1,1,positive
192,0.234,0.589,negative
12,0.526,0.833,negative
284,0.236,0.698,negative
225,0.198,0.741,negative
325,0.215,0.692,negative
333,0.237,0.671,negative
197,0.274,0.699,negative
58,0.351,0.669,negative
323,0.256,0.557,negative
24,0.36,0.708,negative
37,0.521,0.954,negative
184,0.214,0.798,negative
44,0.341,0.677,negative
330,0.207,0.671,negative
33,0.34,0.677,negative
292,0.203,0.649,negative
50,0.266,0.74,negative
1,1,1,positive
93,0.312,0.763,negative
94,0.184,0.934,negative
284,0.205,0.553,negative
94,0.188,0.874,negative
24,0.393,0.935,negative
94,0.234,0.845,negative
167,0.225,0.752,negative
94,0.183,0.798,negative
95,0.311,0.979,negative
61,0.241,0.794,negative
95,0.209,0.667,negative
93,0.238,0.711,negative
288,0.191,0.564,negative
93,0.351,1,negative
18,0.389,1,negative
323,0.198,0.676,negative
95,0.255,0.787,negative
97,0.232,0.852,negative
293,0.207,0.596,negative
96,0.342,0.738,negative
96,0.309,0.925,negative
96,0.335,0.703,negative
96,0.259,0.74,negative
24,0.407,0.809,negative
239,0.239,0.615,negative
63,0.368,0.927,negative
298,0.242,0.791,negative
96,0.319,0.703,negative
96,0.404,0.817,negative
56,0.329,0.791,negative
94,0.277,0.945,negative
330,0.225,0.771,negative
96,0.309,0.644,negative
95,0.274,0.784,negative
319,0.239,0.674,negative
96,0.297,0.811,negative
82,0.361,0.802,negative
96,0.351,0.755,negative
24,0.411,0.872,negative
285,0.338,0.765,negative
96,0.267,0.939,negative
96,0.302,0.795,negative
1,0.993,1,positive
305,0.191,0.73,negative
96,0.26,0.856,negative
94,0.313,0.751,negative
19,0.286,0.632,negative
95,0.256,0.768,negative
331,0.222,0.69,negative
95,0.226,0.933,negative
96,0.234,0.668,negative
282,0.191,0.701,negative
97,0.235,0.703,negative
183,0.218,0.6,negative
97,0.282,0.794,negative
97,0.266,0.72,negative
93,0.276,0.962,negative
94,0.287,0.713,negative
97,0.211,0.791,negative
24,0.44,0.948,negative
91,0.281,0.59,negative
97,0.334,0.831,negative
97,0.299,0.701,negative
242,0.231,0.614,negative
96,0.417,0.753,negative
96,0.198,0.668,negative
140,0.253,0.886,negative
96,0.262,0.842,negative
303,0.179,0.669,negative
96,0.323,0.838,negative
96,0.217,0.797,negative
284,0.202,0.709,negative
69,0.377,0.96,negative
80,0.231,0.694,negative
96,0.329,0.717,negative
96,0.274,0.901,negative
96,0.318,0.575,negative
99,0.303,0.739,negative
96,0.293,0.724,negative
96,0.479,0.878,negative
1,1,1,positive
94,0.326,0.862,negative
92,0.245,0.522,negative
39,0.342,0.936,negative
39,0.395,0.826,negative
39,0.436,0.656,negative
286,0.201,0.226,positive
285,0.158,0.165,positive
73,0.403,0.445,positive
66,0.491,0.591,positive
50,0.454,0.487,positive
79,0.338,0.345,positive
1,1,1,positive
108,0.778,0.826,positive
32,0.264,0.5,negative
18,0.395,0.759,negative
9,0.321,0.395,negative
57,0.343,0.678,negative
20,0.75,1,positive
252,0.092,0.095,positive
31,0.382,0.811,negative
38,0.377,0.731,negative
5,0.216,0.221,positive
151,0.185,0.566,negative
88,0.248,0.49,negative
160,0.215,0.8,negative
92,0.292,0.907,negative
127,0.213,0.679,negative
1,0.9,1,positive
75,0.228,0.662,negative
119,0.285,0.872,negative
4,0.429,0.714,negative
41,0.39,1,negative
40,0.4,1,negative
42,0.405,1,negative
59,0.237,0.802,negative
1,1,1,positive
17,0.245,0.804,negative
120,0.25,0.748,negative
59,0.462,1,negative
125,0.29,0.735,negative
111,0.209,0.571,negative
164,0.281,0.838,negative
8,0.393,0.75,negative
40,0.4,1,negative
35,0.429,1,negative
31,0.336,0.834,negative
211,0.219,0.707,negative
93,0.229,0.734,negative
129,0.232,0.823,negative
7,0.333,0.952,negative
12,0.226,0.607,negative
88,0.263,0.726,negative
33,0.364,1,negative
63,0.952,1,positive
48,0.396,0.924,negative
38,0.41,0.91,negative
36,0.456,0.98,negative
76,0.301,0.859,negative
2,0.8,0.8,negative
56,0.143,0.401,negative
105,0.256,0.705,negative
53,0.089,0.245,negative
95,0.379,1,negative
75,0.194,0.698,negative
76,0.961,1,positive
20,0.263,0.613,negative
31,0.415,0.783,negative
98,0.285,0.645,negative
102,0.166,0.56,negative
21,0.238,0.738,negative
12,0.25,0.524,negative
69,0.261,0.879,negative
102,0.961,1,positive
77,0.232,0.731,negative
22,0.438,0.79,negative
62,0.272,0.963,negative
10,0.183,0.65,negative
7,0.333,0.738,negative
20,0.17,0.48,negative
91,0.352,1,negative
29,0.31,1,negative
17,0.16,0.739,negative
9,0.296,0.796,negative
56,0.121,0.471,negative
44,0.267,0.778,negative
128,0.759,0.764,positive
47,0.17,0.511,negative
22,0.318,1,negative
31,0.199,0.565,negative
8,0.333,0.875,negative
47,0.34,1,negative
44,0.412,0.795,negative
39,0.226,0.705,negative
8,0.214,0.625,negative
32,0.417,0.715,negative
50,0.24,0.63,negative
8,0.304,0.768,negative
77,0.325,1,negative
47,0.426,1,negative
42,0.381,1,negative
59,0.242,0.685,negative
82,0.104,0.303,negative
12,0.2,0.467,negative
58,0.09,0.259,negative
72,0.255,0.494,negative
45,0.356,1,negative
90,0.197,0.77,negative
2,0.643,0.714,positive
280,0.78,0.786,positive
296,0.088,0.285,negative
117,0.201,0.698,negative
46,0.416,0.776,negative
126,0.209,0.573,negative
55,0.275,0.661,negative
158,0.211,0.552,negative
30,0.271,0.871,negative
49,0.252,0.739,negative
118,0.386,0.869,negative
18,0.343,0.926,negative
20,0.317,0.983,negative
75,0.263,0.71,negative
17,0.228,0.86,negative
106,0.192,0.593,negative
6,0.286,0.857,negative
28,0.286,0.781,negative
30,0.242,0.821,negative
70,0.265,0.976,negative
31,0.3,0.88,negative
54,0.188,0.78,negative
15,0.244,0.733,negative
180,0.199,0.724,negative
34,0.223,0.916,negative
34,0.252,1,negative
65,0.407,0.895,negative
98,0.185,0.662,negative
138,0.271,0.609,negative
7,0.452,1,negative
104,0.099,0.258,negative
261,0.183,0.718,negative
98,0.302,0.712,negative
253,0.129,0.66,negative
80,0.197,0.769,negative
180,0.213,0.794,negative
65,0.404,0.925,negative
285,0.175,0.598,negative
92,0.145,0.532,negative
222,0.202,0.711,negative
28,0.306,0.847,negative
26,0.302,0.863,negative
32,0.23,0.613,negative
52,0.203,0.626,negative
21,0.286,0.85,negative
6,0.233,1,negative
13,0.295,0.692,negative
19,0.316,0.916,negative
16,0.25,0.938,negative
2,0.529,0.533,positive
85,0.239,0.725,negative
28,0.307,0.821,negative
61,0.321,0.667,negative
2,0.7,0.7,positive
18,0.262,0.873,negative
59,0.237,0.881,negative
45,0.422,0.881,negative
27,0.259,0.688,negative
24,0.203,0.568,negative
22,0.097,0.403,negative
34,0.094,0.273,negative
42,0.257,0.838,negative
6,0.4,0.867,negative
15,0.093,0.347,negative
11,0.309,0.836,negative
35,0.245,0.804,negative
40,0.229,0.682,negative
85,0.238,0.687,negative
27,0.267,0.622,negative
12,0.319,1,negative
15,0.2,0.571,negative
14,0.357,0.939,negative
37,0.264,0.676,negative
40,0.221,0.621,negative
39,0.147,0.48,negative
69,0.216,0.643,negative
87,0.365,0.856,negative
40,0.25,0.832,negative
46,0.297,0.833,negative
17,0.319,0.933,negative
96,0.271,0.688,negative
15,0.181,0.61,negative
24,0.342,0.808,negative
39,0.205,0.712,negative
8,0.417,1,negative
42,0.259,0.756,negative
29,0.276,0.779,negative
28,0.27,0.75,negative
10,0.286,0.771,negative
6,0.433,1,negative
13,0.292,0.892,negative
18,0.322,1,negative
25,0.4,0.928,negative
39,0.338,0.903,negative
7,0.314,0.857,negative
108,0.362,0.807,negative
34,0.273,0.761,negative
110,0.175,0.603,negative
132,0.189,0.588,negative
427,0.566,0.57,positive
110,0.547,0.556,positive
552,0.816,0.816,positive
186,0.318,0.654,negative
7,0.714,0.857,negative
20,0.507,0.672,negative
227,0.304,0.648,negative
39,0.232,0.585,negative
20,0.28,0.57,negative
12,0.303,0.439,negative
112,0.305,0.879,negative
18,0.298,0.655,negative
119,0.202,0.842,negative
283,0.993,1,positive
184,0.967,1,positive
16,0.938,1,positive
60,0.271,0.85,negative
367,0.221,0.77,negative
17,0.333,0.895,negative
22,0.323,0.814,negative
550,0.329,0.375,positive
370,0.175,0.648,negative
412,0.179,0.671,negative
117,0.2,0.714,negative
348,0.195,0.743,negative
390,0.182,0.735,negative
302,0.199,0.795,negative
227,0.225,0.97,negative
17,0.224,0.729,negative
23,0.261,0.787,negative
235,0.923,1,positive
58,0.845,1,positive
12,0.667,1,positive
69,0.667,1,positive
107,0.869,1,positive
440,0.158,0.626,negative
311,0.195,0.781,negative
18,0.289,0.744,negative
22,0.281,0.669,negative
550,0.339,0.401,positive
94,0.286,1,negative
422,0.18,0.58,negative
311,0.216,0.759,negative
18,0.294,0.872,negative
23,0.313,0.891,negative
463,0.296,0.382,positive
85,0.882,1,positive
409,0.172,0.578,negative
337,0.185,0.751,negative
423,0.188,0.762,negative
18,0.309,0.901,negative
23,0.265,0.735,negative
8,1,1,positive
544,0.326,0.406,positive
357,0.215,0.823,negative
188,0.188,0.71,negative
377,0.178,0.746,negative
274,0.208,0.817,negative
20,0.29,0.795,negative
22,0.324,0.909,negative
19,0.184,0.553,negative
17,1,1,positive
206,0.99,1,positive
325,0.485,0.537,positive
348,0.169,0.676,negative
218,0.216,0.737,negative
207,0.2,0.699,negative
245,0.204,0.797,negative
20,0.275,0.91,negative
23,0.317,0.891,negative
8,1,1,positive
17,1,1,positive
277,0.993,1,positive
199,0.945,1,positive
44,0.171,0.712,negative
553,0.797,0.884,positive
67,0.441,0.529,negative
259,0.96,0.978,positive
5,0.72,0.72,negative
342,0.275,0.466,negative
109,0.271,0.864,negative
65,0.302,0.908,negative
79,0.316,0.975,negative
57,0.321,0.952,negative
34,0.471,1,positive
18,0.167,0.437,negative
137,0.235,0.693,negative
311,0.163,0.582,negative
96,0.238,0.778,negative
158,0.239,0.952,negative
299,0.226,0.705,negative
128,0.219,0.745,negative
319,0.174,0.692,negative
59,0.186,0.672,negative
41,0.261,0.885,negative
105,0.052,0.105,positive
100,0.46,0.505,positive
1,1,1,positive
52,0.231,0.529,positive
161,0.41,1,positive
167,0.16,0.276,positive
181,0.217,0.661,negative
302,0.211,0.73,negative
295,0.2,0.559,negative
42,0.271,0.813,negative
263,0.204,0.589,negative
309,0.186,0.644,negative
108,0.196,0.686,negative
43,0.219,0.983,negative
35,0.188,0.849,negative
22,0.591,1,negative
13,0.231,0.487,negative
134,0.216,0.68,negative
48,0.237,0.39,positive
321,0.154,0.553,negative
112,0.17,0.786,negative
65,0.215,0.798,negative
178,0.242,0.795,negative
268,0.132,0.534,negative
75,0.156,0.758,negative
231,0.196,0.637,negative
8,0.325,0.9,negative
183,0.185,0.76,negative
85,0.192,0.869,negative
70,0.371,0.971,negative
71,0.521,1,positive
20,0.55,1,positive
172,0.465,1,positive
92,0.309,0.896,negative
95,0.268,0.929,negative
86,0.281,0.958,negative
9,0.349,0.889,negative
60,0.286,0.886,negative
90,0.207,0.738,negative
42,0.262,0.738,negative
106,0.434,1,positive
288,0.424,1,positive
74,0.16,0.83,negative
263,0.124,0.66,negative
19,0.211,0.779,negative
106,0.129,0.835,negative
346,0.144,0.581,negative
135,0.21,0.736,negative
346,0.173,0.716,negative
135,0.114,0.528,negative
326,0.213,0.716,negative
135,0.202,0.732,negative
340,0.183,0.736,negative
123,0.139,0.674,negative
346,0.159,0.749,negative
343,0.213,0.772,negative
19,0.184,0.781,negative
91,0.179,0.816,negative
346,0.185,0.731,negative
346,0.166,0.66,negative
346,0.167,0.707,negative
342,0.163,0.622,negative
63,0.21,0.914,negative
89,0.169,0.717,negative
42,0.143,0.714,negative
12,0.2,0.583,negative
10,0.3,0.65,negative
19,0.495,0.713,negative
30,0.433,0.597,negative
18,0.489,0.583,negative
16,0.5,0.572,negative
32,0.43,0.555,negative
82,0.271,0.39,negative
45,0.368,0.54,negative
28,0.588,0.912,negative
8,1,1,positive
95,1,1,positive
67,0.985,1,positive
10,1,1,positive
21,0.482,0.827,negative
32,0.402,0.496,negative
45,0.492,0.722,negative
28,0.438,0.496,negative
42,0.405,0.976,negative
22,0.398,0.79,negative
341,0.935,0.998,positive
41,0.265,0.616,negative
4,0.417,0.5,negative
10,0.3,0.743,negative
155,0.303,0.639,negative
10,0.56,0.91,negative
138,1,1,positive
180,0.236,0.611,negative
10,0.344,0.533,negative
342,0.916,0.996,positive
67,0.291,0.588,negative
82,0.3,0.832,negative
153,0.255,0.611,negative
11,0.537,0.876,negative
38,0.211,0.561,negative
126,0.992,1,positive
33,0.347,0.929,negative
7,0.349,0.603,negative
29,0.31,0.686,negative
155,0.366,0.964,negative
115,0.256,0.572,negative
31,0.281,0.606,negative
36,0.356,0.672,negative
9,0.444,0.825,negative
13,0.538,0.923,negative
342,0.847,0.897,positive
39,0.282,0.487,negative
28,0.265,0.592,negative
33,0.391,0.793,negative
1,1,1,positive
303,0.183,0.268,negative
5,0.655,0.727,negative
303,0.151,0.2,negative
10,0.436,0.927,negative
11,0.455,0.876,negative
121,0.268,0.664,negative
25,0.36,1,positive
24,0.354,1,positive
21,0.452,1,positive
22,0.477,1,positive
102,0.356,0.709,negative
11,0.43,0.802,negative
196,0.98,1,positive
90,0.385,0.882,negative
10,0.57,0.91,negative
1,1,1,positive
1,1,1,positive
98,0.308,0.768,negative
12,0.55,0.875,negative
199,0.485,0.508,positive
104,0.394,0.824,negative
84,0.261,0.623,negative
41,0.463,0.968,negative
137,0.317,0.652,negative
11,0.438,0.868,negative
159,0.994,1,positive
64,0.395,0.558,negative
21,0.457,0.933,negative
12,0.432,0.674,negative
199,0.99,1,positive
57,0.46,0.831,negative
52,0.452,0.911,negative
127,0.464,0.87,negative
96,0.431,0.836,negative
69,0.476,0.839,negative
5,0.656,0.817,negative
1,1,1,positive
231,0.872,0.882,positive
141,0.278,0.67,negative
12,0.5,0.841,negative
187,0.265,0.477,negative
11,0.455,0.818,negative
70,1,1,positive
14,1,1,positive
183,0.267,0.682,negative
151,0.257,0.941,negative
170,0.261,0.709,negative
156,0.224,0.71,negative
115,0.24,0.758,negative
1,1,1,positive
1,1,1,positive
87,0.375,0.764,negative
11,0.491,0.845,negative
26,0.293,0.596,negative
70,0.943,1,positive
9,1,1,positive
125,0.289,0.734,negative
57,0.285,0.91,negative
208,0.203,0.555,negative
47,0.481,0.991,negative
12,0.492,0.75,negative
65,0.178,0.662,negative
45,0.306,0.6,negative
131,0.977,1,positive
165,0.258,0.695,negative
168,0.234,0.723,negative
147,0.32,0.607,negative
12,0.5,0.818,negative
119,0.268,0.678,negative
62,0.452,0.565,positive
147,0.257,0.761,negative
193,0.243,0.683,negative
20,0.85,1,positive
87,0.92,1,positive
279,0.964,1,positive
16,1,1,positive
524,0.542,0.603,positive
4,0.714,0.929,negative
95,0.3,0.911,negative
41,0.213,0.801,negative
