Height,Lenght,Eccen,P_black,P_and,Blackpix,Blackand,Wb_trans,Class
11,8,0.727,0.727,0.989,64,87,6,negative
11,7,0.636,0.468,0.481,36,37,1,negative
11,8,0.727,0.693,0.989,61,87,6,negative
1,14,14,0.571,1,8,14,4,positive
9,38,4.222,0.444,0.898,152,307,56,negative
9,20,2.222,0.461,1,83,180,32,negative
9,36,4,0.506,0.901,164,292,58,negative
11,98,8.909,0.397,0.778,428,839,164,negative
9,49,5.444,0.592,0.998,261,440,88,negative
1,23,23,0.826,1,19,23,1,positive
1,19,19,0.684,1,13,19,3,positive
9,78,8.667,0.329,0.896,231,629,110,negative
8,14,1.75,0.143,1,16,112,6,negative
21,106,5.048,0.136,0.396,302,881,152,negative
8,24,3,0.297,0.974,57,187,40,negative
8,36,4.5,0.465,0.885,134,255,63,negative
9,22,2.444,0.318,0.909,63,180,26,negative
9,12,1.333,0.407,1,44,108,27,negative
9,6,0.667,0.37,0.907,20,49,8,negative
8,38,4.75,0.349,0.757,106,230,55,negative
9,34,3.778,0.31,0.895,95,274,59,negative
9,12,1.333,0.407,1,44,108,28,negative
9,63,7,0.298,0.787,169,446,84,negative
9,104,11.556,0.282,0.904,264,846,137,negative
11,75,6.818,0.27,0.679,223,560,107,negative
8,17,2.125,0.309,0.676,42,92,18,negative
9,82,9.111,0.309,0.778,228,574,118,negative
8,16,2,0.156,0.859,20,110,4,positive
8,12,1.5,0.469,1,45,96,28,negative
8,53,6.625,0.337,0.889,143,377,87,negative
11,85,7.727,0.268,0.902,251,843,145,negative
10,12,1.2,0.367,1,44,120,28,negative
10,63,6.3,0.251,0.898,158,566,86,negative
9,82,9.111,0.32,0.947,236,699,111,negative
9,10,1.111,0.144,0.522,13,47,2,positive
12,102,8.5,0.257,0.804,315,984,178,negative
12,90,7.5,0.183,0.716,198,773,103,negative
12,26,2.167,0.224,0.907,70,283,43,negative
12,41,3.417,0.289,0.74,142,364,69,negative
8,99,12.375,0.351,0.962,278,762,167,negative
9,81,9,0.287,0.826,209,602,94,negative
8,26,3.25,0.37,0.947,77,197,43,negative
9,46,5.111,0.365,0.848,151,351,75,negative
9,34,3.778,0.363,0.863,111,264,63,negative
12,26,2.167,0.276,0.83,86,259,39,negative
12,43,3.583,0.328,0.789,169,407,66,negative
8,75,9.375,0.373,0.955,224,573,115,negative
11,86,7.818,0.289,0.701,273,663,138,negative
1,79,79,0.608,1,48,79,7,positive
8,6,0.75,0.583,0.813,28,39,4,negative
1,11,11,0.727,1,8,11,2,positive
1,98,98,0.939,1,92,98,3,positive
1,13,13,0.692,1,9,13,3,positive
9,64,7.111,0.491,0.984,283,567,110,negative
8,36,4.5,0.559,0.944,161,272,53,negative
8,8,1,0.25,0.672,16,43,10,negative
8,21,2.625,0.381,0.845,64,142,34,negative
9,99,11,0.461,0.906,411,807,155,negative
9,121,13.444,0.322,0.776,351,845,169,negative
9,100,11.111,0.463,0.908,417,817,143,negative
11,118,10.727,0.29,0.798,376,1036,189,negative
9,126,14,0.466,0.907,528,1029,186,negative
12,117,9.75,0.251,0.635,353,891,190,negative
8,14,1.75,0.268,0.554,30,62,10,negative
8,71,8.875,0.329,0.776,187,441,102,negative
8,44,5.5,0.455,0.949,160,334,50,negative
8,48,6,0.328,0.885,126,340,63,negative
8,40,5,0.409,0.997,131,319,59,negative
9,45,5,0.447,0.896,181,363,56,negative
8,47,5.875,0.324,0.896,122,337,56,negative
8,42,5.25,0.39,0.94,131,316,54,negative
1,17,17,0.824,1,14,17,3,positive
8,43,5.375,0.372,0.956,128,329,61,negative
14,300,21.429,0.263,0.607,1106,2550,462,negative
7,35,5,0.482,0.841,118,206,42,negative
9,122,13.556,0.333,0.829,366,910,144,negative
9,130,14.444,0.448,0.877,524,1026,199,negative
8,45,5.625,0.222,0.806,80,290,42,negative
7,31,4.429,0.221,0.853,48,185,27,negative
3,14,4.667,0.381,0.881,16,37,5,negative
8,18,2.25,0.215,0.813,31,117,13,negative
7,58,8.286,0.212,0.842,86,342,38,negative
7,40,5.714,0.186,0.754,52,211,23,negative
6,28,4.667,0.143,0.53,24,89,14,negative
4,15,3.75,0.267,0.8,16,48,4,negative
14,38,2.714,0.244,0.489,130,260,44,negative
15,31,2.067,0.204,0.465,95,216,24,negative
13,77,5.923,0.258,0.564,258,565,85,negative
13,33,2.538,0.245,0.534,105,229,27,negative
10,19,1.9,0.332,0.695,63,132,17,negative
7,121,17.286,0.305,0.675,258,572,144,negative
11,22,2,0.417,0.694,101,168,25,negative
11,9,0.818,0.404,0.717,40,71,9,negative
11,8,0.727,0.545,1,48,88,15,negative
11,21,1.909,0.316,0.58,73,134,17,negative
10,8,0.8,0.525,0.875,42,70,6,negative
52,461,8.865,0.192,0.248,4607,5938,400,positive
10,38,3.8,0.424,0.939,161,357,58,negative
9,36,4,0.506,0.91,164,295,56,negative
9,21,2.333,0.519,0.942,98,178,30,negative
9,97,10.778,0.455,0.939,397,820,174,negative
9,49,5.444,0.58,0.995,256,439,86,negative
1,15,15,0.867,1,13,15,2,positive
9,23,2.556,0.324,0.986,67,204,41,negative
9,37,4.111,0.396,0.85,132,283,65,negative
9,21,2.333,0.317,0.778,60,147,23,negative
9,91,10.111,0.302,0.956,247,783,125,negative
10,67,6.7,0.291,0.649,195,435,90,negative
9,32,3.556,0.354,0.806,102,232,60,negative
9,92,10.222,0.35,0.917,290,759,140,negative
9,12,1.333,0.444,1,48,108,27,negative
9,64,7.111,0.318,0.818,183,471,84,negative
12,98,8.167,0.245,0.624,288,734,129,negative
9,100,11.111,0.276,0.847,248,762,130,negative
9,12,1.333,0.426,1,46,108,29,negative
9,53,5.889,0.317,0.805,151,384,91,negative
11,84,7.636,0.291,0.843,269,779,155,negative
9,81,9,0.337,0.918,246,669,125,negative
9,13,1.444,0.103,0.752,12,88,3,positive
10,80,8,0.279,0.8,223,640,116,negative
11,101,9.182,0.264,0.852,293,947,178,negative
9,81,9,0.332,0.974,242,710,116,negative
9,9,1,0.16,0.864,13,70,8,negative
12,72,6,0.281,0.807,243,697,113,negative
9,84,9.333,0.25,0.955,189,722,103,negative
9,52,5.778,0.37,0.996,173,466,101,negative
9,41,4.556,0.374,0.846,138,312,67,negative
9,27,3,0.346,0.975,84,237,45,negative
10,46,4.6,0.363,0.843,167,388,83,negative
9,33,3.667,0.424,0.97,126,288,68,negative
9,81,9,0.328,0.916,239,668,117,negative
6,7,1.167,0.238,0.69,10,29,1,positive
11,14,1.273,0.442,0.981,68,151,28,negative
11,8,0.727,0.261,1,23,88,11,negative
11,43,3.909,0.336,0.753,159,356,58,negative
9,75,8.333,0.373,0.913,252,616,113,negative
12,48,4,0.252,0.755,145,435,85,negative
9,9,1,0.383,0.802,31,65,13,negative
8,18,2.25,0.472,1,68,144,27,negative
7,6,0.857,0.5,0.548,21,23,1,negative
76,1,0.013,1,1,76,76,1,positive
10,64,6.4,0.477,0.914,305,585,109,negative
8,36,4.5,0.615,0.938,177,270,55,negative
8,33,4.125,0.314,0.705,83,186,39,negative
10,99,9.9,0.443,0.912,439,903,166,negative
10,122,12.2,0.294,0.689,359,840,171,negative
10,101,10.1,0.45,0.869,455,878,154,negative
12,118,9.833,0.266,0.734,377,1039,189,negative
10,125,12.5,0.456,0.862,570,1078,195,negative
12,117,9.75,0.231,0.712,324,1000,193,negative
9,85,9.444,0.308,0.744,236,569,121,negative
9,43,4.778,0.47,0.948,182,367,55,negative
9,47,5.222,0.286,0.738,121,312,62,negative
9,40,4.444,0.386,0.889,139,320,57,negative
8,44,5.5,0.486,0.952,171,335,58,negative
9,46,5.111,0.29,0.838,120,347,55,negative
9,42,4.667,0.381,0.931,144,352,58,negative
1,37,37,0.811,1,30,37,5,positive
1,46,46,0.239,1,11,46,8,positive
1,42,42,0.31,1,13,42,5,positive
9,42,4.667,0.344,0.931,130,352,61,negative
15,300,20,0.252,0.576,1136,2594,481,negative
6,35,5.833,0.533,0.943,112,198,42,negative
9,122,13.556,0.378,0.961,415,1055,152,negative
2,176,88,0.528,0.605,186,213,6,positive
69,3,0.043,0.643,0.952,133,197,64,positive
9,130,14.444,0.513,0.925,600,1082,210,negative
1,17,17,0.882,1,15,17,2,positive
1,39,39,0.897,1,35,39,4,positive
1,44,44,0.909,1,40,44,2,positive
1,14,14,0.929,1,13,14,1,positive
1,36,36,0.583,1,21,36,5,positive
1,17,17,0.765,1,13,17,2,positive
2,52,26,0.144,0.702,15,73,6,negative
4,17,4.25,0.309,0.559,21,38,6,negative
5,31,6.2,0.239,0.974,37,151,18,negative
5,23,4.6,0.226,1,26,115,16,negative
5,44,8.8,0.241,0.791,53,174,21,negative
3,56,18.667,0.065,0.5,11,84,8,negative
4,32,8,0.313,1,40,128,19,negative
5,16,3.2,0.313,0.813,25,65,12,negative
2,14,7,0.286,0.821,8,23,1,positive
3,183,61,0.488,0.577,268,317,9,positive
17,77,4.529,0.314,0.76,411,995,140,negative
14,34,2.429,0.279,0.851,133,405,43,negative
11,22,2,0.293,0.798,71,193,30,negative
11,67,6.091,0.269,0.689,198,508,67,negative
7,123,17.571,0.265,0.626,228,539,137,negative
12,8,0.667,0.438,0.51,42,49,1,negative
12,8,0.667,0.51,0.927,49,89,7,negative
12,9,0.75,0.509,0.657,55,71,6,negative
11,9,0.818,0.545,0.818,54,81,6,negative
11,9,0.818,0.384,0.727,38,72,10,negative
11,8,0.727,0.716,1,63,88,8,negative
11,8,0.727,0.705,1,62,88,7,negative
1,29,29,1,1,29,29,1,positive
1,14,14,0.929,1,13,14,1,positive
1,45,45,0.933,1,42,45,2,positive
9,39,4.333,0.444,0.923,156,324,57,negative
9,21,2.333,0.497,0.958,94,181,26,negative
10,97,9.7,0.423,0.832,410,807,165,negative
9,36,4,0.577,0.948,187,307,62,negative
25,300,12,0.065,0.071,484,531,12,positive
10,49,4.9,0.529,0.939,259,460,86,negative
2,50,25,0.46,0.51,46,51,3,positive
9,79,8.778,0.323,0.873,230,621,105,negative
9,24,2.667,0.356,0.907,77,196,35,negative
9,37,4.111,0.444,0.898,148,299,71,negative
9,21,2.333,0.365,0.905,69,171,30,negative
9,81,9,0.357,0.863,260,629,117,negative
10,67,6.7,0.3,0.745,201,499,94,negative
8,32,4,0.402,0.898,103,230,57,negative
7,11,1.571,0.143,0.558,11,43,7,negative
9,99,11,0.288,0.801,257,714,132,negative
9,12,1.333,0.444,1,48,108,26,negative
9,64,7.111,0.307,0.842,177,485,89,negative
11,94,8.545,0.257,0.604,266,625,122,negative
12,2,0.167,0.625,0.667,15,16,1,positive
9,99,11,0.312,0.826,278,736,129,negative
12,83,6.917,0.253,0.756,252,753,144,negative
8,12,1.5,0.438,1,42,96,28,negative
8,54,6.75,0.35,0.887,151,383,87,negative
9,95,10.556,0.284,0.849,243,726,127,negative
9,12,1.333,0.38,1,41,108,28,negative
9,64,7.111,0.302,0.92,174,530,88,negative
11,101,9.182,0.267,0.849,297,943,173,negative
11,82,7.455,0.236,0.814,213,734,108,negative
12,73,6.083,0.259,0.743,227,651,108,negative
10,98,9.8,0.3,0.781,294,765,171,negative
9,81,9,0.322,0.819,235,597,106,negative
9,27,3,0.346,0.951,84,231,43,negative
9,47,5.222,0.404,0.943,171,399,86,negative
9,32,3.556,0.413,0.993,119,286,69,negative
9,75,8.333,0.369,0.936,249,632,119,negative
12,27,2.25,0.318,0.898,103,291,39,negative
12,43,3.583,0.31,0.793,160,409,69,negative
12,61,5.083,0.251,0.746,184,546,104,negative
10,19,1.9,0.363,0.837,69,159,28,negative
2,204,102,0.412,0.681,168,278,16,positive
10,29,2.9,0.221,0.572,64,166,18,negative
9,65,7.222,0.463,0.901,271,527,102,negative
9,36,4,0.565,0.944,183,306,58,negative
9,21,2.333,0.323,0.81,61,153,34,negative
8,7,0.875,0.321,0.429,18,24,3,negative
10,100,10,0.444,0.924,444,924,168,negative
9,32,3.556,0.299,0.691,86,199,41,negative
9,83,9.222,0.335,0.843,250,630,122,negative
10,101,10.1,0.442,0.855,446,864,153,negative
12,118,9.833,0.255,0.7,361,991,175,negative
10,126,12.6,0.456,0.875,575,1103,193,negative
9,86,9.556,0.337,0.757,261,586,119,negative
11,116,10.545,0.274,0.804,350,1026,194,negative
9,43,4.778,0.481,0.953,186,369,59,negative
8,46,5.75,0.315,0.938,116,345,65,negative
8,41,5.125,0.393,0.976,129,320,59,negative
10,44,4.4,0.441,0.92,194,405,66,negative
9,45,5,0.319,0.923,129,374,61,negative
9,42,4.667,0.347,0.915,131,346,56,negative
1,35,35,0.857,1,30,35,3,positive
19,455,23.947,0.081,0.095,703,821,21,negative
8,43,5.375,0.392,0.927,135,319,61,negative
14,301,21.5,0.257,0.564,1084,2378,458,negative
7,35,5,0.494,0.902,121,221,47,negative
9,123,13.667,0.359,0.898,397,994,143,negative
6,142,23.667,0.115,0.173,98,147,15,positive
261,30,0.115,0.063,0.09,492,701,205,positive
10,130,13,0.453,0.822,589,1069,212,negative
1,14,14,0.857,1,12,14,1,positive
8,3,0.375,0.458,0.667,11,16,5,negative
8,5,0.625,0.325,0.9,13,36,2,negative
8,14,1.75,0.321,0.938,36,105,21,negative
8,50,6.25,0.253,0.8,101,320,44,negative
8,3,0.375,0.5,0.667,12,16,4,negative
8,23,2.875,0.255,1,47,184,22,negative
8,15,1.875,0.258,0.683,31,82,8,negative
8,14,1.75,0.277,0.643,31,72,11,negative
6,2,0.333,0.667,1,8,12,1,negative
8,21,2.625,0.208,0.762,35,128,12,negative
7,6,0.857,0.333,0.762,14,32,3,negative
7,2,0.286,0.643,0.929,9,13,4,negative
8,3,0.375,0.458,0.708,11,17,4,negative
7,14,2,0.327,0.99,32,97,12,negative
8,59,7.375,0.206,0.691,97,326,31,negative
7,121,17.286,0.272,0.646,230,547,149,negative
11,9,0.818,0.465,0.687,46,68,8,negative
10,8,0.8,0.675,1,54,80,6,negative
10,7,0.7,0.429,0.429,30,30,1,negative
10,8,0.8,0.688,1,55,80,6,negative
10,8,0.8,0.6,1,48,80,8,negative
10,9,0.9,0.522,0.656,47,59,5,negative
10,8,0.8,0.575,0.888,46,71,5,negative
1,69,69,0.841,1,58,69,7,positive
10,38,3.8,0.397,0.887,151,337,56,negative
9,36,4,0.491,0.84,159,272,48,negative
10,97,9.7,0.425,0.825,412,800,152,negative
8,21,2.625,0.548,1,92,168,26,negative
9,49,5.444,0.587,0.961,259,424,83,negative
1,148,148,0.959,1,142,148,3,positive
9,20,2.222,0.3,0.972,54,175,31,negative
9,36,4,0.352,0.806,114,261,65,negative
9,21,2.333,0.365,0.82,69,155,24,negative
9,80,8.889,0.333,0.914,240,658,115,negative
9,11,1.222,0.343,1,34,99,24,negative
9,50,5.556,0.32,0.716,144,322,54,negative
9,33,3.667,0.354,0.781,105,232,57,negative
8,83,10.375,0.398,0.94,264,624,123,negative
8,11,1.375,0.443,1,39,88,24,negative
9,63,7,0.289,0.778,164,441,83,negative
11,74,6.727,0.267,0.628,217,511,98,negative
8,17,2.125,0.294,0.654,40,89,18,negative
8,84,10.5,0.36,0.954,242,641,125,negative
9,12,1.333,0.407,0.898,44,97,27,negative
8,82,10.25,0.358,0.84,235,551,105,negative
8,53,6.625,0.33,0.894,140,379,86,negative
10,84,8.4,0.279,0.896,234,753,142,negative
9,12,1.333,0.426,1,46,108,28,negative
9,63,7,0.284,0.908,161,515,82,negative
11,101,9.182,0.253,0.77,281,856,164,negative
8,83,10.375,0.357,0.979,237,650,120,negative
12,72,6,0.228,0.78,197,674,110,negative
9,97,10.778,0.317,0.863,277,753,157,negative
8,83,10.375,0.294,0.955,195,634,90,negative
9,26,2.889,0.299,0.953,70,223,42,negative
9,46,5.111,0.338,0.872,140,361,84,negative
9,83,9.222,0.293,0.751,219,561,96,negative
8,33,4.125,0.39,0.973,103,257,60,negative
11,26,2.364,0.283,0.888,81,254,37,negative
11,43,3.909,0.281,0.774,133,366,61,negative
11,62,5.636,0.218,0.705,149,481,92,negative
8,18,2.25,0.472,1,68,144,27,negative
8,76,9.5,0.388,0.903,236,549,112,negative
8,6,0.75,0.542,0.646,26,31,2,negative
1,84,84,0.917,1,77,84,4,positive
1,73,73,0.616,1,45,73,12,positive
10,64,6.4,0.439,0.889,281,569,109,negative
9,36,4,0.531,0.938,172,304,61,negative
8,8,1,0.234,0.672,15,43,10,negative
8,21,2.625,0.363,0.774,61,130,36,negative
9,99,11,0.484,0.951,431,847,171,negative
9,83,9.222,0.289,0.751,216,561,112,negative
9,32,3.556,0.302,0.674,87,194,40,negative
10,100,10,0.41,0.846,410,846,146,negative
10,118,11.8,0.277,0.745,327,879,162,negative
9,126,14,0.484,0.953,549,1081,194,negative
9,86,9.556,0.3,0.677,232,524,109,negative
10,116,11.6,0.273,0.797,317,925,186,negative
8,43,5.375,0.494,0.953,170,328,50,negative
9,47,5.222,0.307,0.872,130,369,64,negative
8,40,5,0.456,0.997,146,319,54,negative
9,43,4.778,0.455,0.899,176,348,59,negative
8,46,5.75,0.356,0.927,131,341,62,negative
8,42,5.25,0.423,0.979,142,329,60,negative
21,2,0.095,0.738,0.738,31,31,1,positive
8,41,5.125,0.351,0.963,115,316,60,negative
38,70,1.842,0.059,0.062,157,165,8,positive
15,342,22.8,0.24,0.548,1232,2810,495,negative
9,123,13.667,0.39,0.996,432,1103,153,negative
1,147,147,0.864,1,127,147,11,positive
10,131,13.1,0.487,0.856,638,1121,217,negative
1,17,17,0.941,1,16,17,1,positive
9,1,0.111,1,1,9,9,1,positive
11,89,8.091,0.17,0.706,166,691,61,negative
10,31,3.1,0.3,0.813,93,252,28,negative
12,230,19.167,0.164,0.57,453,1572,130,negative
7,43,6.143,0.243,0.807,73,243,21,negative
36,172,4.778,0.128,0.337,793,2086,164,positive
22,72,3.273,0.469,0.848,743,1343,86,negative
9,76,8.444,0.358,0.795,245,544,112,negative
7,190,27.143,0.293,0.847,390,1126,218,negative
8,71,8.875,0.312,0.866,177,492,95,negative
8,71,8.875,0.31,0.861,176,489,95,negative
13,116,8.923,0.279,0.658,421,992,183,negative
9,93,10.333,0.259,0.895,217,749,125,negative
9,109,12.111,0.243,0.848,238,832,151,negative
8,64,8,0.301,0.857,154,439,80,negative
9,133,14.778,0.236,0.718,283,859,150,negative
6,100,16.667,0.342,0.822,205,493,120,negative
7,49,7,0.297,0.641,102,220,49,negative
6,43,7.167,0.205,0.69,53,178,30,negative
6,29,4.833,0.339,0.874,59,152,39,negative
10,48,4.8,0.313,0.76,150,365,60,negative
10,35,3.5,0.38,0.829,133,290,66,negative
9,37,4.111,0.453,0.964,151,321,56,negative
13,85,6.538,0.327,0.633,361,700,131,negative
13,217,16.692,0.361,0.686,1019,1934,334,negative
13,487,37.462,0.247,0.63,1564,3988,745,negative
13,440,33.846,0.255,0.696,1459,3983,669,negative
12,168,14,0.255,0.719,515,1449,245,negative
26,1,0.038,1,1,26,26,1,positive
13,65,5,0.302,0.677,255,572,99,negative
13,1,0.077,1,1,13,13,1,positive
17,1,0.059,1,1,17,17,1,positive
10,121,12.1,0.37,0.873,448,1056,186,negative
12,118,9.833,0.309,0.726,438,1028,181,negative
11,1,0.091,1,1,11,11,1,positive
13,106,8.154,0.306,0.688,422,948,178,negative
7,9,1.286,0.143,0.238,9,15,1,positive
37,72,1.946,0.12,0.257,321,685,42,positive
13,1,0.077,1,1,13,13,1,positive
9,34,3.778,0.366,0.846,112,259,47,negative
14,1,0.071,1,1,14,14,1,positive
2,6,3,0.667,1,8,12,2,positive
23,1,0.043,1,1,23,23,1,positive
10,108,10.8,0.319,0.746,345,806,161,negative
8,185,23.125,0.235,0.659,348,975,191,negative
5,39,7.8,0.338,0.882,66,172,38,negative
13,1,0.077,1,1,13,13,1,positive
7,116,16.571,0.262,0.788,213,640,116,negative
6,89,14.833,0.303,0.79,162,422,89,negative
7,46,6.571,0.304,0.963,98,310,38,negative
7,29,4.143,0.266,0.813,54,165,20,negative
6,172,28.667,0.294,0.907,303,936,175,negative
5,17,3.4,0.471,0.929,40,79,17,negative
15,1,0.067,1,1,15,15,1,positive
3,54,18,0.364,0.519,59,84,7,positive
22,72,3.273,0.52,0.856,823,1356,82,negative
8,76,9.5,0.475,0.87,289,529,106,negative
6,181,30.167,0.298,0.684,324,743,192,negative
8,71,8.875,0.407,0.903,231,513,112,negative
8,72,9,0.399,0.811,230,467,102,negative
10,94,9.4,0.25,0.721,235,678,138,negative
11,71,6.455,0.37,0.726,289,567,120,negative
10,108,10.8,0.297,0.831,321,897,174,negative
8,64,8,0.336,0.846,172,433,81,negative
10,33,3.3,0.394,0.645,130,213,40,negative
8,132,16.5,0.31,0.861,327,909,178,negative
15,54,3.6,0.323,0.689,262,558,107,negative
14,44,3.143,0.398,0.766,245,472,98,negative
5,99,19.8,0.356,0.881,176,436,117,negative
15,61,4.067,0.247,0.515,226,471,121,negative
9,59,6.556,0.492,0.861,261,457,81,negative
28,137,4.893,0.265,0.564,1016,2163,201,negative
13,407,31.308,0.266,0.649,1406,3435,609,negative
13,408,31.385,0.281,0.677,1492,3591,579,negative
14,410,29.286,0.241,0.592,1382,3400,576,negative
10,86,8.6,0.423,0.914,364,786,149,negative
13,409,31.462,0.267,0.582,1421,3095,637,negative
12,307,25.583,0.29,0.771,1068,2842,444,negative
25,410,16.4,0.272,0.67,2792,6872,1218,negative
10,34,3.4,0.426,0.656,145,223,48,negative
38,410,10.789,0.254,0.604,3957,9403,1651,negative
13,151,11.615,0.302,0.726,593,1425,229,negative
12,66,5.5,0.402,0.78,318,618,105,negative
9,117,13,0.419,0.947,441,997,178,negative
13,115,8.846,0.314,0.695,469,1039,179,negative
12,103,8.583,0.353,0.724,436,895,171,negative
49,79,1.612,0.084,0.179,324,694,44,positive
9,33,3.667,0.377,0.842,112,250,50,negative
11,63,5.727,0.332,0.724,230,502,83,negative
8,14,1.75,0.518,0.964,58,108,18,negative
11,79,7.182,0.342,0.841,297,731,135,negative
10,75,7.5,0.428,0.909,321,682,141,negative
9,107,11.889,0.383,0.858,369,826,166,negative
6,114,19,0.278,0.741,190,507,108,negative
5,39,7.8,0.344,0.728,67,142,32,negative
7,114,16.286,0.253,0.741,202,591,114,negative
6,90,15,0.298,0.77,161,416,104,negative
6,28,4.667,0.405,0.804,68,135,37,negative
7,1,0.143,1,1,7,7,1,positive
8,46,5.75,0.266,0.886,98,326,53,negative
8,17,2.125,0.456,0.824,62,112,26,negative
7,28,4,0.337,0.99,66,194,31,negative
7,175,25,0.337,0.991,413,1214,221,negative
18,168,9.333,0.187,0.73,564,2207,241,negative
12,58,4.833,0.343,0.803,239,559,62,negative
22,71,3.227,0.487,0.834,760,1302,75,negative
15,136,9.067,0.24,0.748,489,1526,174,negative
9,76,8.444,0.352,0.813,241,556,106,negative
7,181,25.857,0.316,0.758,400,961,242,negative
8,70,8.75,0.371,0.911,208,510,122,negative
14,217,15.5,0.268,0.632,813,1919,383,negative
7,71,10.143,0.394,0.958,196,476,105,negative
23,87,3.783,0.286,0.671,572,1342,242,negative
9,93,10.333,0.278,0.847,233,709,140,negative
10,107,10.7,0.273,0.738,292,790,161,negative
8,62,7.75,0.357,0.968,177,480,99,negative
9,84,9.333,0.407,0.878,308,664,112,negative
8,133,16.625,0.272,0.825,289,878,162,negative
6,100,16.667,0.345,0.795,207,477,123,negative
6,51,8.5,0.294,0.775,90,237,61,negative
6,43,7.167,0.337,0.969,87,250,52,negative
6,29,4.833,0.333,0.799,58,139,38,negative
10,35,3.5,0.337,0.714,118,250,63,negative
8,40,5,0.481,0.988,154,316,59,negative
8,44,5.5,0.415,0.949,146,334,71,negative
12,80,6.667,0.324,0.673,311,646,127,negative
12,89,7.417,0.429,0.879,458,939,131,negative
14,418,29.857,0.261,0.619,1525,3625,707,negative
12,129,10.75,0.303,0.711,469,1100,187,negative
13,77,5.923,0.298,0.7,298,701,124,negative
9,119,13.222,0.422,0.965,452,1033,193,negative
13,116,8.923,0.292,0.703,441,1060,177,negative
12,104,8.667,0.335,0.758,418,946,170,negative
39,70,1.795,0.09,0.255,245,697,35,positive
11,33,3,0.295,0.694,107,252,54,negative
10,128,12.8,0.355,0.751,455,961,202,negative
7,14,2,0.49,0.939,48,92,19,negative
12,84,7,0.331,0.792,334,798,142,negative
9,107,11.889,0.375,0.861,361,829,186,negative
5,115,23,0.417,0.92,240,529,118,negative
5,39,7.8,0.41,0.867,80,169,48,negative
4,114,28.5,0.393,0.978,179,446,98,negative
3,90,30,0.511,0.907,138,245,59,negative
9,172,19.111,0.353,0.799,546,1237,225,negative
8,17,2.125,0.529,0.853,72,116,25,negative
9,45,5,0.279,0.785,113,318,52,negative
7,27,3.857,0.344,1,65,189,33,negative
22,71,3.227,0.519,0.843,810,1317,72,negative
8,190,23.75,0.326,0.63,495,957,223,negative
10,76,7.6,0.474,0.799,360,607,119,negative
8,70,8.75,0.463,0.986,259,552,112,negative
9,71,7.889,0.39,0.768,249,491,102,negative
10,77,7.7,0.469,0.905,361,697,137,negative
8,93,11.625,0.324,0.835,241,621,121,negative
9,107,11.889,0.357,0.875,344,843,161,negative
11,29,2.636,0.408,0.765,130,244,42,negative
9,62,6.889,0.348,0.869,194,485,87,negative
8,130,16.25,0.36,0.876,374,911,169,negative
6,100,16.667,0.385,0.828,231,497,134,negative
6,50,8.333,0.397,0.713,119,214,50,negative
6,44,7.333,0.447,0.811,118,214,56,negative
5,29,5.8,0.538,0.89,78,129,33,negative
11,35,3.182,0.351,0.652,135,251,60,negative
