Diameter,Whole_weight,Shell_weight,Class
0.42,0.7745,0.2365,negative
0.42,0.8875,0.223,negative
0.455,0.8725,0.285,negative
0.44,0.8515,0.1965,negative
0.475,0.895,0.271,negative
0.45,0.886,0.2575,negative
0.46,0.9265,0.27,negative
0.46,0.8295,0.238,negative
0.47,1.041,0.279,negative
0.47,0.907,0.2445,negative
0.465,0.9355,0.259,negative
0.46,1.058,0.294,negative
0.465,0.7955,0.2425,negative
0.47,1.0805,0.3205,negative
0.47,0.928,0.275,negative
0.475,1.059,0.39,negative
0.475,1.157,0.36,negative
0.475,1.088,0.31,negative
0.485,0.776,0.239,negative
0.48,1.043,0.31,negative
0.48,1.1415,0.29,negative
0.475,1.3335,0.319,negative
0.5,1.273,0.374,negative
0.49,1.1835,0.39,negative
0.485,1.2135,0.302,negative
0.465,1.0315,0.325,negative
0.495,1.3695,0.365,negative
0.515,1.3745,0.369,negative
0.515,1.463,0.4115,negative
0.52,1.6275,0.432,negative
0.475,1.3875,0.3095,negative
0.525,1.46,0.405,negative
0.53,1.2835,0.4,negative
0.5,1.3765,0.335,negative
0.515,1.6465,0.401,negative
0.515,1.265,0.325,negative
0.53,1.56,0.465,negative
0.52,1.6,0.445,negative
0.555,2.333,0.6195,negative
0.125,0.028,0.009,negative
0.285,0.226,0.0675,negative
0.325,0.325,0.1025,negative
0.37,0.514,0.126,negative
0.3,0.2855,0.077,negative
0.375,0.5755,0.1395,negative
0.43,0.8035,0.228,negative
0.375,0.5805,0.148,negative
0.39,0.678,0.119,negative
0.405,0.913,0.2065,negative
0.45,0.8675,0.215,negative
0.465,1.0425,0.27,negative
0.46,1.14,0.365,negative
0.49,1.3475,0.3045,negative
0.475,1.4335,0.3285,negative
0.475,1.0735,0.31,negative
0.495,1.304,0.371,negative
0.46,0.9505,0.228,negative
0.515,1.385,0.38,negative
0.5,1.12,0.32,negative
0.5,1.2645,0.315,negative
0.455,1.275,0.333,negative
0.505,1.27,0.335,negative
0.53,1.583,0.405,negative
0.5,1.4355,0.37,negative
0.525,1.42,0.3905,negative
0.53,1.5955,0.48,negative
0.525,1.89,0.4305,negative
0.565,2.037,0.5675,negative
0.205,0.084,0.029,negative
0.225,0.1005,0.035,negative
0.22,0.1285,0.0365,negative
0.225,0.1345,0.044,negative
0.22,0.1195,0.035,negative
0.265,0.1895,0.055,negative
0.275,0.257,0.0825,negative
0.29,0.2745,0.078,negative
0.325,0.342,0.105,negative
0.34,0.344,0.125,negative
0.32,0.3275,0.1,negative
0.345,0.4035,0.13,negative
0.37,0.4075,0.1455,negative
0.355,0.4975,0.14,negative
0.345,0.3685,0.125,negative
0.365,0.4175,0.127,negative
0.335,0.4425,0.135,negative
0.35,0.4225,0.1355,negative
0.365,0.426,0.151,negative
0.405,0.573,0.195,negative
0.39,0.511,0.1745,negative
0.415,0.6385,0.171,negative
0.405,0.657,0.168,negative
0.425,0.781,0.215,negative
0.425,0.8735,0.2225,negative
0.42,0.6765,0.208,negative
0.41,0.769,0.215,negative
0.405,0.7315,0.19,negative
0.395,0.6235,0.195,negative
0.45,0.8075,0.2595,negative
0.41,0.737,0.212,negative
0.41,0.654,0.205,negative
0.415,0.7915,0.236,negative
0.45,0.753,0.24,negative
0.4,0.717,0.221,negative
0.43,0.783,0.247,negative
0.45,0.872,0.217,negative
0.44,0.983,0.239,negative
0.42,1.034,0.32,negative
0.465,0.9855,0.2845,negative
0.46,0.7635,0.265,negative
0.465,0.9895,0.28,negative
0.47,0.9365,0.287,negative
0.44,0.964,0.2575,negative
0.46,1.0455,0.3085,negative
0.45,1.081,0.279,negative
0.47,1.012,0.305,negative
0.5,1.122,0.309,negative
0.49,1.1245,0.3555,negative
0.45,1.0805,0.2935,negative
0.49,1.1345,0.35,negative
0.495,1.0835,0.317,negative
0.47,1.242,0.317,negative
0.5,1.3915,0.332,negative
0.525,1.085,0.35,negative
0.47,0.966,0.284,negative
0.48,1.0855,0.305,negative
0.485,1.3025,0.3605,negative
0.485,1.15,0.3315,negative
0.49,1.217,0.31,negative
0.505,1.306,0.375,negative
0.5,1.273,0.405,negative
0.51,1.4865,0.425,negative
0.52,1.3655,0.36,negative
0.495,1.276,0.399,negative
0.495,1.2075,0.32,negative
0.52,1.281,0.3825,negative
0.525,1.4275,0.4355,negative
0.51,1.155,0.385,negative
0.51,1.35,0.3885,negative
0.525,1.3685,0.4,negative
0.53,1.431,0.398,negative
0.51,1.261,0.339,negative
0.54,1.764,0.47,negative
0.51,1.278,0.358,negative
0.54,1.217,0.3315,negative
0.54,1.46,0.4165,negative
0.535,1.5575,0.4,negative
0.51,1.527,0.341,negative
0.53,1.4985,0.425,negative
0.55,1.885,0.4895,negative
0.535,1.432,0.46,negative
0.55,1.4385,0.462,negative
0.53,1.564,0.44,negative
0.555,2.14,0.434,negative
0.56,1.792,0.435,negative
0.6,2.548,0.6745,negative
0.13,0.1585,0.0465,negative
0.25,0.4015,0.1255,negative
0.25,0.465,0.128,negative
0.28,0.2885,0.067,negative
0.32,0.6475,0.164,negative
0.36,0.452,0.1035,negative
0.31,0.6485,0.184,negative
0.355,0.4915,0.1325,negative
0.365,0.9145,0.273,negative
0.375,0.976,0.2475,negative
0.395,0.7865,0.2455,negative
0.4,0.775,0.185,negative
0.375,0.8415,0.255,negative
0.38,0.681,0.17,negative
0.37,0.6145,0.146,negative
0.415,1.1655,0.311,negative
0.42,1.764,0.4095,negative
0.455,1.1215,0.271,negative
0.475,1.0375,0.283,negative
0.505,1.167,0.345,negative
0.48,1.223,0.3375,negative
0.47,1.124,0.287,negative
0.525,1.238,0.3005,negative
0.505,1.2635,0.355,negative
0.5,1.4045,0.3235,negative
0.525,1.8185,0.4525,negative
0.525,1.37,0.407,negative
0.555,1.7525,0.516,negative
0.205,0.101,0.034,negative
0.265,0.1865,0.0615,negative
0.205,0.106,0.034,negative
0.315,0.3225,0.091,negative
0.29,0.2575,0.086,negative
0.33,0.32,0.123,negative
0.375,0.4155,0.145,negative
0.335,0.3935,0.11,negative
0.355,0.4775,0.1435,negative
0.36,0.452,0.13,negative
0.37,0.5065,0.1465,negative
0.395,0.5525,0.165,negative
0.41,0.699,0.1945,negative
0.39,0.565,0.179,negative
0.4,0.6055,0.21,negative
0.425,0.7905,0.2595,negative
0.425,0.702,0.22,negative
0.42,0.675,0.1825,negative
0.395,0.475,0.148,negative
0.41,0.612,0.1895,negative
0.4,0.705,0.22,negative
0.45,0.728,0.265,negative
0.46,0.86,0.275,negative
0.44,0.846,0.2735,negative
0.465,0.8875,0.2695,negative
0.43,0.898,0.245,negative
0.43,0.6545,0.21,negative
0.45,0.795,0.26,negative
0.465,1.0535,0.235,negative
0.46,0.927,0.2985,negative
0.42,0.701,0.2255,negative
0.45,0.8275,0.2445,negative
0.42,0.9845,0.2875,negative
0.47,0.9565,0.265,negative
0.45,0.86,0.245,negative
0.48,1.1785,0.314,negative
0.48,1.2205,0.33,negative
0.455,0.9685,0.2655,negative
0.5,1.107,0.343,negative
0.48,1.1305,0.306,negative
0.48,1.2555,0.3175,negative
0.495,1.177,0.345,negative
0.5,1.2425,0.335,negative
0.49,1.09,0.354,negative
0.475,1.072,0.315,negative
0.51,1.129,0.342,negative
0.505,1.2075,0.39,negative
0.495,1.227,0.37,negative
0.52,1.472,0.45,negative
0.525,1.5785,0.456,negative
0.52,1.4755,0.374,negative
0.54,1.593,0.45,negative
0.54,1.5545,0.512,negative
0.58,1.8995,0.5295,negative
0.535,1.361,0.465,negative
0.56,1.4575,0.44,negative
0.58,2.381,0.488,negative
0.155,0.0495,0.014,negative
0.23,0.1455,0.05,negative
0.23,0.129,0.0355,negative
0.27,0.2255,0.064,negative
0.305,0.359,0.0975,negative
0.31,0.3505,0.1,negative
0.365,0.5885,0.1325,negative
0.385,0.623,0.175,negative
0.375,0.5375,0.17,negative
0.4,0.5655,0.175,negative
0.445,0.8625,0.24,negative
0.49,1.137,0.344,negative
0.26,0.221,0.07,negative
0.275,0.2425,0.21,negative
0.34,0.386,0.0965,negative
0.355,0.5315,0.1395,negative
0.385,0.562,0.153,negative
0.445,0.836,0.2245,negative
0.45,0.9275,0.2515,negative
0.46,1.03,0.3305,negative
0.44,0.8815,0.2735,negative
0.48,1.1685,0.356,negative
0.455,1.059,0.274,negative
0.47,1.1665,0.3945,negative
0.46,1.127,0.296,negative
0.52,1.541,0.4575,negative
0.54,1.7825,0.4285,negative
0.52,1.543,0.374,negative
0.555,1.47,0.431,negative
0.385,0.6335,0.235,negative
0.42,0.754,0.275,negative
0.365,0.4485,0.17,negative
0.41,0.8105,0.24,negative
0.26,0.22,0.085,negative
0.35,0.4425,0.175,negative
0.325,0.3555,0.105,negative
0.105,0.034,0.005,negative
0.25,0.185,0.055,negative
0.425,0.79,0.19,negative
0.41,0.8255,0.245,negative
0.42,0.62,0.205,negative
0.475,0.9525,0.32,negative
0.45,0.955,0.27,negative
0.45,0.91,0.355,negative
0.35,0.416,0.145,negative
0.275,0.2045,0.08,negative
0.535,1.604,0.453,negative
0.37,0.515,0.159,negative
0.3,0.3435,0.1025,negative
0.295,0.3005,0.1035,negative
0.44,0.8255,0.285,negative
0.41,0.785,0.275,negative
0.465,0.9685,0.255,negative
0.4,0.731,0.255,negative
0.335,0.4405,0.135,negative
0.255,0.1785,0.055,negative
0.515,1.373,0.49,negative
0.45,0.9765,0.37,negative
0.44,1.018,0.265,negative
0.465,1.082,0.19,negative
0.475,1.423,0.49,negative
0.37,0.655,0.185,negative
0.5,1.4155,0.445,negative
0.39,0.6355,0.195,negative
0.34,0.3975,0.135,negative
0.385,0.656,0.205,negative
0.44,0.744,0.25,negative
0.36,0.447,0.13,negative
0.4,0.578,0.17,negative
0.25,0.1405,0.05,negative
0.41,0.708,0.25,negative
0.225,0.1385,0.05,negative
0.45,0.8615,0.365,negative
0.5,1.626,0.41,negative
0.355,0.478,0.155,negative
0.49,1.1775,0.295,negative
0.3,0.286,0.09,negative
0.455,1.058,0.3,negative
0.545,1.5415,0.495,negative
0.425,0.817,0.195,negative
0.225,0.152,0.045,negative
0.235,0.1385,0.05,negative
0.395,0.782,0.285,positive
0.43,0.717,0.195,negative
0.33,0.335,0.11,negative
0.375,0.4915,0.17,negative
0.44,0.9705,0.255,negative
0.45,0.9315,0.235,negative
0.5,1.221,0.43,negative
0.355,0.4075,0.165,negative
0.46,0.97,0.355,negative
0.38,0.6295,0.215,negative
0.5,1.053,0.39,negative
0.575,1.829,0.56,negative
0.46,0.8765,0.275,negative
0.5,1.1765,0.345,negative
0.345,0.476,0.1085,negative
0.43,0.813,0.1775,negative
0.12,0.018,0.005,negative
0.4,0.7365,0.185,negative
0.48,1.064,0.36,negative
0.47,0.853,0.35,negative
0.27,0.219,0.07,negative
0.4,0.8085,0.295,negative
0.105,0.0145,0.005,negative
0.18,0.0635,0.02,negative
0.39,0.6275,0.185,negative
0.365,0.441,0.145,negative
0.375,0.458,0.12,negative
0.355,0.4745,0.168,negative
0.405,0.6765,0.205,negative
0.445,1.0285,0.275,negative
0.41,0.712,0.225,negative
0.4,0.757,0.215,negative
0.46,1.066,0.33,negative
0.49,1.3065,0.345,negative
0.43,0.8545,0.275,negative
0.27,0.216,0.075,negative
0.4,0.6955,0.253,negative
0.28,0.266,0.09,negative
0.39,0.7325,0.26,positive
0.28,0.2225,0.08,negative
0.35,0.487,0.155,negative
0.42,0.728,0.19,negative
0.38,0.6675,0.18,negative
0.55,2.0495,0.655,negative
0.515,1.498,0.425,negative
0.535,1.597,0.47,negative
0.23,0.125,0.043,negative
0.4,0.7105,0.225,negative
0.44,0.8605,0.3,negative
0.37,0.541,0.185,negative
0.41,0.77,0.26,negative
0.4,0.541,0.21,negative
0.425,0.739,0.295,negative
0.42,0.8695,0.25,negative
0.39,0.6555,0.19,negative
0.275,0.205,0.07,negative
0.18,0.058,0.018,negative
0.175,0.0645,0.0215,negative
0.44,1.0905,0.355,negative
0.4,0.6295,0.18,negative
0.45,1.0985,0.4,negative
0.44,0.991,0.375,negative
0.175,0.0615,0.019,negative
0.365,0.6175,0.19,negative
0.41,0.8005,0.25,negative
0.39,0.6355,0.225,negative
0.425,0.717,0.255,negative
0.235,0.18,0.047,negative
0.4,0.772,0.23,negative
0.415,0.7155,0.27,negative
0.355,0.5805,0.184,negative
0.385,0.556,0.133,negative
0.395,0.686,0.22,negative
0.5,1.438,0.3345,negative
0.55,1.807,0.515,negative
0.385,0.591,0.1775,negative
0.44,1.016,0.263,negative
0.55,1.777,0.4305,negative
0.575,2.1505,0.585,negative
0.22,0.1365,0.035,negative
0.22,0.1295,0.035,negative
0.23,0.164,0.045,negative
0.29,0.2875,0.08,negative
0.3,0.277,0.082,negative
0.285,0.248,0.07,negative
0.295,0.252,0.066,negative
0.315,0.4015,0.097,negative
0.33,0.3905,0.1025,negative
0.32,0.409,0.105,negative
0.33,0.4095,0.119,negative
0.35,0.494,0.1405,negative
0.35,0.4905,0.135,negative
0.39,0.599,0.169,negative
0.19,0.099,0.03,negative
0.375,0.6245,0.155,negative
0.455,0.9795,0.275,negative
0.435,0.8915,0.2515,negative
0.45,0.874,0.225,negative
0.205,0.118,0.0305,negative
0.41,0.7745,0.18,negative
0.48,1.21,0.322,negative
0.55,2.173,0.496,negative
0.525,1.37,0.34,negative
0.545,1.759,0.547,negative
0.515,1.3855,0.3445,negative
0.51,1.5945,0.4505,negative
0.465,1.262,0.33,negative
0.52,1.8065,0.5055,negative
0.51,1.4545,0.3725,negative
0.175,0.0785,0.02,negative
0.23,0.134,0.3505,negative
0.27,0.2075,0.062,negative
0.28,0.2235,0.055,negative
0.31,0.34,0.083,negative
0.35,0.5365,0.1325,negative
0.35,0.635,0.135,negative
0.375,0.562,0.1525,negative
0.39,0.597,0.1555,negative
0.135,0.032,0.01,negative
0.395,0.5815,0.17,negative
0.43,0.7545,0.2015,negative
0.465,0.98,0.247,negative
0.46,1.0035,0.2515,negative
0.455,1.133,0.305,negative
0.6,2.003,0.5755,negative
0.6,2.2385,0.621,negative
0.53,1.12,0.286,negative
0.465,1.011,0.255,negative
0.505,1.131,0.323,negative
0.48,1.065,0.285,negative
0.48,1.181,0.225,negative
0.525,1.382,0.37,negative
0.505,1.4385,0.178,negative
0.485,1.2275,0.3,negative
0.515,1.4415,0.335,negative
0.55,1.473,0.4295,negative
0.58,1.658,0.4715,negative
0.49,1.146,0.265,negative
0.475,1.142,0.245,negative
0.545,1.7475,0.4705,negative
0.2,0.096,0.03,negative
0.245,0.1445,0.0505,negative
0.26,0.1965,0.055,negative
0.27,0.2155,0.0655,negative
0.28,0.196,0.0605,negative
0.31,0.2805,0.0925,negative
0.335,0.334,0.0965,negative
0.325,0.366,0.109,negative
0.325,0.4965,0.1075,negative
0.365,0.651,0.18,negative
0.385,0.5125,0.172,negative
0.405,0.6925,0.1805,negative
0.41,0.5995,0.182,negative
0.42,0.74,0.1985,negative
0.415,0.702,0.19,negative
0.445,0.672,0.21,negative
0.44,0.811,0.235,negative
0.45,0.9585,0.275,negative
0.45,0.858,0.215,negative
0.46,0.9575,0.236,negative
0.46,0.926,0.275,negative
0.425,0.873,0.239,negative
0.45,0.998,0.301,negative
0.46,0.6655,0.269,negative
0.485,1.003,0.28,negative
0.495,1.025,0.34,negative
0.495,1.234,0.35,negative
0.495,1.2935,0.355,negative
0.5,1.0565,0.305,negative
0.47,1.7855,0.3245,negative
0.485,1.2255,0.36,negative
0.5,1.2565,0.35,negative
0.5,1.159,0.31,negative
0.51,1.403,0.4545,negative
0.535,1.826,0.499,negative
0.56,1.7715,0.437,negative
0.39,0.6125,0.1415,negative
0.405,0.658,0.174,negative
0.465,0.911,0.278,negative
0.515,1.336,0.35,negative
0.49,1.1955,0.3,negative
0.49,1.36,0.305,negative
0.275,0.2325,0.072,negative
0.3,0.318,0.0935,negative
0.31,0.317,0.0935,negative
0.305,0.2645,0.085,negative
0.335,0.4055,0.1185,negative
0.335,0.524,0.145,negative
0.375,0.464,0.149,negative
0.36,0.439,0.1305,negative
0.395,0.5805,0.19,negative
0.4,0.622,0.169,negative
0.45,0.7805,0.216,negative
0.435,0.741,0.206,negative
0.43,0.772,0.2615,negative
0.43,0.7005,0.2095,negative
0.43,0.8265,0.225,negative
0.385,0.7275,0.19,negative
0.45,0.9355,0.2725,negative
0.465,1.1815,0.3095,negative
0.445,1.0145,0.3,negative
0.51,1.218,0.3,negative
0.48,1.1,0.31,negative
0.475,0.984,0.2755,negative
0.45,0.874,0.24,negative
0.47,1.0105,0.298,negative
0.365,1.0765,0.27,negative
0.5,1.3705,0.3705,negative
0.475,1.337,0.37,negative
0.49,1.7015,0.3855,negative
0.485,1.2435,0.37,negative
0.53,1.4135,0.3555,negative
0.485,1.073,0.35,negative
0.5,1.477,0.39,negative
0.5,1.2915,0.37,negative
0.495,1.3105,0.355,negative
0.525,1.4915,0.381,negative
0.52,1.494,0.37,negative
0.51,1.1965,0.386,negative
0.545,1.672,0.48,negative
0.545,1.9125,0.506,negative
0.545,1.907,0.475,negative
0.565,1.79,0.5385,negative
0.59,1.7495,0.48,negative
0.35,0.519,0.126,negative
0.305,0.3415,0.086,negative
0.41,1.2825,0.3795,negative
0.365,0.5305,0.139,negative
0.4,0.7165,0.1785,negative
0.42,1.6645,0.4525,negative
0.45,0.9645,0.209,negative
0.42,0.837,0.2,negative
0.465,1.1,0.2585,negative
0.48,1.2415,0.2785,negative
0.505,1.3185,0.3315,negative
0.525,1.3455,0.3865,negative
0.215,0.1185,0.042,negative
0.35,0.4725,0.15,negative
0.265,0.197,0.077,negative
0.365,0.4495,0.15,negative
0.375,0.557,0.1765,negative
0.385,0.516,0.165,negative
0.415,0.709,0.185,negative
0.42,0.7385,0.252,negative
0.445,0.7935,0.26,negative
0.435,0.9205,0.255,negative
0.425,0.7655,0.24,negative
0.45,0.824,0.263,negative
0.425,0.83,0.2575,negative
0.47,0.985,0.315,negative
0.45,0.997,0.251,negative
0.455,0.914,0.271,negative
0.5,1.13,0.335,negative
0.495,1.0805,0.32,negative
0.505,1.105,0.325,negative
0.49,1.229,0.335,negative
0.535,1.2395,0.424,negative
0.495,1.2355,0.347,negative
0.505,1.357,0.43,negative
0.525,1.402,0.365,negative
0.5,1.359,0.405,negative
0.535,1.669,0.508,negative
0.525,1.7405,0.657,negative
0.53,1.51,0.385,negative
0.55,1.6645,0.445,negative
0.605,2.0505,0.355,negative
0.215,0.124,0.03,negative
0.23,0.14,0.046,negative
0.25,0.1695,0.041,negative
0.28,0.218,0.0615,negative
0.315,0.384,0.11,negative
0.33,0.393,0.0885,negative
0.35,0.3805,0.115,negative
0.355,0.4495,0.14,negative
0.36,0.5135,0.155,negative
0.475,1.053,0.3,negative
0.37,0.4895,0.146,negative
0.44,0.8025,0.259,negative
0.455,0.9945,0.2845,negative
0.255,0.3175,0.092,negative
0.31,0.344,0.079,negative
0.29,0.2845,0.081,negative
0.3,0.3035,0.088,negative
0.365,0.499,0.156,negative
0.38,0.577,0.1535,negative
0.4,0.615,0.1765,negative
0.385,0.791,0.1815,negative
0.43,0.8395,0.2405,negative
0.43,0.8675,0.229,negative
0.44,0.966,0.2605,negative
0.45,0.887,0.249,negative
0.475,1.176,0.308,negative
0.485,1.0945,0.296,negative
