age,job,marital,education,contact,day,month,duration,Class
42,technician,married,secondary,unknown,6,may,259,negative
52,blue-collar,married,secondary,unknown,6,may,26,negative
36,admin.,divorced,secondary,unknown,6,may,153,negative
35,entrepreneur,married,secondary,unknown,6,may,424,negative
47,technician,married,secondary,unknown,6,may,179,negative
59,services,divorced,secondary,unknown,6,may,97,negative
57,blue-collar,married,primary,unknown,6,may,383,negative
38,management,married,unknown,unknown,6,may,440,negative
46,unemployed,married,secondary,unknown,6,may,23,negative
34,blue-collar,married,secondary,unknown,6,may,195,negative
38,technician,married,unknown,unknown,6,may,87,negative
56,blue-collar,married,secondary,unknown,6,may,427,negative
41,blue-collar,single,primary,unknown,6,may,189,negative
52,technician,married,unknown,unknown,6,may,195,negative
54,services,married,secondary,unknown,6,may,179,negative
61,retired,married,secondary,unknown,6,may,179,negative
53,entrepreneur,married,secondary,unknown,6,may,69,negative
47,technician,married,secondary,unknown,6,may,105,negative
53,blue-collar,married,primary,unknown,6,may,266,negative
46,services,married,secondary,unknown,6,may,524,negative
39,blue-collar,divorced,primary,unknown,6,may,96,negative
56,technician,divorced,secondary,unknown,6,may,155,negative
55,services,divorced,primary,unknown,6,may,162,negative
44,management,married,tertiary,unknown,6,may,352,negative
37,technician,married,primary,unknown,6,may,76,negative
35,blue-collar,married,primary,unknown,6,may,154,negative
55,blue-collar,married,secondary,unknown,6,may,310,negative
37,services,married,secondary,unknown,6,may,390,negative
30,technician,single,secondary,unknown,6,may,369,negative
37,blue-collar,married,primary,unknown,6,may,112,negative
36,technician,single,secondary,unknown,6,may,341,negative
38,technician,married,secondary,unknown,6,may,79,negative
41,admin.,divorced,primary,unknown,6,may,140,negative
48,retired,married,secondary,unknown,6,may,315,negative
55,services,divorced,secondary,unknown,6,may,262,negative
28,services,divorced,secondary,unknown,6,may,174,negative
54,services,married,secondary,unknown,6,may,138,negative
30,blue-collar,married,secondary,unknown,6,may,526,negative
48,technician,married,tertiary,unknown,6,may,135,negative
31,self-employed,married,secondary,unknown,6,may,36,negative
38,blue-collar,married,secondary,unknown,6,may,1906,negative
37,blue-collar,married,secondary,unknown,6,may,219,negative
37,services,single,unknown,unknown,6,may,147,negative
56,blue-collar,married,primary,unknown,6,may,407,negative
51,blue-collar,married,secondary,unknown,6,may,121,negative
39,blue-collar,married,secondary,unknown,6,may,209,negative
49,technician,married,unknown,unknown,6,may,92,negative
51,blue-collar,married,primary,unknown,6,may,208,negative
43,self-employed,married,secondary,unknown,6,may,193,negative
32,services,married,secondary,unknown,6,may,144,negative
29,technician,single,tertiary,unknown,6,may,65,negative
48,management,divorced,tertiary,unknown,6,may,339,negative
55,services,married,primary,unknown,6,may,285,negative
53,blue-collar,married,secondary,unknown,6,may,231,negative
47,technician,married,unknown,unknown,6,may,168,negative
39,management,married,tertiary,unknown,6,may,278,negative
31,blue-collar,single,tertiary,unknown,6,may,389,negative
39,blue-collar,married,primary,unknown,6,may,158,negative
40,blue-collar,married,primary,unknown,6,may,145,negative
40,technician,single,unknown,unknown,6,may,78,negative
48,technician,married,secondary,unknown,6,may,142,negative
33,technician,divorced,secondary,unknown,6,may,87,negative
40,technician,married,secondary,unknown,6,may,147,negative
59,retired,married,primary,unknown,6,may,289,negative
30,technician,married,secondary,unknown,6,may,703,positive
31,management,single,tertiary,unknown,6,may,170,negative
35,unemployed,married,secondary,unknown,6,may,802,negative
54,technician,divorced,secondary,unknown,6,may,381,negative
34,admin.,single,unknown,unknown,6,may,218,negative
32,technician,married,secondary,unknown,6,may,57,negative
56,admin.,divorced,unknown,unknown,6,may,304,negative
32,admin.,single,tertiary,unknown,6,may,241,negative
42,blue-collar,married,primary,unknown,6,may,230,negative
33,services,married,tertiary,unknown,6,may,262,negative
52,entrepreneur,married,tertiary,unknown,6,may,392,negative
52,services,married,secondary,unknown,6,may,201,negative
52,blue-collar,divorced,primary,unknown,6,may,145,negative
30,unemployed,divorced,secondary,unknown,6,may,252,negative
44,services,divorced,secondary,unknown,6,may,235,negative
35,admin.,married,secondary,unknown,6,may,235,negative
55,management,single,secondary,unknown,6,may,328,negative
33,blue-collar,married,primary,unknown,6,may,116,negative
37,blue-collar,single,secondary,unknown,6,may,246,negative
42,technician,single,secondary,unknown,6,may,293,negative
43,unemployed,married,secondary,unknown,6,may,37,negative
38,entrepreneur,married,tertiary,unknown,6,may,132,negative
37,technician,married,secondary,unknown,6,may,530,negative
31,student,single,secondary,unknown,6,may,175,negative
41,management,married,tertiary,unknown,6,may,524,negative
41,technician,married,secondary,unknown,6,may,29,negative
29,student,single,secondary,unknown,6,may,311,negative
38,admin.,single,secondary,unknown,6,may,211,negative
44,self-employed,divorced,tertiary,unknown,6,may,312,negative
39,admin.,married,secondary,unknown,6,may,412,negative
28,technician,single,secondary,unknown,6,may,392,negative
33,blue-collar,married,secondary,unknown,6,may,191,negative
41,services,married,unknown,unknown,6,may,284,negative
40,blue-collar,married,primary,unknown,6,may,144,negative
29,admin.,married,secondary,unknown,6,may,328,negative
38,management,married,unknown,unknown,6,may,100,negative
32,admin.,married,tertiary,unknown,6,may,226,negative
45,services,married,secondary,unknown,6,may,507,negative
33,admin.,single,secondary,unknown,6,may,392,negative
34,blue-collar,married,secondary,unknown,6,may,684,negative
41,entrepreneur,married,unknown,unknown,6,may,333,negative
41,blue-collar,married,secondary,unknown,6,may,311,negative
35,admin.,single,secondary,unknown,6,may,128,negative
40,technician,single,secondary,unknown,6,may,322,negative
60,self-employed,married,primary,unknown,6,may,202,negative
47,services,divorced,secondary,unknown,6,may,92,negative
46,blue-collar,married,primary,unknown,6,may,739,negative
31,blue-collar,single,secondary,unknown,6,may,273,negative
49,self-employed,married,secondary,unknown,6,may,260,negative
29,blue-collar,married,secondary,unknown,6,may,268,negative
31,management,single,tertiary,unknown,6,may,396,negative
38,management,married,tertiary,unknown,6,may,262,negative
37,blue-collar,married,primary,unknown,6,may,308,negative
35,technician,married,secondary,unknown,6,may,467,negative
31,management,single,secondary,unknown,6,may,320,negative
41,admin.,married,secondary,unknown,6,may,160,negative
46,services,married,unknown,unknown,6,may,245,negative
40,services,divorced,secondary,unknown,6,may,189,negative
29,admin.,married,secondary,unknown,6,may,477,negative
49,admin.,married,secondary,unknown,6,may,310,negative
42,management,married,tertiary,unknown,6,may,65,negative
54,services,married,secondary,unknown,6,may,196,negative
40,management,single,tertiary,unknown,6,may,221,negative
53,admin.,married,secondary,unknown,6,may,197,negative
49,management,married,tertiary,unknown,6,may,221,negative
40,blue-collar,married,primary,unknown,6,may,64,negative
29,student,single,secondary,unknown,6,may,75,negative
36,blue-collar,married,primary,unknown,6,may,400,negative
37,technician,married,secondary,unknown,6,may,378,negative
39,services,married,secondary,unknown,6,may,118,negative
36,technician,married,secondary,unknown,6,may,1597,positive
44,entrepreneur,married,tertiary,unknown,6,may,346,negative
40,admin.,married,secondary,unknown,6,may,60,negative
49,blue-collar,married,secondary,unknown,6,may,276,negative
30,technician,single,unknown,unknown,6,may,152,negative
57,management,married,tertiary,unknown,6,may,251,negative
24,services,single,secondary,unknown,6,may,390,negative
46,blue-collar,married,unknown,unknown,6,may,306,negative
33,admin.,married,secondary,unknown,6,may,189,negative
43,services,divorced,secondary,unknown,6,may,125,negative
43,admin.,single,secondary,unknown,6,may,234,negative
40,blue-collar,divorced,primary,unknown,6,may,79,negative
44,technician,single,unknown,unknown,6,may,13,negative
35,technician,single,tertiary,unknown,6,may,283,negative
47,technician,married,secondary,unknown,6,may,109,negative
33,blue-collar,married,secondary,unknown,6,may,132,negative
31,admin.,married,secondary,unknown,6,may,144,negative
40,blue-collar,divorced,secondary,unknown,6,may,121,negative
36,entrepreneur,married,tertiary,unknown,6,may,95,negative
56,retired,divorced,primary,unknown,6,may,31,negative
40,admin.,single,unknown,unknown,6,may,112,negative
41,admin.,divorced,secondary,unknown,6,may,87,negative
53,retired,married,secondary,unknown,6,may,593,negative
39,blue-collar,married,secondary,unknown,6,may,99,negative
44,blue-collar,divorced,secondary,unknown,6,may,198,negative
38,admin.,married,secondary,unknown,6,may,285,negative
54,technician,divorced,secondary,unknown,6,may,190,negative
58,management,married,tertiary,unknown,6,may,172,negative
52,blue-collar,married,primary,unknown,6,may,213,negative
28,admin.,single,secondary,unknown,6,may,178,negative
36,blue-collar,married,secondary,unknown,6,may,174,negative
60,retired,married,primary,unknown,6,may,631,negative
42,services,divorced,secondary,unknown,6,may,176,negative
42,admin.,married,secondary,unknown,6,may,32,negative
44,management,married,tertiary,unknown,6,may,1529,negative
51,blue-collar,divorced,primary,unknown,6,may,254,negative
49,blue-collar,married,primary,unknown,6,may,200,negative
47,entrepreneur,married,unknown,unknown,6,may,135,negative
37,blue-collar,married,secondary,unknown,6,may,112,negative
34,management,married,tertiary,unknown,6,may,314,negative
35,services,married,secondary,unknown,6,may,597,negative
35,blue-collar,single,secondary,unknown,6,may,207,negative
40,blue-collar,married,primary,unknown,6,may,410,negative
55,technician,married,secondary,unknown,6,may,160,negative
55,retired,married,secondary,unknown,6,may,42,negative
35,management,single,tertiary,unknown,6,may,55,negative
57,blue-collar,married,primary,unknown,6,may,155,negative
53,management,married,tertiary,unknown,6,may,336,negative
41,blue-collar,married,primary,unknown,6,may,233,negative
57,blue-collar,married,unknown,unknown,6,may,211,negative
45,blue-collar,married,unknown,unknown,6,may,88,negative
43,blue-collar,married,primary,unknown,6,may,208,negative
56,self-employed,married,unknown,unknown,6,may,305,negative
31,entrepreneur,married,tertiary,unknown,6,may,206,negative
37,blue-collar,single,secondary,unknown,6,may,128,negative
30,management,married,tertiary,unknown,6,may,122,negative
30,admin.,single,secondary,unknown,6,may,66,negative
54,blue-collar,married,secondary,unknown,6,may,66,negative
36,management,married,tertiary,unknown,6,may,164,negative
55,unemployed,married,tertiary,unknown,6,may,343,negative
37,admin.,single,secondary,unknown,6,may,126,negative
38,housemaid,married,secondary,unknown,6,may,59,negative
48,admin.,married,secondary,unknown,6,may,249,negative
55,housemaid,divorced,tertiary,unknown,6,may,406,negative
59,services,married,secondary,unknown,6,may,250,negative
37,technician,married,secondary,unknown,6,may,183,negative
33,blue-collar,divorced,secondary,unknown,6,may,190,negative
44,blue-collar,married,primary,unknown,6,may,220,negative
57,technician,married,secondary,unknown,6,may,153,negative
30,self-employed,single,tertiary,unknown,6,may,95,negative
42,technician,married,tertiary,unknown,6,may,191,negative
51,blue-collar,divorced,secondary,unknown,6,may,216,negative
44,admin.,divorced,secondary,unknown,7,may,89,negative
46,technician,married,secondary,unknown,7,may,51,negative
29,student,single,secondary,unknown,7,may,169,negative
39,blue-collar,married,primary,unknown,7,may,148,negative
42,services,married,secondary,unknown,7,may,132,negative
50,blue-collar,married,primary,unknown,7,may,117,negative
42,technician,single,secondary,unknown,7,may,275,negative
39,admin.,married,secondary,unknown,7,may,124,negative
55,technician,single,tertiary,unknown,7,may,118,negative
46,services,married,secondary,unknown,7,may,479,negative
42,blue-collar,married,secondary,unknown,7,may,285,negative
45,management,married,tertiary,unknown,7,may,35,negative
43,blue-collar,married,primary,unknown,7,may,322,negative
42,admin.,married,secondary,unknown,7,may,202,negative
30,admin.,married,secondary,unknown,7,may,172,negative
47,blue-collar,married,secondary,unknown,7,may,201,negative
51,services,divorced,secondary,unknown,7,may,216,negative
38,technician,single,secondary,unknown,7,may,195,negative
57,technician,married,unknown,unknown,7,may,96,negative
42,management,divorced,tertiary,unknown,7,may,720,negative
32,technician,divorced,secondary,unknown,7,may,188,negative
46,management,married,tertiary,unknown,7,may,70,negative
29,student,single,tertiary,unknown,7,may,141,negative
59,retired,married,secondary,unknown,7,may,106,negative
32,blue-collar,single,secondary,unknown,7,may,395,negative
