age,job,marital,education,housing,contact,day,month,duration,poutcome,Class
35,admin.,married,secondary,yes,unknown,6,may,149,unknown,negative
49,services,married,primary,yes,unknown,6,may,246,unknown,negative
34,technician,single,tertiary,yes,unknown,6,may,112,unknown,negative
36,blue-collar,married,secondary,yes,unknown,6,may,309,unknown,negative
24,self-employed,single,secondary,yes,unknown,6,may,278,unknown,negative
34,technician,married,secondary,yes,unknown,6,may,140,unknown,negative
51,admin.,divorced,secondary,yes,unknown,6,may,136,unknown,negative
50,self-employed,married,unknown,yes,unknown,6,may,101,unknown,negative
32,services,single,secondary,yes,unknown,6,may,144,unknown,negative
42,blue-collar,married,unknown,yes,unknown,6,may,238,unknown,negative
50,technician,married,secondary,yes,unknown,6,may,354,unknown,negative
40,services,married,secondary,no,unknown,6,may,79,unknown,negative
46,management,divorced,unknown,yes,unknown,6,may,187,unknown,negative
37,management,married,tertiary,yes,unknown,6,may,451,unknown,negative
34,blue-collar,married,secondary,yes,unknown,6,may,159,unknown,negative
44,blue-collar,married,secondary,yes,unknown,6,may,409,unknown,negative
40,admin.,single,secondary,yes,unknown,6,may,170,unknown,negative
37,technician,married,secondary,yes,unknown,6,may,608,unknown,positive
33,blue-collar,single,secondary,no,unknown,6,may,243,unknown,negative
35,blue-collar,married,secondary,yes,unknown,6,may,145,unknown,negative
58,blue-collar,divorced,secondary,no,unknown,6,may,112,unknown,negative
39,blue-collar,married,primary,yes,unknown,6,may,262,unknown,negative
43,blue-collar,married,secondary,yes,unknown,6,may,124,unknown,negative
39,unemployed,married,primary,yes,unknown,6,may,53,unknown,negative
36,services,single,primary,yes,unknown,6,may,134,unknown,negative
57,retired,single,secondary,no,unknown,6,may,204,unknown,negative
36,admin.,single,secondary,yes,unknown,6,may,186,unknown,negative
50,blue-collar,married,primary,yes,unknown,6,may,678,unknown,negative
55,blue-collar,married,secondary,yes,unknown,6,may,182,unknown,negative
44,self-employed,married,tertiary,yes,unknown,6,may,162,unknown,negative
44,services,divorced,secondary,yes,unknown,6,may,27,unknown,negative
39,housemaid,single,primary,yes,unknown,6,may,699,unknown,negative
46,blue-collar,married,unknown,yes,unknown,6,may,43,unknown,negative
39,blue-collar,married,secondary,yes,unknown,6,may,97,unknown,negative
40,blue-collar,married,primary,yes,unknown,6,may,283,unknown,negative
50,management,married,tertiary,yes,unknown,6,may,323,unknown,negative
31,management,single,secondary,yes,unknown,6,may,82,unknown,negative
37,admin.,single,secondary,yes,unknown,6,may,310,unknown,negative
39,management,single,secondary,yes,unknown,6,may,185,unknown,negative
51,blue-collar,married,primary,yes,unknown,6,may,47,unknown,negative
41,technician,married,secondary,yes,unknown,6,may,145,unknown,negative
41,technician,married,secondary,yes,unknown,6,may,204,unknown,negative
43,blue-collar,married,secondary,no,unknown,6,may,187,unknown,negative
30,services,single,secondary,yes,unknown,6,may,30,unknown,negative
54,management,divorced,primary,no,unknown,6,may,472,unknown,negative
43,blue-collar,divorced,secondary,yes,unknown,6,may,448,unknown,negative
59,management,divorced,tertiary,yes,unknown,6,may,264,unknown,negative
47,technician,married,unknown,yes,unknown,6,may,169,unknown,negative
40,blue-collar,married,primary,yes,unknown,6,may,288,unknown,negative
32,technician,married,secondary,yes,unknown,6,may,176,unknown,negative
29,blue-collar,married,secondary,yes,unknown,6,may,215,unknown,negative
36,blue-collar,married,secondary,yes,unknown,6,may,337,unknown,negative
55,unemployed,married,tertiary,no,unknown,6,may,278,unknown,negative
30,blue-collar,divorced,secondary,yes,unknown,6,may,188,unknown,negative
39,admin.,single,secondary,yes,unknown,6,may,174,unknown,negative
39,blue-collar,divorced,secondary,yes,unknown,6,may,226,unknown,negative
50,blue-collar,divorced,secondary,yes,unknown,6,may,190,unknown,negative
44,blue-collar,married,secondary,yes,unknown,6,may,111,unknown,negative
37,technician,single,secondary,yes,unknown,6,may,164,unknown,negative
46,admin.,married,primary,yes,unknown,6,may,157,unknown,negative
32,technician,single,unknown,no,unknown,6,may,46,unknown,negative
37,management,single,tertiary,yes,unknown,6,may,374,unknown,negative
29,blue-collar,married,secondary,yes,unknown,6,may,349,unknown,negative
41,blue-collar,married,secondary,yes,unknown,6,may,325,unknown,negative
45,blue-collar,married,primary,yes,unknown,6,may,233,unknown,negative
57,retired,divorced,secondary,yes,unknown,6,may,531,unknown,negative
48,blue-collar,single,secondary,yes,unknown,6,may,153,unknown,negative
60,retired,married,secondary,no,unknown,6,may,80,unknown,negative
26,admin.,single,secondary,yes,unknown,6,may,232,unknown,negative
58,retired,married,secondary,yes,unknown,6,may,118,unknown,negative
34,admin.,married,secondary,yes,unknown,6,may,190,unknown,negative
41,blue-collar,married,primary,yes,unknown,6,may,238,unknown,negative
50,management,divorced,secondary,yes,unknown,6,may,82,unknown,negative
49,entrepreneur,married,secondary,yes,unknown,6,may,198,unknown,negative
44,admin.,married,unknown,no,unknown,6,may,160,unknown,negative
44,blue-collar,married,primary,yes,unknown,6,may,211,unknown,negative
31,technician,married,secondary,yes,unknown,6,may,120,unknown,negative
34,blue-collar,single,tertiary,yes,unknown,6,may,136,unknown,negative
46,management,single,unknown,yes,unknown,6,may,269,unknown,negative
42,management,married,tertiary,no,unknown,6,may,157,unknown,negative
52,admin.,married,secondary,yes,unknown,6,may,128,unknown,negative
29,management,single,tertiary,yes,unknown,6,may,211,unknown,negative
53,retired,married,primary,yes,unknown,6,may,267,unknown,negative
43,blue-collar,married,secondary,yes,unknown,6,may,371,unknown,negative
38,management,married,secondary,yes,unknown,6,may,288,unknown,negative
46,management,married,tertiary,yes,unknown,6,may,221,unknown,negative
48,management,divorced,unknown,yes,unknown,6,may,427,unknown,negative
30,admin.,divorced,secondary,yes,unknown,6,may,310,unknown,negative
44,blue-collar,married,primary,no,unknown,6,may,158,unknown,negative
31,housemaid,married,primary,yes,unknown,6,may,604,unknown,negative
42,services,single,secondary,yes,unknown,6,may,198,unknown,negative
40,management,single,tertiary,yes,unknown,6,may,145,unknown,negative
52,admin.,married,secondary,yes,unknown,6,may,247,unknown,negative
45,blue-collar,divorced,secondary,yes,unknown,6,may,179,unknown,negative
48,blue-collar,married,secondary,yes,unknown,6,may,73,unknown,negative
45,blue-collar,married,primary,yes,unknown,6,may,263,unknown,negative
34,blue-collar,married,unknown,yes,unknown,6,may,13,unknown,negative
34,blue-collar,married,primary,yes,unknown,6,may,79,unknown,negative
46,blue-collar,married,secondary,yes,unknown,6,may,416,unknown,negative
49,services,divorced,secondary,yes,unknown,6,may,162,unknown,negative
50,technician,married,primary,yes,unknown,6,may,129,unknown,negative
34,admin.,single,secondary,yes,unknown,6,may,150,unknown,negative
40,unemployed,single,secondary,yes,unknown,6,may,43,unknown,negative
36,admin.,married,secondary,yes,unknown,6,may,191,unknown,negative
59,blue-collar,divorced,unknown,yes,unknown,6,may,26,unknown,negative
45,blue-collar,married,secondary,yes,unknown,6,may,250,unknown,negative
36,self-employed,married,tertiary,yes,unknown,6,may,146,unknown,negative
56,services,married,secondary,yes,unknown,6,may,416,unknown,negative
42,services,divorced,secondary,yes,unknown,6,may,121,unknown,negative
30,admin.,married,secondary,yes,unknown,6,may,114,unknown,negative
30,student,single,tertiary,yes,unknown,6,may,289,unknown,negative
47,self-employed,married,unknown,yes,unknown,6,may,225,unknown,negative
33,blue-collar,married,secondary,yes,unknown,6,may,123,unknown,negative
36,admin.,married,secondary,yes,unknown,6,may,130,unknown,negative
39,services,divorced,primary,yes,unknown,6,may,161,unknown,negative
56,admin.,divorced,secondary,yes,unknown,6,may,149,unknown,negative
39,blue-collar,divorced,unknown,yes,unknown,6,may,268,unknown,negative
42,technician,married,secondary,yes,unknown,6,may,259,unknown,negative
52,blue-collar,married,secondary,no,unknown,6,may,26,unknown,negative
36,admin.,divorced,secondary,yes,unknown,6,may,153,unknown,negative
35,entrepreneur,married,secondary,yes,unknown,6,may,424,unknown,negative
47,technician,married,secondary,yes,unknown,6,may,179,unknown,negative
59,services,divorced,secondary,yes,unknown,6,may,97,unknown,negative
57,blue-collar,married,primary,yes,unknown,6,may,383,unknown,negative
38,management,married,unknown,yes,unknown,6,may,440,unknown,negative
46,unemployed,married,secondary,yes,unknown,6,may,23,unknown,negative
34,blue-collar,married,secondary,no,unknown,6,may,195,unknown,negative
38,technician,married,unknown,yes,unknown,6,may,87,unknown,negative
56,blue-collar,married,secondary,yes,unknown,6,may,427,unknown,negative
41,blue-collar,single,primary,yes,unknown,6,may,189,unknown,negative
52,technician,married,unknown,no,unknown,6,may,195,unknown,negative
54,services,married,secondary,no,unknown,6,may,179,unknown,negative
61,retired,married,secondary,yes,unknown,6,may,179,unknown,negative
53,entrepreneur,married,secondary,no,unknown,6,may,69,unknown,negative
47,technician,married,secondary,yes,unknown,6,may,105,unknown,negative
53,blue-collar,married,primary,yes,unknown,6,may,266,unknown,negative
46,services,married,secondary,yes,unknown,6,may,524,unknown,negative
39,blue-collar,divorced,primary,yes,unknown,6,may,96,unknown,negative
56,technician,divorced,secondary,yes,unknown,6,may,155,unknown,negative
55,services,divorced,primary,yes,unknown,6,may,162,unknown,negative
44,management,married,tertiary,yes,unknown,6,may,352,unknown,negative
37,technician,married,primary,yes,unknown,6,may,76,unknown,negative
35,blue-collar,married,primary,yes,unknown,6,may,154,unknown,negative
55,blue-collar,married,secondary,yes,unknown,6,may,310,unknown,negative
37,services,married,secondary,yes,unknown,6,may,390,unknown,negative
30,technician,single,secondary,yes,unknown,6,may,369,unknown,negative
37,blue-collar,married,primary,yes,unknown,6,may,112,unknown,negative
36,technician,single,secondary,yes,unknown,6,may,341,unknown,negative
38,technician,married,secondary,yes,unknown,6,may,79,unknown,negative
41,admin.,divorced,primary,yes,unknown,6,may,140,unknown,negative
48,retired,married,secondary,no,unknown,6,may,315,unknown,negative
55,services,divorced,secondary,yes,unknown,6,may,262,unknown,negative
28,services,divorced,secondary,no,unknown,6,may,174,unknown,negative
54,services,married,secondary,yes,unknown,6,may,138,unknown,negative
30,blue-collar,married,secondary,no,unknown,6,may,526,unknown,negative
48,technician,married,tertiary,no,unknown,6,may,135,unknown,negative
31,self-employed,married,secondary,yes,unknown,6,may,36,unknown,negative
38,blue-collar,married,secondary,yes,unknown,6,may,1906,unknown,negative
37,blue-collar,married,secondary,yes,unknown,6,may,219,unknown,negative
37,services,single,unknown,yes,unknown,6,may,147,unknown,negative
56,blue-collar,married,primary,yes,unknown,6,may,407,unknown,negative
51,blue-collar,married,secondary,yes,unknown,6,may,121,unknown,negative
39,blue-collar,married,secondary,yes,unknown,6,may,209,unknown,negative
49,technician,married,unknown,no,unknown,6,may,92,unknown,negative
51,blue-collar,married,primary,yes,unknown,6,may,208,unknown,negative
43,self-employed,married,secondary,yes,unknown,6,may,193,unknown,negative
32,services,married,secondary,yes,unknown,6,may,144,unknown,negative
29,technician,single,tertiary,yes,unknown,6,may,65,unknown,negative
48,management,divorced,tertiary,yes,unknown,6,may,339,unknown,negative
55,services,married,primary,yes,unknown,6,may,285,unknown,negative
53,blue-collar,married,secondary,yes,unknown,6,may,231,unknown,negative
47,technician,married,unknown,yes,unknown,6,may,168,unknown,negative
39,management,married,tertiary,yes,unknown,6,may,278,unknown,negative
31,blue-collar,single,tertiary,yes,unknown,6,may,389,unknown,negative
39,blue-collar,married,primary,yes,unknown,6,may,158,unknown,negative
40,blue-collar,married,primary,yes,unknown,6,may,145,unknown,negative
40,technician,single,unknown,yes,unknown,6,may,78,unknown,negative
48,technician,married,secondary,no,unknown,6,may,142,unknown,negative
33,technician,divorced,secondary,yes,unknown,6,may,87,unknown,negative
40,technician,married,secondary,yes,unknown,6,may,147,unknown,negative
59,retired,married,primary,yes,unknown,6,may,289,unknown,negative
30,technician,married,secondary,yes,unknown,6,may,703,unknown,positive
31,management,single,tertiary,yes,unknown,6,may,170,unknown,negative
35,unemployed,married,secondary,yes,unknown,6,may,802,unknown,negative
54,technician,divorced,secondary,yes,unknown,6,may,381,unknown,negative
34,admin.,single,unknown,yes,unknown,6,may,218,unknown,negative
32,technician,married,secondary,yes,unknown,6,may,57,unknown,negative
56,admin.,divorced,unknown,yes,unknown,6,may,304,unknown,negative
32,admin.,single,tertiary,yes,unknown,6,may,241,unknown,negative
42,blue-collar,married,primary,yes,unknown,6,may,230,unknown,negative
33,services,married,tertiary,no,unknown,6,may,262,unknown,negative
52,entrepreneur,married,tertiary,yes,unknown,6,may,392,unknown,negative
52,services,married,secondary,no,unknown,6,may,201,unknown,negative
52,blue-collar,divorced,primary,yes,unknown,6,may,145,unknown,negative
30,unemployed,divorced,secondary,yes,unknown,6,may,252,unknown,negative
44,services,divorced,secondary,yes,unknown,6,may,235,unknown,negative
35,admin.,married,secondary,yes,unknown,6,may,235,unknown,negative
55,management,single,secondary,yes,unknown,6,may,328,unknown,negative
33,blue-collar,married,primary,yes,unknown,6,may,116,unknown,negative
37,blue-collar,single,secondary,yes,unknown,6,may,246,unknown,negative
42,technician,single,secondary,yes,unknown,6,may,293,unknown,negative
43,unemployed,married,secondary,yes,unknown,6,may,37,unknown,negative
38,entrepreneur,married,tertiary,yes,unknown,6,may,132,unknown,negative
37,technician,married,secondary,yes,unknown,6,may,530,unknown,negative
31,student,single,secondary,yes,unknown,6,may,175,unknown,negative
41,management,married,tertiary,yes,unknown,6,may,524,unknown,negative
41,technician,married,secondary,yes,unknown,6,may,29,unknown,negative
29,student,single,secondary,yes,unknown,6,may,311,unknown,negative
38,admin.,single,secondary,yes,unknown,6,may,211,unknown,negative
44,self-employed,divorced,tertiary,yes,unknown,6,may,312,unknown,negative
39,admin.,married,secondary,yes,unknown,6,may,412,unknown,negative
28,technician,single,secondary,yes,unknown,6,may,392,unknown,negative
33,blue-collar,married,secondary,yes,unknown,6,may,191,unknown,negative
41,services,married,unknown,no,unknown,6,may,284,unknown,negative
