job,day,month,duration,Class
admin.,7,may,283,negative
blue-collar,7,may,1273,negative
blue-collar,7,may,1574,positive
technician,7,may,139,negative
blue-collar,7,may,228,negative
blue-collar,7,may,62,negative
management,7,may,256,negative
management,7,may,564,negative
blue-collar,7,may,245,negative
admin.,7,may,161,negative
entrepreneur,7,may,79,negative
housemaid,7,may,152,negative
admin.,7,may,591,negative
blue-collar,7,may,113,negative
services,7,may,193,negative
blue-collar,7,may,299,negative
blue-collar,7,may,348,negative
blue-collar,7,may,103,negative
technician,7,may,253,negative
services,7,may,127,negative
admin.,7,may,244,negative
technician,7,may,157,negative
blue-collar,7,may,548,negative
blue-collar,7,may,114,negative
services,7,may,126,negative
admin.,7,may,161,negative
technician,7,may,333,negative
services,7,may,155,negative
blue-collar,7,may,152,negative
blue-collar,7,may,145,negative
retired,7,may,66,negative
blue-collar,7,may,123,negative
blue-collar,7,may,74,negative
blue-collar,7,may,248,negative
technician,7,may,130,negative
retired,7,may,71,negative
blue-collar,7,may,984,negative
blue-collar,7,may,252,negative
technician,7,may,84,negative
services,7,may,130,negative
technician,7,may,489,negative
blue-collar,7,may,41,negative
blue-collar,7,may,159,negative
services,7,may,196,negative
admin.,7,may,276,negative
admin.,7,may,697,negative
blue-collar,7,may,81,negative
blue-collar,7,may,149,negative
blue-collar,7,may,281,negative
management,7,may,122,negative
blue-collar,7,may,361,negative
technician,7,may,319,negative
blue-collar,7,may,944,negative
management,7,may,282,negative
services,7,may,35,negative
entrepreneur,7,may,143,negative
technician,7,may,22,negative
services,7,may,90,negative
services,7,may,17,negative
admin.,7,may,404,negative
technician,7,may,238,negative
admin.,7,may,71,negative
blue-collar,7,may,309,negative
technician,7,may,408,negative
admin.,7,may,128,negative
management,7,may,297,negative
technician,7,may,280,negative
admin.,7,may,374,negative
unemployed,7,may,365,negative
technician,8,may,177,negative
blue-collar,8,may,238,negative
retired,8,may,425,negative
admin.,8,may,77,negative
blue-collar,8,may,223,negative
blue-collar,8,may,201,negative
self-employed,8,may,239,negative
admin.,8,may,308,negative
services,8,may,137,negative
management,8,may,162,negative
technician,8,may,134,negative
admin.,8,may,175,negative
management,8,may,125,negative
blue-collar,8,may,211,negative
blue-collar,8,may,67,negative
blue-collar,8,may,156,negative
technician,8,may,178,negative
blue-collar,8,may,142,negative
blue-collar,8,may,194,negative
blue-collar,8,may,132,negative
management,8,may,109,negative
technician,8,may,94,negative
services,8,may,31,negative
blue-collar,8,may,84,negative
admin.,8,may,489,negative
blue-collar,8,may,180,negative
entrepreneur,8,may,314,negative
self-employed,8,may,207,negative
management,8,may,146,negative
retired,8,may,193,negative
blue-collar,8,may,177,negative
management,8,may,1040,negative
blue-collar,8,may,622,negative
entrepreneur,8,may,170,negative
blue-collar,8,may,267,negative
management,8,may,528,negative
admin.,8,may,183,negative
technician,8,may,238,negative
management,8,may,61,negative
housemaid,8,may,923,negative
blue-collar,8,may,70,negative
entrepreneur,8,may,41,negative
unemployed,8,may,221,negative
admin.,8,may,35,negative
blue-collar,8,may,262,negative
technician,8,may,151,negative
technician,8,may,135,negative
housemaid,8,may,604,negative
management,8,may,65,negative
blue-collar,8,may,380,negative
blue-collar,8,may,693,negative
blue-collar,8,may,11,negative
blue-collar,8,may,405,negative
management,8,may,20,negative
management,8,may,202,negative
blue-collar,8,may,235,negative
admin.,8,may,75,negative
blue-collar,8,may,134,negative
blue-collar,8,may,101,negative
admin.,8,may,255,negative
services,8,may,80,negative
admin.,8,may,462,negative
admin.,8,may,161,negative
blue-collar,8,may,200,negative
management,8,may,56,negative
student,8,may,238,negative
retired,8,may,418,negative
admin.,8,may,139,negative
unemployed,8,may,96,negative
technician,8,may,39,negative
technician,8,may,471,negative
admin.,8,may,231,negative
technician,8,may,66,negative
blue-collar,8,may,204,negative
self-employed,8,may,159,negative
blue-collar,8,may,200,negative
entrepreneur,8,may,187,negative
technician,8,may,166,negative
services,8,may,144,negative
technician,8,may,690,negative
blue-collar,8,may,323,negative
blue-collar,8,may,194,negative
blue-collar,8,may,82,negative
services,8,may,269,negative
management,8,may,285,negative
blue-collar,8,may,101,negative
technician,8,may,294,negative
blue-collar,8,may,249,negative
management,8,may,106,negative
blue-collar,8,may,152,negative
retired,8,may,12,negative
blue-collar,8,may,187,negative
management,8,may,214,negative
admin.,8,may,268,negative
services,8,may,193,negative
services,8,may,95,negative
self-employed,8,may,60,negative
admin.,8,may,381,negative
blue-collar,8,may,206,negative
retired,8,may,75,negative
technician,8,may,128,negative
services,8,may,216,negative
management,8,may,155,negative
technician,8,may,103,negative
blue-collar,8,may,494,negative
technician,8,may,107,negative
admin.,8,may,147,negative
blue-collar,8,may,190,negative
management,8,may,339,negative
blue-collar,8,may,198,negative
blue-collar,8,may,141,negative
management,8,may,255,negative
self-employed,8,may,306,negative
management,8,may,249,negative
entrepreneur,8,may,215,negative
technician,8,may,143,negative
blue-collar,8,may,162,negative
management,8,may,81,negative
blue-collar,8,may,33,negative
blue-collar,8,may,204,negative
management,8,may,124,negative
blue-collar,8,may,784,negative
technician,8,may,393,negative
management,8,may,87,negative
blue-collar,8,may,108,negative
services,8,may,207,negative
student,8,may,278,negative
technician,8,may,74,negative
blue-collar,8,may,196,negative
admin.,8,may,149,negative
unknown,8,may,287,negative
entrepreneur,8,may,229,negative
technician,8,may,154,negative
services,8,may,357,negative
blue-collar,8,may,147,negative
services,8,may,93,negative
technician,8,may,665,negative
technician,8,may,131,negative
management,8,may,160,negative
technician,8,may,74,negative
unemployed,8,may,60,negative
management,8,may,82,negative
management,8,may,475,negative
technician,8,may,111,negative
services,8,may,284,negative
housemaid,8,may,140,negative
blue-collar,8,may,110,negative
management,8,may,64,negative
blue-collar,8,may,149,negative
technician,8,may,256,negative
management,8,may,156,negative
technician,8,may,63,negative
management,8,may,362,negative
admin.,8,may,32,negative
blue-collar,8,may,712,negative
blue-collar,8,may,102,negative
blue-collar,8,may,338,negative
blue-collar,8,may,69,negative
services,8,may,446,negative
blue-collar,8,may,249,negative
entrepreneur,8,may,176,negative
management,8,may,1007,negative
services,8,may,266,negative
blue-collar,8,may,172,negative
technician,8,may,323,negative
services,8,may,175,negative
admin.,8,may,459,negative
blue-collar,8,may,211,negative
technician,8,may,237,negative
technician,8,may,50,negative
blue-collar,8,may,500,negative
admin.,8,may,186,negative
technician,8,may,96,negative
management,8,may,98,negative
technician,8,may,364,negative
blue-collar,8,may,477,negative
student,8,may,319,negative
blue-collar,8,may,178,negative
services,8,may,170,negative
admin.,8,may,139,negative
services,8,may,70,negative
technician,8,may,110,negative
admin.,8,may,280,negative
services,8,may,667,negative
technician,8,may,63,negative
services,8,may,159,negative
blue-collar,8,may,177,negative
blue-collar,8,may,108,negative
blue-collar,8,may,194,negative
blue-collar,8,may,366,negative
blue-collar,8,may,213,negative
blue-collar,8,may,141,negative
entrepreneur,8,may,982,negative
services,8,may,168,negative
blue-collar,8,may,468,negative
blue-collar,8,may,180,negative
blue-collar,8,may,195,negative
services,8,may,352,negative
services,8,may,91,negative
admin.,8,may,288,negative
technician,8,may,72,negative
unemployed,8,may,218,negative
services,8,may,289,negative
blue-collar,8,may,384,negative
self-employed,8,may,130,negative
blue-collar,8,may,226,negative
services,8,may,208,negative
services,8,may,101,negative
blue-collar,8,may,189,negative
student,8,may,108,negative
technician,8,may,205,negative
blue-collar,8,may,238,negative
admin.,8,may,136,negative
admin.,8,may,14,negative
retired,8,may,395,negative
management,8,may,161,negative
admin.,8,may,269,negative
management,8,may,491,negative
management,8,may,44,negative
admin.,8,may,26,negative
housemaid,8,may,22,negative
admin.,8,may,161,negative
management,8,may,406,negative
retired,8,may,422,negative
blue-collar,8,may,147,negative
management,8,may,219,negative
services,8,may,807,negative
blue-collar,8,may,347,negative
blue-collar,8,may,534,negative
blue-collar,8,may,58,negative
services,8,may,155,negative
services,8,may,152,negative
blue-collar,8,may,461,negative
blue-collar,8,may,389,negative
management,8,may,314,negative
management,8,may,28,negative
student,8,may,229,negative
blue-collar,8,may,30,negative
management,8,may,103,negative
blue-collar,8,may,32,negative
services,8,may,252,negative
admin.,8,may,369,negative
blue-collar,8,may,116,negative
technician,8,may,20,negative
blue-collar,8,may,31,negative
services,8,may,190,negative
services,8,may,149,negative
blue-collar,8,may,210,negative
technician,8,may,234,negative
technician,8,may,63,negative
blue-collar,8,may,21,negative
blue-collar,8,may,102,negative
management,8,may,245,negative
blue-collar,8,may,190,negative
technician,8,may,223,negative
management,8,may,650,negative
blue-collar,8,may,42,negative
blue-collar,8,may,206,negative
management,8,may,66,negative
blue-collar,8,may,173,negative
management,8,may,477,negative
technician,8,may,77,negative
management,8,may,219,negative
blue-collar,8,may,376,negative
entrepreneur,8,may,453,negative
blue-collar,8,may,151,negative
blue-collar,8,may,200,negative
admin.,8,may,298,negative
blue-collar,8,may,627,negative
services,8,may,133,negative
blue-collar,8,may,287,negative
blue-collar,8,may,242,negative
unemployed,8,may,184,negative
blue-collar,8,may,119,negative
self-employed,8,may,403,negative
technician,8,may,626,negative
blue-collar,8,may,12,negative
admin.,8,may,266,negative
blue-collar,8,may,23,negative
self-employed,8,may,154,negative
entrepreneur,8,may,10,negative
management,8,may,66,negative
management,8,may,240,negative
services,8,may,224,negative
services,8,may,202,negative
entrepreneur,8,may,144,negative
blue-collar,8,may,263,negative
blue-collar,8,may,543,negative
services,8,may,257,negative
blue-collar,8,may,237,negative
blue-collar,8,may,23,negative
services,8,may,209,negative
blue-collar,8,may,34,negative
blue-collar,8,may,72,negative
management,8,may,442,negative
admin.,8,may,45,negative
retired,8,may,186,negative
blue-collar,8,may,318,negative
blue-collar,8,may,617,negative
blue-collar,8,may,226,negative
blue-collar,8,may,275,negative
blue-collar,8,may,81,negative
services,8,may,74,negative
blue-collar,8,may,285,negative
management,8,may,261,negative
blue-collar,8,may,297,negative
technician,8,may,78,negative
blue-collar,8,may,183,negative
blue-collar,8,may,15,negative
management,8,may,352,negative
technician,8,may,345,negative
admin.,8,may,230,negative
services,8,may,185,negative
technician,8,may,296,negative
blue-collar,8,may,181,negative
blue-collar,8,may,133,negative
management,8,may,335,negative
unemployed,8,may,139,negative
technician,8,may,7,negative
technician,8,may,163,negative
blue-collar,8,may,956,negative
blue-collar,8,may,166,negative
blue-collar,8,may,71,negative
services,8,may,191,negative
blue-collar,8,may,459,negative
blue-collar,8,may,292,negative
blue-collar,8,may,100,negative
blue-collar,8,may,257,negative
admin.,8,may,255,negative
management,8,may,233,negative
blue-collar,8,may,128,negative
blue-collar,8,may,246,negative
services,8,may,56,negative
technician,8,may,210,negative
entrepreneur,8,may,43,negative
self-employed,8,may,21,negative
technician,8,may,91,negative
management,8,may,67,negative
blue-collar,8,may,219,negative
management,8,may,110,negative
technician,8,may,169,negative
blue-collar,8,may,248,negative
blue-collar,8,may,223,negative
management,8,may,92,negative
student,8,may,93,negative
unemployed,8,may,205,negative
services,8,may,160,negative
management,8,may,105,negative
blue-collar,8,may,112,negative
admin.,8,may,383,negative
blue-collar,8,may,207,negative
management,8,may,193,negative
blue-collar,8,may,10,negative
unemployed,8,may,249,negative
blue-collar,8,may,122,negative
blue-collar,8,may,300,negative
blue-collar,8,may,672,negative
blue-collar,8,may,390,negative
admin.,8,may,116,negative
blue-collar,8,may,481,negative
unemployed,8,may,21,negative
technician,8,may,192,negative
services,8,may,6,negative
management,8,may,8,negative
blue-collar,8,may,369,negative
technician,8,may,393,negative
technician,8,may,246,negative
blue-collar,8,may,330,negative
technician,8,may,380,negative
housemaid,8,may,91,negative
management,8,may,84,negative
blue-collar,8,may,277,negative
management,8,may,399,negative
retired,8,may,89,negative
blue-collar,8,may,297,negative
admin.,8,may,176,negative
unemployed,8,may,75,negative
blue-collar,8,may,111,negative
blue-collar,8,may,170,negative
blue-collar,8,may,238,negative
blue-collar,8,may,137,negative
services,8,may,141,negative
blue-collar,8,may,49,negative
blue-collar,8,may,89,negative
technician,8,may,341,negative
technician,8,may,461,negative
self-employed,8,may,515,negative
management,8,may,123,negative
services,8,may,179,negative
