At3,At9,At10,Class
2.641,19.1106,178.983,negative
2.3953,22.3269,85.2293,negative
2.9413,8.2426,220.549,negative
2.3674,6.211,182.619,negative
2.3608,5.203,191.337,negative
2.723,9.0544,273.848,negative
3.3245,3.9509,243.299,negative
2.357,67.7358,139.591,negative
2.6937,13.812,206.123,negative
3.2171,0.7341,338.055,negative
2.5843,4.565,160.43,negative
2.934,79.959,23.2363,negative
2.6915,24.191,148.568,negative
3.2507,5.6357,190.942,negative
2.7239,22.241,123.806,negative
3.5101,0.0323,327.064,negative
2.9841,5.18,251.602,negative
2.4216,18.5462,214.975,negative
3.044,25.394,117.962,negative
2.8882,1.0624,205.399,negative
2.586,15.0753,142.12,negative
2.723,6.0359,162.968,negative
2.2455,18.537,194.358,negative
2.9206,8.3799,211.69,negative
2.7668,11.409,137.124,negative
2.8873,9.383,212.222,negative
2.6069,5.9374,183.554,negative
2.6415,17.2162,279.399,negative
2.6464,10.4419,198.015,negative
2.5224,11.766,265.93,negative
2.3118,31.951,98.5724,negative
3.0004,5.528,164.086,negative
2.7675,15.2609,81.9486,negative
2.4456,17.466,136.065,negative
2.6474,19.6343,154.066,negative
4.1952,0.3,298.697,negative
2.4749,4.829,199.522,negative
2.4005,72.391,120.73,negative
3.6718,4.841,226.351,negative
3.8699,0.211,72.582,negative
2.317,11.7823,116.856,negative
3.3144,8.7949,154.341,negative
2.3096,25.804,167.898,negative
2.5502,0.6419,140.188,negative
2.6942,9.3139,213.371,negative
2.5752,19.267,147.791,negative
2.8768,34.644,92.012,negative
2.8179,29.746,85.5765,negative
2.5276,62.975,167.615,negative
2.9287,22.732,181.272,negative
2.8235,0.583,187.046,negative
2.9405,3.4588,119.997,negative
2.4836,24.26,132.917,negative
2.1945,19.242,142.68,negative
2.3979,8.6808,134.782,negative
3.1838,0.5805,354.892,negative
3.2695,1.851,326.515,negative
2.6646,9.5021,86.2246,negative
3.2131,9.4355,282.022,negative
2.7255,12.3224,215.724,negative
3.2168,4.233,253.606,negative
3.167,0.0787,330.463,negative
3.0943,7.1492,197.201,negative
2.8347,1.57,208.832,negative
2.8404,21.696,173.343,negative
2.1717,15.671,238.572,negative
2.5849,16.2105,139.812,negative
2.3617,41.3192,177.506,negative
3.1149,38.817,196.181,negative
2.1658,28.6298,166.603,negative
2.6064,20.656,150.146,negative
2.4448,30.194,181.687,negative
3.0292,8.831,216.123,negative
2.9408,1.0866,234.332,negative
3.2232,2.562,103.858,negative
3.1263,5.3918,228.839,negative
3.4278,1.6337,270.772,negative
2.6314,16.8825,93.1668,negative
2.5205,12.21,212.898,negative
2.2695,12.169,139.725,negative
3.2549,4.4339,229.086,negative
2.6857,25.199,62.981,negative
2.9474,4.6616,219.963,negative
2.29,10.8031,54.6152,negative
3.2648,0.853,241.374,negative
2.2989,7.817,231.201,negative
2.6946,5.055,288.892,negative
2.7882,4.582,197.56,negative
2.5011,35.821,61.3409,negative
2.4133,34.0936,115.582,negative
3.083,23.884,120.316,negative
3.8661,3.201,219.342,negative
2.8859,3.9627,114.525,negative
3.0107,16.037,125.595,negative
2.3118,26.733,132.136,negative
3.2921,4.63,233.579,negative
3.0674,3.348,336.62,negative
2.9511,20.518,233.833,negative
3.7389,1.2109,315.243,negative
2.3054,17.478,173.991,negative
2.4487,7.8731,219.853,negative
2.6201,4.1,140.794,negative
2.1055,69.383,194.141,negative
2.3701,30.845,205.247,negative
2.6299,56.523,53.5987,negative
2.3464,22.0158,134.089,negative
2.7324,18.7586,160.018,negative
2.1123,70.14,138.836,negative
2.7697,3.827,157.37,negative
2.8779,12.098,255.46,negative
2.3274,1.493,149.654,negative
2.5403,0.0276,155.316,negative
3.4371,8.174,167.285,negative
2.8692,4.6718,194.419,negative
2.9738,1.861,260.741,negative
2.2833,10.6062,213.579,negative
3.1144,27.354,95.8773,negative
2.1446,5.2051,286.396,negative
2.638,5.397,220.885,negative
2.1319,7.414,100.548,negative
2.4935,44.3455,133.272,negative
3.276,10.1168,214.872,negative
2.5826,12.4588,225.281,negative
3.3188,6.118,334.597,negative
2.1732,27.583,189.783,negative
2.5017,5.515,184.565,negative
3.0308,3.919,227.332,negative
2.4541,8.976,219.284,negative
2.5384,2.3935,88.3223,negative
2.7139,15.3487,279.069,negative
2.8591,32.5233,121.915,negative
2.4108,43.561,99.4016,negative
3.1635,13.0285,265.334,negative
2.5045,16.42,209.194,negative
2.4786,8.947,129.518,negative
2.2553,75.0613,202.863,negative
2.6955,19.4898,121.798,negative
2.5664,35.99,134.778,negative
3.5849,0.3485,254.455,negative
2.4676,25.505,285.696,negative
2.2405,48.5893,119.225,negative
3.2464,3.499,297.614,negative
3.1392,0.834,244.819,negative
3.4214,0.109,229.045,negative
2.4232,59.4506,158.947,negative
3.033,7.705,268.733,negative
2.4014,25.883,187.847,negative
2.1917,10.7959,182.91,negative
2.3971,6.0457,183.495,negative
2.5723,47.559,102.779,negative
2.4864,40.4341,137.81,negative
2.8993,5.806,285.14,negative
2.7792,10.2947,141.498,negative
2.6175,75.1784,78.8644,negative
3.1011,13.807,232.74,negative
3.2911,4.177,227.323,negative
2.3598,83.7969,63.9129,negative
3.7994,6.69,263.173,negative
2.8309,15.135,313.443,negative
2.723,77.1166,173.218,negative
2.5982,5.565,171.184,negative
2.8564,26.4137,197.957,negative
3.2003,6.7129,185.06,negative
2.7226,17.709,196.225,negative
3.0202,0.0345,67.9435,negative
2.2672,49.52,78.8784,negative
2.2718,37.1081,181.296,negative
3.8212,2.17,373.103,negative
2.953,4.825,266.665,negative
2.8132,8.477,194.475,negative
2.5763,16.948,175.412,negative
2.7638,6.259,206.543,negative
2.404,3.2586,229.629,negative
3.0058,1.23,192.577,negative
2.5922,23.115,178.094,negative
3.3583,4.358,297.014,negative
2.3355,37.4068,106.041,negative
2.7415,19.0193,168.601,negative
2.7131,13.2274,89.1136,negative
2.8606,5.164,265.753,negative
3.0544,10.098,187.362,negative
4.2878,1.9326,292.894,negative
2.7408,36.3065,198.109,negative
2.9312,28.508,180.939,negative
2.3551,9.7478,50.9291,negative
2.8899,3.915,266.534,negative
3.6873,5.761,166.709,negative
3.7862,3.3724,379.671,negative
2.3473,7.211,126.849,negative
2.5384,31.805,142.002,negative
2.3793,5.534,220.734,negative
3.6816,2.2059,303.754,negative
2.8525,1.4663,262.124,negative
2.8287,3.6622,200.644,negative
2.5514,63.9721,129.362,negative
3.1765,30.76,189.635,negative
2.2856,50.6366,40.0383,negative
3.5602,1.5563,345.29,negative
3.0133,1.4241,209.889,negative
3.3406,6.479,298.592,negative
2.1156,33.3381,188.921,negative
2.2443,15.651,174.136,negative
2.6762,17.999,169.105,negative
2.5092,31.6319,118.559,negative
2.5866,3.3842,261.617,negative
3.6743,3.6974,242.699,negative
2.7616,8.5297,266.917,negative
2.8319,39.2593,186.727,negative
3.1774,5.926,179.803,negative
2.4401,18.1924,181.397,negative
2.5359,15.148,192.916,negative
2.1477,47.2228,124.216,negative
2.4487,35.72,113.426,negative
2.5496,30.327,222.339,negative
2.6803,6.021,191.946,negative
2.943,12.026,306.025,negative
2.0663,33.539,154.681,negative
3.5354,0.8713,283.766,negative
2.4624,18.0262,173.904,negative
2.3997,69.8177,186.95,negative
2.8896,2.701,219.142,negative
2.642,4.4298,131.81,negative
2.6201,0.598,169.314,negative
3.3017,2.271,246.465,negative
2.6498,10.206,171.726,negative
3.2717,39.8357,86.0558,negative
2.1903,0.244,129.236,negative
2.9423,15.151,274.292,negative
3.683,5.627,309.746,negative
2.5569,11.2109,133.319,negative
2.1508,49.707,167.443,negative
2.827,31.6682,151.889,negative
2.8479,11.7922,129.98,negative
2.9151,10.4927,223.697,negative
2.3674,35.9057,160.38,negative
2.6556,15.8702,236.856,negative
2.5065,34.405,189.145,negative
2.5459,72.654,120.608,negative
2.1644,77.35,230.022,negative
3.861,0.7859,249.506,negative
3.2968,1.42,293.528,negative
2.1658,9.2006,182.865,negative
2.683,31.498,92.534,negative
2.7054,6.594,224.921,negative
2.8274,5.3213,155.295,negative
4.1202,0.2545,299.367,negative
2.5988,20.441,80.6911,negative
2.2945,30.8438,186.608,negative
3.3945,10.6904,195.724,negative
2.6222,15.0428,269.481,negative
2.7486,2.809,251.223,negative
2.4464,40.0066,125.103,negative
2.692,1.8847,162.441,negative
3.4371,4.1632,231.966,negative
3.4318,1.621,218.27,negative
3.2945,0.908,391.912,negative
3.7156,0.604,335.745,negative
2.0663,28.267,29.4987,negative
2.3385,24.6377,228.76,negative
2.3086,63.4398,211.318,negative
2.1414,6.661,179.298,negative
2.3766,16.73,238.833,negative
2.1569,14.6097,196.169,negative
2.433,39.092,164.469,negative
2.6632,2.6291,163.381,negative
2.5775,1.8023,172.03,negative
3.5391,3.5017,260.422,negative
2.5971,9.1961,143.43,negative
2.7105,80.473,65.16,negative
3.3273,6.397,166.396,negative
2.7352,49.667,209.13,negative
2.6091,3.8476,81.8432,negative
2.8567,9.37,170.193,negative
2.636,1.092,186.807,negative
3.4962,53.4211,62.528,negative
2.9266,20.5187,159.024,negative
2.8748,8.0884,254.084,negative
2.567,1.1708,244.602,negative
2.8552,30.4393,116.741,negative
2.7412,0.2816,220.423,negative
3.1237,2.1911,269.566,negative
2.4814,27.3402,207.87,negative
3.2602,15.75,162.036,negative
3.0451,3.0159,256.056,negative
3.1302,6.997,204.724,negative
2.4472,30.8451,269.021,negative
3.0869,6.8749,149.3,negative
2.7616,37.555,68.2,negative
3.3567,5.245,199.55,negative
3.5947,0.6868,337.138,negative
3.031,14.976,220.277,negative
2.1414,51.816,198.319,negative
2.7164,46.068,144.821,negative
3.1834,4.251,255.654,negative
3.6657,3.667,337.885,negative
2.7668,33.509,170.349,negative
2.608,64.95,148.504,negative
2.8021,27.3043,89.7217,negative
2.3953,60.543,163.281,negative
2.6642,8.041,179.109,negative
3.3346,2.673,187.199,negative
2.638,7.337,61.5099,negative
2.3589,44.0434,110.704,negative
2.4594,3.896,209.442,negative
3.3037,2.594,204.329,negative
2.6439,10.742,156.387,negative
2.8811,3.3282,203.344,negative
3.1793,8.0926,189.243,negative
2.9077,5.0667,220.885,negative
2.4518,4.1807,181.842,negative
3.1534,12.2293,244.394,negative
2.4735,6.736,166.044,negative
2.3149,33.4353,47.4001,negative
3.0803,9.4008,230.392,negative
2.1156,77.476,227.178,negative
2.3444,34.0559,74.4097,negative
2.6637,8.1501,252.15,negative
2.7097,12.833,140.745,negative
3.4057,0.102,337.661,negative
2.8707,0.817,226.644,negative
2.4472,19.4794,114.037,negative
2.2934,36.511,90.9553,negative
2.3664,4.941,226.152,negative
3.3528,0.2501,321.117,negative
2.5838,6.947,120.583,negative
2.4314,68.753,63.5686,negative
2.8099,12.0413,174.492,negative
2.2589,61.03,216.368,negative
2.5296,5.452,165.305,negative
2.4533,7.346,131.925,negative
2.747,0.864,108.972,negative
2.3118,75.817,122.801,negative
2.9566,8.787,171.613,negative
3.2333,0.795,226.359,negative
2.9626,18.458,158.451,negative
2.7177,20.661,152.639,negative
2.4099,70.525,44.5714,negative
3.6251,1.479,347.008,negative
2.437,30.7241,165.615,negative
2.7969,13.3149,181.029,negative
3.3679,0.2999,353.683,negative
3.0506,6.1251,160.041,negative
2.4479,79.712,160.751,negative
2.4829,1.9409,160.222,negative
2.2601,54.01,219.179,negative
3.8532,0.975,173.38,negative
2.5611,53.01,111.763,negative
2.4713,25.187,252.577,negative
3.2034,0.951,116.309,negative
2.7785,27.9849,169.517,negative
3.1149,3.026,161.4,negative
3.4455,3.2554,191.222,negative
2.4579,89.7035,194.478,negative
2.9398,3.8218,208.743,negative
2.8182,30.1483,192.601,negative
2.6812,45.3284,206.3,negative
3.5597,26.8401,179.895,negative
2.846,6.1874,377.914,negative
2.3294,31.108,158.647,negative
3.3477,13.0923,149.933,negative
3.4958,0.709,252.586,negative
3.0609,6.339,211.164,negative
2.5472,23.006,241.939,negative
2.5746,11.519,221.516,negative
2.2529,26.1461,173.48,negative
3.9052,3.2636,267.636,negative
2.6684,53.3158,120.405,negative
3.0265,2.4674,313.433,negative
2.4843,7.671,148.714,negative
2.6449,11.409,126.745,negative
2.5575,14.451,253.664,negative
3.6142,3.2719,120.551,negative
2.2028,58.693,177.332,negative
2.4616,53.922,118.72,negative
2.2999,80.0642,47.017,negative
3.3443,10.5595,212.029,negative
3.0214,2.3677,234.18,negative
2.1383,12.9511,200.767,negative
2.8531,43.7515,138.9,negative
2.4526,6.8087,222.35,negative
2.0233,6.786,102.655,negative
3.5567,2.72,149.034,negative
2.0952,71.9552,194.357,negative
3.0941,8.993,221.275,negative
2.9823,1.9667,286.609,negative
3.0643,15.5752,175.166,negative
3.5589,0.151,409.762,negative
2.9146,3.4605,198.949,negative
2.1446,50.611,121.432,negative
2.2695,24.6514,171.788,negative
2.3608,13.038,166.744,negative
2.5804,9.3268,184.7,negative
2.6632,65.226,5.7456,negative
3.18,12.2671,192.565,negative
2.3222,14.9307,212.861,negative
2.3253,62.678,96.431,negative
2.4183,22.452,140.19,negative
2.3483,38.2,242.914,negative
2.8993,14.077,253.827,negative
3.2926,54.6896,253.158,negative
2.9516,2.9936,303.784,negative
2.0952,51.983,191.877,negative
2.6542,5.4954,172.589,negative
2.9848,1.6086,197.139,negative
3.4044,1.0087,291.889,negative
2.721,12.9637,246.447,negative
2.2878,7.916,100.254,negative
2.6459,18.005,98.0529,negative
2.7478,9.283,162.298,negative
3.3091,9.834,283.367,negative
2.7896,14.5598,118.974,negative
3.3391,5.247,238.101,negative
2.1569,17.8692,249.918,negative
2.5391,33.902,125.964,negative
2.6924,8.129,254.745,negative
3.1002,4.6995,318.289,negative
3.04,14.3052,226.394,negative
2.6726,34.0416,192.702,negative
2.2707,34.1383,142.134,negative
2.42,10.463,165.584,negative
2.8751,9.2202,286.913,negative
2.2201,18.975,193.928,negative
3.4029,5.703,331.638,negative
2.643,52.2065,70.9672,negative
2.3927,15.5661,273.519,negative
2.7304,0.56,205.114,negative
3.2445,2.733,140.514,negative
2.8241,30.5133,64.2651,negative
2.3454,30.5107,200.701,negative
2.8615,5.5986,184.121,negative
2.7763,54.004,111.163,negative
2.4099,64.547,78.8033,negative
2.9538,3.9115,151.587,negative
2.9077,0.641,277.309,negative
3.795,4.147,268.027,negative
2.499,1.5757,164.004,negative
3.0755,5.892,175.146,negative
2.5944,1.2733,163.796,negative
2.2923,3.145,111.872,negative
3.1181,17.406,192.546,negative
3.5389,4.172,252.444,negative
2.5139,7.6707,150.528,negative
2.8546,0.159,181.475,negative
2.3701,51.044,161.454,negative
2.7878,2.135,294.976,negative
2.9248,2.982,210.249,negative
3.1725,9.836,264.238,negative
3.0881,19.163,29.6676,negative
3.6658,2.4487,183.294,negative
3.2439,1.1476,235.367,negative
2.1508,71.43,138.516,negative
2.9652,12.2356,223.843,negative
2.1875,54.931,132.156,negative
3.361,7.052,148.372,negative
2.3927,5.0927,119.492,negative
3.6755,1.6314,331.72,negative
2.617,71.3754,204.702,negative
3.2834,6.3952,241.693,negative
2.2368,45.687,212.062,negative
2.4048,16.376,176.535,negative
2.1538,70.736,196.048,negative
3.2241,1.4636,184.47,negative
2.8707,12.6028,175.063,negative
2.5347,59.1272,31.8136,negative
2.7604,23.761,166.98,negative
3.3175,1.32,291.987,negative
2.7892,3.8253,184.477,negative
2.912,10.237,219.291,negative
2.8724,39.0498,119.789,negative
2.0588,44.067,34.8095,negative
3.3981,0.075,283.187,negative
2.2742,16.332,161.059,negative
2.9643,5.369,280.998,negative
2.6508,31.436,233.711,negative
2.317,22.684,101.92,negative
2.2175,34.553,159.92,negative
3.5078,1.64,242.437,negative
2.3531,34.976,123.11,negative
2.7348,22.3263,122.32,negative
3.5261,3.9967,297.998,negative
2.4786,7.4925,159.247,negative
3.3648,0.8021,196.855,negative
2.1538,80.2685,129.528,negative
2.8848,8.59,141.561,negative
3.3389,1.967,241.639,negative
2.5927,26.1088,63.177,negative
2.0774,23.9321,108.52,negative
2.4401,12.174,119.474,negative
3.2439,3.5641,213.792,negative
3.4087,13.77,230.517,negative
3.2235,10.3638,138.16,negative
2.7202,2.9967,173.984,negative
3.6349,1.581,296.75,negative
2.1287,74.3282,188.887,negative
2.9238,11.24,197.569,negative
2.4298,41.838,211.925,negative
2.4241,38.1018,57.3645,negative
2.3589,43.554,134.486,negative
2.0473,72.426,126.472,negative
2.8762,6.9492,293.428,negative
3.2076,14.967,269.606,negative
2.3971,14.281,168.012,negative
3.1075,5.861,290.023,negative
2.4099,3.2309,137.584,negative
2.1629,58.386,187.154,negative
2.9734,5.836,252.49,negative
3.0477,0.04,187.888,negative
3.1348,0.1023,368.258,negative
2.3032,15.7723,162.458,negative
3.8822,3.6433,293.895,negative
3.4465,9.6984,249.128,negative
2.4976,33.5185,117.734,negative
3.3961,6.005,243.483,negative
2.3927,36.0888,127.75,negative
2.0986,89.9026,139.852,negative
2.6449,32.3979,167.256,negative
3.0932,9.5567,284.916,negative
2.9923,2.555,233.09,negative
2.3865,14.549,190.537,negative
2.4082,14.8675,224.409,negative
2.7007,12.117,175.518,negative
2.736,3.9292,236.628,negative
2.3541,22.9198,199.423,negative
3.0713,86.5709,51.7327,negative
2.2028,54.7684,188.21,negative
2.7785,2.715,179.333,negative
2.4322,26.025,165.532,negative
2.2878,41.763,40.9099,negative
3.4549,1.853,179.499,negative
2.372,11.3951,191.26,negative
3.6546,5.8936,328.714,negative
2.1399,5.6931,163.934,negative
3.1123,16.64,224.619,negative
2.1917,58.2994,187.181,negative
2.8392,2.7873,259.734,negative
2.7275,44.373,131.319,negative
3.0925,4.521,279.283,negative
4.07,2.148,273.855,negative
2.5315,2.0137,127.799,negative
2.5514,4.1919,199.525,negative
2.6021,1.523,410.94,negative
2.7271,17.749,114.828,negative
2.8791,1.819,240.921,negative
2.6048,5.933,149.744,negative
2.1508,45.009,115.806,negative
2.4541,58.159,125.414,negative
2.1414,42.694,214.914,negative
2.2148,31.265,165.977,negative
2.243,15.91,170.332,negative
2.4548,52.307,139.857,negative
2.8222,23.851,71.6871,negative
2.3865,0.764,168.262,negative
2.3191,53.4984,113.38,negative
2.9948,5.092,192.522,negative
2.2455,27.234,131.877,negative
3.0607,6.105,276.753,negative
3.2015,2.3306,302.097,negative
2.9996,7.7732,131.033,negative
2.2989,0.788,192.399,negative
3.321,10.429,270.598,negative
3.1212,8.3626,333.855,negative
2.9373,31.2271,183.571,negative
2.3444,9.027,159.382,negative
2.2967,20.2043,144.856,negative
2.6064,58.6846,76.8758,negative
3.4044,1.2469,325.385,negative
3.0276,0.436,270.166,negative
2.9004,3.762,141.225,negative
3.3921,3.648,260.535,negative
4.1226,1.676,252.039,negative
2.9167,6.903,231.242,negative
2.847,8.195,95.0646,negative
3.3709,0.225,234.945,negative
2.7745,5.3784,171.716,negative
4.0844,1.3794,217.528,negative
2.9757,4.6486,239.087,negative
2.451,6.311,228.221,negative
3.2,8.2751,270.904,negative
3.3161,0.7358,266.31,negative
2.5391,11.03,166.51,negative
2.7118,16.679,135.966,negative
2.9159,5.6891,225.22,negative
3.0434,6.941,223.71,negative
2.5815,15.1543,196.302,negative
2.5723,27.1409,207.386,negative
3.0338,10.6136,182.326,negative
2.7037,3.197,183.014,negative
2.4571,17.5042,202.691,negative
2.5397,12.4053,251.585,negative
3.4468,5.802,140.33,negative
2.2405,46.642,157.678,negative
3.3339,2.304,245.647,negative
2.4541,42.3501,194.225,negative
2.5459,7.388,187.286,negative
2.5334,29.934,147.634,negative
3.2777,6.887,233.925,negative
2.1055,55.1153,240.779,negative
2.6075,17.7272,200.326,negative
2.1156,83.1822,123.036,negative
3.5637,1.447,270.99,negative
3.2578,4.5447,133.012,negative
2.1987,61.8767,170.276,negative
2.6702,85.2337,46.9963,negative
3.1726,2.553,230.019,negative
2.5308,3.7101,101.977,negative
2.7304,27.942,64.0094,negative
2.5999,9.11,156.599,negative
2.6258,24.9095,230.422,negative
2.7585,2.0627,116.776,negative
2.2672,6.3162,105.825,negative
2.4955,32.312,38.7584,negative
3.1356,18.278,284.594,negative
3.299,2.205,97.4906,negative
2.6395,12.949,83.667,negative
2.641,6.971,182.721,negative
2.5832,0.029,130.162,negative
3.3137,15.563,133.939,negative
2.4893,17.8954,205.21,negative
3.1472,1.308,243.808,negative
