At9,At10,Class
23.006,241.939,negative
11.519,221.516,negative
26.1461,173.48,negative
3.2636,267.636,negative
53.3158,120.405,negative
2.4674,313.433,negative
7.671,148.714,negative
11.409,126.745,negative
14.451,253.664,negative
3.2719,120.551,negative
58.693,177.332,negative
53.922,118.72,negative
80.0642,47.017,negative
10.5595,212.029,negative
2.3677,234.18,negative
12.9511,200.767,negative
43.7515,138.9,negative
6.8087,222.35,negative
6.786,102.655,negative
2.72,149.034,negative
71.9552,194.357,negative
8.993,221.275,negative
1.9667,286.609,negative
15.5752,175.166,negative
0.151,409.762,negative
3.4605,198.949,negative
50.611,121.432,negative
24.6514,171.788,negative
13.038,166.744,negative
9.3268,184.7,negative
65.226,5.7456,negative
12.2671,192.565,negative
14.9307,212.861,negative
62.678,96.431,negative
22.452,140.19,negative
38.2,242.914,negative
14.077,253.827,negative
54.6896,253.158,negative
2.9936,303.784,negative
51.983,191.877,negative
5.4954,172.589,negative
1.6086,197.139,negative
1.0087,291.889,negative
12.9637,246.447,negative
7.916,100.254,negative
18.005,98.0529,negative
9.283,162.298,negative
9.834,283.367,negative
14.5598,118.974,negative
5.247,238.101,negative
17.8692,249.918,negative
33.902,125.964,negative
8.129,254.745,negative
4.6995,318.289,negative
14.3052,226.394,negative
34.0416,192.702,negative
34.1383,142.134,negative
10.463,165.584,negative
9.2202,286.913,negative
18.975,193.928,negative
5.703,331.638,negative
52.2065,70.9672,negative
15.5661,273.519,negative
0.56,205.114,negative
2.733,140.514,negative
30.5133,64.2651,negative
30.5107,200.701,negative
5.5986,184.121,negative
54.004,111.163,negative
64.547,78.8033,negative
3.9115,151.587,negative
0.641,277.309,negative
4.147,268.027,negative
1.5757,164.004,negative
5.892,175.146,negative
1.2733,163.796,negative
3.145,111.872,negative
17.406,192.546,negative
4.172,252.444,negative
7.6707,150.528,negative
0.159,181.475,negative
51.044,161.454,negative
2.135,294.976,negative
2.982,210.249,negative
9.836,264.238,negative
19.163,29.6676,negative
2.4487,183.294,negative
1.1476,235.367,negative
71.43,138.516,negative
12.2356,223.843,negative
54.931,132.156,negative
7.052,148.372,negative
5.0927,119.492,negative
1.6314,331.72,negative
71.3754,204.702,negative
6.3952,241.693,negative
45.687,212.062,negative
16.376,176.535,negative
70.736,196.048,negative
1.4636,184.47,negative
12.6028,175.063,negative
59.1272,31.8136,negative
23.761,166.98,negative
1.32,291.987,negative
3.8253,184.477,negative
10.237,219.291,negative
39.0498,119.789,negative
44.067,34.8095,negative
0.075,283.187,negative
16.332,161.059,negative
5.369,280.998,negative
31.436,233.711,negative
22.684,101.92,negative
34.553,159.92,negative
1.64,242.437,negative
34.976,123.11,negative
22.3263,122.32,negative
3.9967,297.998,negative
7.4925,159.247,negative
0.8021,196.855,negative
80.2685,129.528,negative
8.59,141.561,negative
1.967,241.639,negative
26.1088,63.177,negative
23.9321,108.52,negative
12.174,119.474,negative
3.5641,213.792,negative
13.77,230.517,negative
10.3638,138.16,negative
2.9967,173.984,negative
1.581,296.75,negative
74.3282,188.887,negative
11.24,197.569,negative
41.838,211.925,negative
38.1018,57.3645,negative
43.554,134.486,negative
72.426,126.472,negative
6.9492,293.428,negative
14.967,269.606,negative
14.281,168.012,negative
5.861,290.023,negative
3.2309,137.584,negative
58.386,187.154,negative
5.836,252.49,negative
0.04,187.888,negative
0.1023,368.258,negative
15.7723,162.458,negative
3.6433,293.895,negative
9.6984,249.128,negative
33.5185,117.734,negative
6.005,243.483,negative
36.0888,127.75,negative
89.9026,139.852,negative
32.3979,167.256,negative
9.5567,284.916,negative
2.555,233.09,negative
14.549,190.537,negative
14.8675,224.409,negative
12.117,175.518,negative
3.9292,236.628,negative
22.9198,199.423,negative
86.5709,51.7327,negative
54.7684,188.21,negative
2.715,179.333,negative
26.025,165.532,negative
41.763,40.9099,negative
1.853,179.499,negative
11.3951,191.26,negative
5.8936,328.714,negative
5.6931,163.934,negative
16.64,224.619,negative
58.2994,187.181,negative
2.7873,259.734,negative
44.373,131.319,negative
4.521,279.283,negative
2.148,273.855,negative
2.0137,127.799,negative
4.1919,199.525,negative
1.523,410.94,negative
17.749,114.828,negative
1.819,240.921,negative
5.933,149.744,negative
45.009,115.806,negative
58.159,125.414,negative
42.694,214.914,negative
31.265,165.977,negative
15.91,170.332,negative
52.307,139.857,negative
23.851,71.6871,negative
0.764,168.262,negative
53.4984,113.38,negative
5.092,192.522,negative
27.234,131.877,negative
6.105,276.753,negative
2.3306,302.097,negative
7.7732,131.033,negative
0.788,192.399,negative
10.429,270.598,negative
8.3626,333.855,negative
31.2271,183.571,negative
9.027,159.382,negative
20.2043,144.856,negative
58.6846,76.8758,negative
1.2469,325.385,negative
0.436,270.166,negative
3.762,141.225,negative
3.648,260.535,negative
1.676,252.039,negative
6.903,231.242,negative
8.195,95.0646,negative
0.225,234.945,negative
5.3784,171.716,negative
1.3794,217.528,negative
4.6486,239.087,negative
6.311,228.221,negative
8.2751,270.904,negative
0.7358,266.31,negative
11.03,166.51,negative
16.679,135.966,negative
5.6891,225.22,negative
6.941,223.71,negative
15.1543,196.302,negative
27.1409,207.386,negative
10.6136,182.326,negative
3.197,183.014,negative
17.5042,202.691,negative
12.4053,251.585,negative
5.802,140.33,negative
46.642,157.678,negative
2.304,245.647,negative
42.3501,194.225,negative
7.388,187.286,negative
29.934,147.634,negative
6.887,233.925,negative
55.1153,240.779,negative
17.7272,200.326,negative
83.1822,123.036,negative
1.447,270.99,negative
4.5447,133.012,negative
61.8767,170.276,negative
85.2337,46.9963,negative
2.553,230.019,negative
3.7101,101.977,negative
27.942,64.0094,negative
9.11,156.599,negative
24.9095,230.422,negative
2.0627,116.776,negative
6.3162,105.825,negative
32.312,38.7584,negative
18.278,284.594,negative
2.205,97.4906,negative
12.949,83.667,negative
6.971,182.721,negative
0.029,130.162,negative
15.563,133.939,negative
17.8954,205.21,negative
1.308,243.808,negative
1.0275,174.979,negative
12.5074,239.929,negative
15.2606,157.194,negative
21.1247,162.2,negative
56.8865,78.3783,negative
24.7086,154.872,negative
81.0686,53.8159,negative
3.2801,272.398,negative
2.8825,254.145,negative
17.915,229.756,negative
21.895,202.806,negative
6.445,206.629,negative
6.014,317.868,negative
3.0779,141.562,negative
76.2728,175.262,negative
13.895,157.112,negative
69.004,50.4708,negative
7.3785,278.506,negative
8.539,178.831,negative
9.8612,257.509,negative
8.2753,205.976,negative
8.6997,152.976,negative
71.4495,43.6149,negative
2.489,162.538,negative
2.6206,219.911,negative
12.3055,226.567,negative
5.5776,263.62,negative
0.9333,228.686,negative
14.4244,157.392,negative
21.3936,144.225,negative
6.381,174.53,negative
5.8345,263.582,negative
8.8454,230.038,negative
9.401,299.582,negative
35.715,138.106,negative
64.571,166.01,negative
43.7132,77.6975,negative
7.247,150.287,negative
6.123,145.628,negative
79.763,196.851,negative
64.622,226.045,negative
1.1373,268.919,negative
35.4935,131.329,negative
5.0887,185.47,negative
31.8731,103.945,negative
1.216,319.543,negative
28.035,152.367,negative
12.422,157.251,negative
0.3176,293.048,negative
9.3668,129.31,negative
9.5881,201.05,negative
2.3692,180.639,negative
7.6181,197.258,negative
3.426,170.813,negative
1.419,384.328,negative
74.6315,144.118,negative
2.173,292.918,negative
16.575,167.5,negative
3.8417,153.401,negative
19.4174,155.325,negative
29.348,155.428,negative
45.9906,127.847,negative
6.2066,223.564,negative
37.428,202.869,negative
19.8739,136.037,negative
3.1992,197.599,negative
34.5966,99.5598,negative
12.214,196.942,negative
14.047,277.043,negative
59.9239,120.092,negative
23.739,116.789,negative
9.2004,174.63,negative
64.3998,188.867,negative
73.8778,99.625,negative
7.539,230.045,negative
18.4082,165.523,negative
0.1897,240.845,negative
32.28,167.964,negative
1.379,142.494,negative
6.987,200.019,negative
2.569,287.038,negative
14.018,172.176,negative
1.4349,371.197,negative
46.859,123.296,negative
12.747,113.893,negative
35.694,204.895,negative
50.2541,132.657,negative
11.8623,168.228,negative
1.8662,197.644,negative
10.8662,158.72,negative
4.584,243.29,negative
15.753,138.647,negative
49.4271,170.946,negative
13.3324,195.209,negative
35.2665,85.5493,negative
63.735,86.392,negative
33.3598,183.597,negative
9.9206,119.783,negative
1.902,358.097,negative
0.5325,271.086,negative
4.6097,292.307,negative
6.481,215.939,negative
65.694,124.276,negative
4.709,176.269,negative
0.5982,321.169,negative
89.5011,68.119,negative
7.998,247.101,negative
3.144,289.22,negative
3.2759,143.659,negative
13.0126,281.1,negative
6.3297,246.6,negative
6.4844,249.345,negative
1.775,314.071,negative
2.8669,343.473,negative
26.1855,191.574,negative
1.705,78.1894,negative
82.8542,158.252,negative
27.318,137.048,negative
13.2097,207.403,negative
12.3834,90.0854,negative
37.165,123.714,negative
10.0049,223.025,negative
5.6934,327.214,negative
4.361,179.202,negative
23.451,84.0671,negative
24.9145,176.901,negative
75.6791,105.591,negative
25.519,60.2772,negative
21.283,116.737,negative
2.6359,226.537,negative
2.39,294.692,negative
10.385,248.983,negative
38.741,113.628,negative
21.05,202.08,negative
0.9581,284.693,negative
2e-04,139.655,negative
1.207,280.666,negative
4.2209,123.023,negative
0.9214,253.581,negative
12.596,85.9899,negative
7.226,150.414,negative
4.199,273.879,negative
21.3448,222.205,negative
7.6229,163.69,negative
6.392,211.238,negative
6.6443,149.081,negative
59.5071,95.7948,negative
1.192,306.838,negative
66.17,150.943,negative
65.8518,25.6525,negative
5.2442,291.305,negative
76.155,42.2426,negative
0.3188,170.336,negative
4.107,203.121,negative
28.387,179.017,negative
5.1233,264.806,negative
84.1039,221.567,negative
3.0978,306.068,negative
15.288,127.573,negative
8.279,195.988,negative
32.442,160.568,negative
9.976,215.296,negative
3.7685,137.491,negative
45.2655,146.91,negative
3.927,122.989,negative
62.969,176.699,negative
3.7148,167.192,negative
6.198,191.936,negative
23.6345,197.041,negative
14.7135,150.193,negative
50.2519,129.789,negative
79.386,116.122,negative
1.577,208.863,negative
4.988,258.822,negative
14.367,199.806,negative
4.3666,235.731,negative
9.3801,218.119,negative
5.1486,168.448,negative
7.8499,150.165,negative
1.9969,366.082,negative
3.53,244.304,negative
4.774,247.285,negative
6.816,145.572,negative
77.961,128.676,negative
1.149,256.641,negative
19.4896,268.549,negative
87.9835,186.455,negative
23.651,144.039,negative
7.0441,372.642,negative
8.3432,252.168,negative
26.9064,151.766,negative
26.9856,86.5943,negative
22.4698,225.955,negative
8.0678,116.805,negative
8.299,165.147,negative
19.1984,165.509,negative
2.0573,180.643,negative
41.9676,152.755,negative
11.3232,198.609,negative
0.256,241.974,negative
1.112,354.892,negative
0.4092,177.726,negative
1.5576,280.817,negative
2.178,229.673,negative
17.2109,95.6973,negative
1.762,336.614,negative
52.521,144.054,negative
5.9909,248.281,negative
4.4023,385.237,negative
42.612,67.0659,negative
47.954,191.008,negative
10.0304,234.156,negative
19.3195,258.537,negative
27.43,138.435,negative
1.709,333.205,negative
2.2573,168.445,negative
8.0243,167.334,negative
30.192,240.26,negative
80.0895,155.076,negative
9.964,169.88,negative
64.7773,54.9974,negative
56.8101,155.297,negative
53.939,69.4031,negative
6.548,203.818,negative
56.5669,72.8908,negative
11.29,254.383,negative
7.652,245.997,negative
1.1058,285.973,negative
14.3483,191.331,negative
2.3248,255.465,negative
5.225,71.4138,negative
3.9424,255.277,negative
20.588,171.369,negative
46.4513,150.953,negative
2.2101,204.417,negative
3.2776,224.356,negative
5.1486,270.211,negative
3.665,86.6499,negative
14.5896,231.163,negative
10.218,131.449,negative
9.425,184.823,negative
0.072,235.714,negative
30.6008,119.558,negative
10.5649,208.059,negative
14.2238,157.23,negative
90,116.265,negative
1.502,186.519,negative
35.758,130.539,negative
61.162,140.647,negative
67.183,238.819,negative
51.8789,38.7206,negative
2.348,182.969,negative
14.393,209.252,negative
4.4996,238.7,negative
10.8854,256.601,negative
69.395,159.159,negative
7.352,190.318,negative
1.154,172.465,negative
6.9109,127.902,negative
7.6353,264.155,negative
0.206,167.508,negative
21.516,165.672,negative
2.0522,160.775,negative
39.009,129.765,negative
0.0865,167.82,negative
3.101,383.77,negative
7.404,193.897,negative
26.3691,161.384,negative
10.694,201.148,negative
5.0155,166.312,negative
0.4554,351.783,negative
11.338,97.8178,negative
13.872,184.349,negative
10.1619,187.348,negative
12.156,119.375,negative
31.8054,99.6356,negative
13.4306,167.241,negative
8.0901,199.781,negative
0.441,235.85,negative
25.4448,119.14,negative
28.516,165.277,negative
3.2562,156.342,negative
8.264,181.652,negative
0.1431,289.528,negative
37.32,202.205,negative
2.184,190.811,negative
26.046,49.1779,negative
3.6579,170.516,negative
10.9987,155.285,negative
16.534,143.194,negative
0.3395,261.226,negative
39.035,185.413,negative
1.6001,213.524,negative
8.5037,207.781,negative
24.2467,82.3375,negative
9.5101,186.465,negative
7.135,271.691,negative
4.6031,179.801,negative
0.141,373.654,negative
0.514,244.51,negative
3.404,231.728,negative
17.415,284.616,negative
1.696,76.7707,negative
2.337,276.547,negative
45.195,151.186,negative
32.005,139.225,negative
0.141,106.868,negative
5.2515,192.359,negative
8.295,184.046,negative
11.3434,78.3827,negative
4.5885,261.942,negative
32.3548,248.18,negative
61.897,206.174,negative
87.1479,50.0851,negative
13.316,191.172,negative
11.654,124.672,negative
18.4008,210.752,negative
7.689,153.222,negative
1.884,246.495,negative
15.876,166.518,negative
5.219,140.296,negative
1.0667,340.679,negative
0.1665,118.858,negative
79.2348,197.866,negative
23.325,95.7377,negative
2.03,113.391,negative
2.5884,332.298,negative
48.9671,137.768,negative
0.4811,185.71,negative
18.131,105.021,negative
45.5575,150.963,negative
4.1472,244.546,negative
2.858,261.157,negative
1.577,236.494,negative
0.5371,180.135,negative
2.303,153.977,negative
56.2975,92.9938,negative
38.85,107.562,negative
5.526,175.281,negative
4.319,339.751,negative
76.6517,136.464,negative
35.2731,159.314,negative
8.3473,152.829,negative
58.039,99.3764,negative
25.544,188.455,negative
5.584,189.464,negative
35.09,204.587,negative
4.933,226.425,negative
7.58,250.721,negative
41.0503,122.121,negative
73.12,93.218,negative
26.16,236.574,negative
9.6193,174.992,negative
7.6823,63.5566,negative
1.817,244.718,negative
51.496,149.608,negative
0.933,269.535,negative
59.206,170.806,negative
0.391,286.53,negative
1.0956,177.669,negative
70.6744,209.926,negative
14.504,187.088,negative
1.3878,264.491,negative
0.457,200.717,negative
77.509,107.627,negative
2.072,268.105,negative
6.71,57.6624,negative
4.562,154.621,negative
2.0401,258.257,negative
27.015,200.397,negative
50.8703,138.203,negative
26.742,250.407,negative
14.756,228.618,negative
6.1069,216.989,negative
8.6023,184.485,negative
17.6368,50.7272,negative
11.929,177.352,negative
12.632,293.71,negative
0.0621,180.919,negative
17.388,166.891,negative
14.5058,177.162,negative
17.5095,135.167,negative
1.101,232.422,negative
7.1147,223.846,negative
55.833,105.548,negative
16.0875,72.183,negative
16.055,66.3802,negative
1.2147,219.917,negative
57.543,125.776,negative
52.6428,40.1499,negative
33.6702,46.8615,negative
1.7669,372.871,negative
11.0181,314.871,negative
37.42,194.753,negative
26.256,190.149,negative
0.7255,104.047,negative
11.0853,185.27,negative
1.8554,348.887,negative
17.1681,185.295,negative
8.269,267.995,negative
0.0253,319.606,negative
2.6075,284.34,negative
3.9221,219.292,negative
33.034,219.605,negative
27.5608,245.963,negative
69.277,151.613,negative
0.8814,197.488,negative
32.826,155.877,negative
10.379,174.131,negative
7.4092,300.243,negative
15.8411,136.798,negative
10.9353,166.406,negative
24.7031,156.686,negative
18.7547,237.581,negative
5.272,208.324,negative
1.2327,232.544,negative
0.6806,201.366,negative
1.314,231.062,negative
1.2932,210.841,negative
7.9853,168.896,negative
40.2519,103.417,negative
1.126,154.515,negative
33.3063,197.039,negative
22.2377,186.712,negative
