At9,Class
0.8814,negative
32.826,negative
10.379,negative
7.4092,negative
15.8411,negative
10.9353,negative
24.7031,negative
18.7547,negative
5.272,negative
1.2327,negative
0.6806,negative
1.314,negative
1.2932,negative
7.9853,negative
40.2519,negative
1.126,negative
33.3063,negative
22.2377,negative
5.798,negative
13.93,negative
2.948,negative
5.704,negative
4.3993,negative
10.277,negative
19.3335,negative
21.014,negative
31.1069,negative
66.01,negative
4.5449,negative
13.029,negative
0.745,negative
4.504,negative
33.5365,negative
4.36,negative
11.817,negative
3.9083,negative
40.0088,negative
0.9229,negative
2.0615,negative
0.402,negative
39.9594,negative
2.8915,negative
16.72,negative
17.968,negative
4.683,negative
16.343,negative
8.2142,negative
23.7151,negative
1.341,negative
31.877,negative
16.868,negative
0.804,negative
7.1029,negative
36.4032,negative
87.6718,negative
20.7532,negative
19.125,negative
19.9136,negative
39.8891,negative
6.3353,negative
16.8631,negative
3.685,negative
68.712,negative
16.9615,negative
30.43,negative
1.8504,negative
2.109,negative
8.624,negative
71.9164,negative
10.529,negative
3.994,negative
15.1457,negative
4.934,negative
0.669,negative
0.728,negative
4.0898,negative
2.7859,negative
88.2338,negative
35.1875,negative
3.3807,negative
0.565,negative
2.3446,negative
7.802,negative
2.5515,negative
28.3824,negative
62.9714,negative
2.4234,negative
0.5243,negative
14.4261,negative
18.2432,negative
4.8021,negative
8.2692,negative
74.254,negative
4.756,negative
19.7036,negative
7.463,negative
16.4046,negative
52.28,negative
9.987,negative
0.554,negative
28.7838,negative
1.762,negative
9.754,negative
66.1157,negative
3.952,negative
10.7786,negative
13.4796,negative
81.6908,negative
5.5489,negative
16.367,negative
3.438,negative
1.9438,negative
0.294,negative
17.858,negative
2.376,negative
0.7536,negative
41.1662,negative
31.557,negative
12.88,negative
5.69,negative
8.7025,negative
6.402,negative
14.469,negative
4.6566,negative
45.9059,negative
1.7861,negative
9.8372,negative
22.9125,negative
14.8817,negative
14.4978,negative
18.7204,negative
0.3742,negative
3.093,negative
0.0204,negative
3.397,negative
5.9184,negative
64.912,negative
8.94,negative
1.516,negative
7.108,negative
40.5095,negative
7.8933,negative
25.929,negative
33.437,negative
41.11,negative
25.809,negative
7.0683,negative
13.988,negative
4.262,negative
2.2899,negative
75.1662,negative
37.199,negative
1.676,negative
1.408,negative
37.6012,negative
2.971,negative
2.816,negative
1.192,negative
46.6386,negative
58.5288,negative
19.3827,negative
1.9148,negative
2.4355,negative
12.4043,negative
12.621,negative
84.4922,negative
11.7482,negative
5.6601,negative
5.6692,negative
1.006,negative
73.19,negative
0.617,negative
2.556,negative
2.9517,negative
10.139,negative
1.9636,negative
0.2053,negative
0.0549,negative
13.603,negative
45.4106,negative
19.0501,negative
5.7152,negative
1.61,negative
7.7318,negative
25.577,negative
7.4382,negative
7.387,negative
5.646,negative
7.845,negative
20.7,negative
22.5743,negative
9.7906,negative
9.451,negative
6.3722,negative
2.4627,negative
7.658,negative
7.5468,negative
16.762,negative
0.762,negative
8.284,negative
37.141,negative
17.314,negative
1.66,negative
85.4703,negative
1.737,negative
22.0884,negative
4.187,negative
6.501,negative
88.0294,negative
16.37,negative
1.7908,negative
50.4492,negative
17.3602,negative
45.9686,negative
42.3246,negative
3.129,negative
62.1191,negative
72.368,negative
33.7292,negative
2.3428,negative
45.8014,negative
11.283,negative
0.123,negative
6.065,negative
16.144,negative
6.312,negative
30.297,negative
59.4668,negative
84.2938,negative
3.366,negative
11.2824,negative
10.5725,negative
26.131,negative
14.5078,negative
21.1876,negative
19.0682,negative
10.364,negative
7.312,negative
42.5529,negative
55.884,negative
42.632,negative
14.1872,negative
6.1193,negative
9.0222,negative
5.4939,negative
41.866,negative
4.317,negative
2.236,negative
71.177,negative
41.605,negative
10.965,negative
2.755,negative
11.6143,negative
2.2189,negative
15.311,negative
7.208,negative
2.73,negative
2.442,negative
3.9526,negative
10.5073,negative
77.826,negative
56.5349,negative
1.0378,negative
10.066,negative
3.2425,negative
6.862,negative
4.088,negative
3.055,negative
6.9791,negative
12.2655,negative
11.083,negative
14.5319,negative
79.598,negative
8.249,negative
0.8358,negative
15.4188,negative
3.1589,negative
11.124,negative
10.4772,negative
10.836,negative
7.078,negative
81.9378,negative
21.428,negative
10.998,negative
55.1624,negative
11.8961,negative
5.9851,negative
22.259,negative
41.2088,negative
62.781,negative
0.5904,negative
11.261,negative
29.1403,negative
19.1787,negative
1.2098,negative
19.392,negative
1.4238,negative
1.1676,negative
43.723,negative
58.679,negative
0.7768,negative
22.208,negative
11.474,negative
1.638,negative
2.1898,negative
29.98,negative
4.2249,negative
3.4252,negative
29.1631,negative
12.869,negative
64.2235,negative
1.7101,negative
89.7459,negative
4.833,negative
20.797,negative
81.1099,negative
12.113,negative
6.54,negative
13.6579,negative
3.4479,negative
1.542,negative
52.3308,negative
40.3954,negative
4.1168,negative
0.8525,negative
6.7579,negative
8.167,negative
10.4948,negative
4.4324,negative
8.17,negative
1.2447,negative
9.757,negative
6.2998,negative
1.891,negative
0.034,negative
0.4777,negative
3.952,negative
2.881,negative
0.632,negative
3.4996,negative
9.004,negative
5.775,negative
30.898,negative
2.602,negative
29.3634,negative
2.94,negative
0.76,negative
52.828,negative
51.8466,negative
22.48,negative
3.197,negative
33.4211,negative
3.393,negative
4.314,negative
1.8868,negative
7.6904,negative
23.711,negative
33.307,negative
14.1671,negative
12.079,negative
27.138,negative
63.395,negative
66.05,negative
39.389,negative
1.8424,negative
1.3049,negative
0.897,negative
54.997,negative
11.329,negative
60.268,negative
5.59,negative
2.3175,negative
11.757,negative
4.135,negative
5.2049,negative
10.213,negative
2.349,negative
3.38,negative
63.637,negative
1.949,negative
36.5252,negative
2.8194,negative
6.187,negative
68.073,negative
45.808,negative
0.805,negative
12.1643,negative
72.53,negative
5.453,negative
34.5922,negative
62.979,negative
4.845,negative
1.0485,negative
2.425,negative
6.572,negative
71.0923,negative
23.417,negative
0.274,negative
8.953,negative
42.849,negative
30.4737,negative
2.106,negative
4.5248,negative
11.655,negative
8.762,negative
0.2485,negative
0.9466,negative
2,negative
5.406,negative
5.0428,negative
18.205,negative
19.1574,negative
69.4336,negative
89.7028,negative
53.7691,negative
5.6897,negative
0.9098,negative
8.2632,negative
60.3018,negative
0.209,negative
1.156,negative
15.4434,negative
44.277,negative
8.681,negative
40.61,negative
1.0037,negative
38.308,negative
43.3032,negative
59.4695,negative
9.6072,negative
3.9366,negative
15.9992,negative
2.593,negative
3.388,negative
3.679,negative
4.89,negative
2.3493,negative
6.696,negative
19.589,negative
11.901,negative
29.3674,negative
2.96,negative
54.7663,negative
4.861,negative
25.7863,negative
65.913,negative
33.725,negative
13.2776,negative
14.3269,negative
30.271,negative
85.5581,negative
1.323,negative
2.765,negative
0.1056,negative
46.992,negative
0.267,negative
13.846,negative
9.9089,negative
17.847,negative
1.8092,negative
9.716,negative
5.6753,negative
2.4381,negative
26.0542,negative
66.1224,negative
17.2981,negative
16.183,negative
16.4293,negative
6.733,negative
10.285,negative
3.1493,negative
3.465,negative
40.603,negative
9.6339,negative
14.961,negative
4.8668,negative
15.3576,negative
12.001,negative
4.681,negative
11.2674,negative
39.8956,negative
30.836,negative
10.9966,negative
11.697,negative
3.7064,negative
13.5225,negative
4.9852,negative
0.256,negative
2.012,negative
3.837,negative
58.3585,negative
0.0969,negative
13.8,negative
11.4657,negative
8.458,negative
27.672,negative
35.495,negative
6.737,negative
1.3845,negative
1.4092,negative
40.251,negative
55.5492,negative
10.273,negative
84.5089,negative
3.086,negative
2.4303,negative
17.38,negative
16.874,negative
13.848,negative
7.5737,negative
2.561,negative
9.214,negative
51.6669,negative
5.3339,negative
63.5975,negative
0.8093,negative
0.6344,negative
0.524,negative
9.093,negative
5.836,negative
1.407,negative
14.0804,negative
25.297,negative
37.3817,negative
40.824,negative
0.2487,negative
33.6933,negative
17.439,negative
7.475,negative
31.305,negative
8.694,negative
22.7129,negative
2.007,negative
13.1944,negative
17.444,negative
0.683,negative
1.3003,negative
89.6759,negative
18.919,negative
71.5811,negative
5.667,negative
75.863,negative
3.1825,negative
1.603,negative
6.0191,negative
8.869,negative
6.509,negative
14.844,negative
14.908,negative
1.28,negative
35.118,negative
43.4617,negative
24.5831,negative
1.534,negative
5.353,negative
65.6793,negative
5.9543,negative
1.705,negative
1.282,negative
72.4904,negative
0.4014,negative
6.976,negative
7.5904,negative
2.314,negative
66.693,negative
0.302,negative
8.203,negative
12.969,negative
1.591,negative
14.193,negative
4.217,negative
19.1153,negative
7.8407,negative
32.783,negative
7.8384,negative
0.183,negative
13.193,negative
6.7859,negative
0.5,negative
9.172,negative
73.658,negative
12.0685,negative
44.082,negative
4.663,negative
12.2473,negative
5.1845,negative
7.6029,negative
10.5089,negative
2.53,negative
53.6761,negative
1.1294,negative
2.203,negative
0.552,negative
21.57,negative
1.498,negative
2.0557,negative
4.9345,negative
20.859,negative
6.69,negative
35.794,negative
4.5595,negative
34.677,negative
3.357,negative
22.201,negative
0.4882,negative
10.469,negative
8.936,negative
30.035,negative
2.68,negative
0.811,negative
1.7356,negative
26.112,negative
8.542,negative
1.9602,negative
0.984,negative
16.405,negative
66.247,negative
17.713,negative
5.123,negative
0.94,negative
6.2016,negative
5.7762,negative
25.192,negative
1.147,negative
4.047,negative
66.074,negative
25.464,negative
85.521,negative
13.0638,negative
8.4572,negative
24.1144,negative
45.781,negative
2.359,negative
1.1935,negative
4.0951,negative
6.62,negative
9.9488,negative
6.282,negative
3.585,negative
22.151,negative
2.8085,negative
7.564,negative
10.5115,negative
1.3186,negative
22.4192,negative
1.385,negative
1.8163,negative
1.293,negative
0.216,negative
21.7968,negative
23.4769,negative
58.6235,negative
12.3916,negative
22.3013,negative
24.9009,negative
13.602,negative
81.2154,negative
85.4646,negative
51.7341,negative
19.8899,negative
3.879,negative
15.654,negative
28.0696,negative
75.209,negative
15.2489,negative
0.107,negative
40.2122,negative
10.4307,negative
1.7133,negative
5.414,negative
9.1922,negative
2.008,negative
7.331,negative
0.181,negative
7.742,negative
4.9939,negative
2.9371,negative
3.525,negative
25.6089,negative
9.3069,negative
4.405,negative
4.2502,negative
5.493,negative
5.913,negative
2.006,negative
3.0817,negative
3.617,negative
15.89,negative
2.8761,negative
0.8412,negative
3.778,negative
52.2617,negative
5.396,negative
9.604,negative
18.03,negative
1.1868,negative
15.15,negative
11.0782,negative
47.746,negative
37.9375,negative
0.0103,negative
0.851,negative
13.9853,negative
10.381,negative
2.8978,negative
25.23,negative
0.249,negative
2.662,negative
2.701,negative
19.4692,negative
9.565,negative
67.16,negative
1.7041,negative
8.0874,negative
0.083,negative
4.3625,negative
3.6947,negative
22.441,negative
5.011,negative
0.839,negative
2.0902,negative
24.205,negative
4.1823,negative
0.3038,negative
6.675,negative
41.911,negative
68.446,negative
4.1285,negative
24.7313,negative
5.887,negative
5.2636,negative
4.439,negative
80.7121,negative
2.858,negative
25.035,negative
64.5625,negative
73.7915,negative
52.542,negative
0.593,negative
8.891,negative
3.335,negative
12.295,negative
6.3777,negative
4.1101,negative
3.3458,negative
2.019,negative
8.145,negative
1.415,negative
1.0066,negative
50.5733,negative
1.8785,negative
46.468,negative
2.1568,negative
12.261,negative
13.157,negative
16.5835,negative
0.0857,negative
14.0382,negative
1.926,negative
5.521,negative
20.0586,negative
16.7337,negative
80.5135,negative
2.992,negative
5.5299,negative
29.068,negative
5.86,negative
4.067,negative
2.163,negative
1.0133,negative
55.18,negative
11.399,negative
8.536,negative
2.985,negative
6.1169,negative
2.393,negative
45.7173,negative
45.0304,negative
0.075,negative
2.3023,negative
4.8629,negative
13.962,negative
8.311,negative
31.2984,negative
11.6695,negative
1.7337,negative
32.3326,negative
5.01,negative
3.241,negative
0.5826,negative
10.515,negative
4.319,negative
26.944,negative
21.498,negative
18.579,negative
10.223,negative
1.5315,negative
0.539,negative
20.0004,negative
0.051,negative
11.1686,negative
3.347,negative
10.291,negative
24.91,negative
2.8916,negative
5.9571,negative
7.5907,negative
57.0635,negative
32.221,negative
0.8,negative
20.3915,negative
5.938,negative
5.207,negative
22.6447,negative
35.37,negative
1.3108,negative
0.5504,negative
87.0857,negative
25.26,negative
5.438,negative
3.104,negative
1.9326,negative
13.5661,negative
0.5462,negative
1.6003,negative
3.235,negative
7.4349,negative
45.65,negative
16.5815,negative
18.9,negative
48.887,negative
0.792,negative
72.931,negative
6.6615,negative
43.706,negative
4.106,negative
7.8241,negative
37.114,negative
37.3532,negative
29.3578,negative
2.215,negative
8.113,negative
3.735,negative
50.266,negative
4.207,negative
2.521,negative
39.7158,negative
2.162,negative
6.707,negative
0.035,negative
0.542,negative
3.2282,negative
7.058,negative
0.7342,negative
2.9665,negative
80.2307,negative
65.2818,negative
4.167,negative
3.789,negative
85.9814,negative
2.1094,negative
6.738,negative
71.603,negative
16.397,negative
28.505,negative
8.451,negative
0.806,negative
10.748,negative
8.5585,negative
3.1073,negative
15.053,negative
3.333,negative
9.87,negative
19.1765,negative
0.057,negative
56.894,negative
7.629,negative
17.0656,negative
66.0852,negative
3.6056,negative
1.3782,negative
9.8871,negative
1.0525,negative
9.529,negative
77.975,negative
1.7384,negative
3.3108,negative
39.9572,negative
41.4781,negative
35.946,negative
3.429,negative
17.559,negative
2.176,negative
27.1336,negative
5.8671,negative
9.3104,negative
24.449,negative
3.863,negative
11.2393,negative
27.5998,negative
76.4614,negative
5.1913,negative
1.4735,negative
29.936,negative
13.183,negative
14.407,negative
14.3159,negative
7.357,negative
8.2049,negative
82.5247,negative
19.691,negative
2.8079,negative
23.7489,negative
6.4855,negative
32.443,negative
18.8033,negative
5.0398,negative
7.7895,negative
9.5687,negative
78.726,negative
62.3504,negative
16.855,negative
10.313,negative
9.544,negative
10.8057,negative
34.636,negative
4.042,negative
45.254,negative
49.329,negative
7.9672,negative
0.276,negative
6.193,negative
1.6146,negative
16.5212,negative
63.3662,negative
10.0734,negative
2.076,negative
3.634,negative
28.938,negative
19.6912,negative
18.9656,negative
6.4861,negative
3.0025,negative
3.631,negative
16.506,negative
11.0105,negative
55.5217,negative
26.8293,negative
5.9332,negative
12.9888,negative
49.8459,negative
6.411,negative
7.611,negative
32.589,negative
13.5301,negative
72.4626,negative
8.1095,negative
