Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
133.3,22.66,184.1,15.65,13.5,3.65,1,negative
167.8,28.53,212.9,18.1,13,3.51,5,negative
174.6,29.68,310.6,26.4,9,2.43,1,negative
150.3,25.55,255.9,21.75,12.5,3.38,2,negative
283.2,48.14,239.7,20.37,6.3,1.7,5,negative
157.8,26.83,161.5,13.73,8.7,2.35,5,positive
141.2,24,149.1,12.67,7,1.89,2,negative
230.2,39.13,196.1,16.67,10.4,2.81,1,negative
237.8,40.43,208.9,17.76,15.6,4.21,2,positive
204,34.68,168.5,14.32,13.3,3.59,3,positive
221.1,37.59,178.6,15.18,7.4,2,1,negative
177.2,30.12,142.6,12.12,12.7,3.43,4,negative
118,20.06,248.1,21.09,5.3,1.43,1,negative
163.8,27.85,255.6,21.73,15.7,4.24,0,negative
141.3,24.02,230.4,19.58,9.4,2.54,3,negative
272.5,46.33,226.1,19.22,16.4,4.43,3,positive
118.9,20.21,228.3,19.41,8.2,2.21,2,negative
7.9,1.34,136.4,11.59,12.1,3.27,0,negative
159.5,27.12,167.2,14.21,10.2,2.75,0,negative
150.2,25.53,185.7,15.78,12.1,3.27,1,negative
144.5,24.57,262.3,22.3,12,3.24,2,negative
140.7,23.92,210.9,17.93,12.4,3.35,2,negative
169.2,28.76,216.8,18.43,12.6,3.4,1,negative
220.8,37.54,148.5,12.62,7.6,2.05,2,negative
216.3,36.77,266.3,22.64,4.5,1.22,0,negative
169.5,28.82,157.6,13.4,10.6,2.86,0,negative
256.3,43.57,258.1,21.94,11.7,3.16,1,negative
179.7,30.55,299.8,25.48,7.6,2.05,1,negative
266,45.22,130.1,11.06,13.1,3.54,3,negative
96.7,16.44,193.8,16.47,9.7,2.62,2,negative
82.7,14.06,194.6,16.54,10.9,2.94,0,negative
168.2,28.59,161.7,13.74,10.1,2.73,3,negative
286.4,48.69,178.2,15.15,10.7,2.89,1,positive
174.3,29.63,186.6,15.86,12.9,3.48,3,negative
190.6,32.4,161.7,13.74,13,3.51,1,negative
175.5,29.84,205.1,17.43,17.8,4.81,4,negative
133.4,22.68,204.6,17.39,11.1,3,1,negative
204.6,34.78,136,11.56,6.6,1.78,3,negative
242.2,41.17,233.2,19.82,6.2,1.67,3,negative
253.1,43.03,210.1,17.86,11.9,3.21,3,negative
130,22.1,185.3,15.75,8.3,2.24,0,negative
105.9,18,189.6,16.12,12.7,3.43,0,negative
194.2,33.01,193.8,16.47,9.3,2.51,3,negative
183.8,31.25,123.5,10.5,6.1,1.65,1,negative
196.5,33.41,190,16.15,10.8,2.92,2,negative
184.5,31.37,172,14.62,13.7,3.7,3,negative
261.9,44.52,148.1,12.59,13.8,3.73,0,negative
202.4,34.41,260.2,22.12,9.2,2.48,3,negative
167.4,28.46,172.7,14.68,9.5,2.57,3,negative
167.7,28.51,246.8,20.98,7.5,2.03,1,negative
191.7,32.59,193,16.41,11.1,3,1,negative
240.2,40.83,230.3,19.58,5.2,1.4,2,negative
189.1,32.15,178.2,15.15,11.1,3,1,negative
127.7,21.71,182.9,15.55,10.6,2.86,1,negative
205.2,34.88,99.5,8.46,13.4,3.62,1,negative
153.6,26.11,216.9,18.44,12.6,3.4,2,negative
154.5,26.27,193.6,16.46,13.4,3.62,2,negative
153.7,26.13,194,16.49,14.1,3.81,1,negative
171.2,29.1,185.8,15.79,10.8,2.92,1,negative
328.1,55.78,151.7,12.89,8.7,2.35,1,positive
145.9,24.8,208.2,17.7,14.4,3.89,0,positive
201.2,34.2,280.1,23.81,11.8,3.19,1,negative
139.1,23.65,246,20.91,11.4,3.08,5,negative
118.9,20.21,278.3,23.66,13.2,3.56,2,negative
217.6,36.99,279,23.72,10.4,2.81,2,positive
145,24.65,209.1,17.77,14.6,3.94,1,negative
203.5,34.6,289.6,24.62,8.7,2.35,3,negative
240.1,40.82,180.4,15.33,8,2.16,3,negative
83.8,14.25,240.2,20.42,6.7,1.81,1,negative
269.8,45.87,228.8,19.45,10.1,2.73,1,positive
126.3,21.47,209.6,17.82,10.6,2.86,1,negative
88.1,14.98,175.9,14.95,9.7,2.62,2,negative
218.5,37.15,196.7,16.72,9.9,2.67,2,negative
236.8,40.26,263.4,22.39,11.2,3.02,1,negative
124.1,21.1,192.8,16.39,6.4,1.73,3,negative
184.2,31.31,167.5,14.24,10,2.7,0,negative
222.7,37.86,277,23.55,13.6,3.67,4,negative
149.2,25.36,193.6,16.46,11.1,3,1,negative
206.5,35.11,180.2,15.32,12.2,3.29,3,negative
159.7,27.15,168.8,14.35,9.6,2.59,3,negative
204.7,34.8,209.4,17.8,7,1.89,2,negative
213.2,36.24,120.7,10.26,7.5,2.03,1,negative
269.6,45.83,171.7,14.59,8.2,2.21,1,negative
116.7,19.84,213.8,18.17,9.7,2.62,2,negative
263.4,44.78,235.5,20.02,13,3.51,0,negative
140.2,23.83,213.9,18.18,7.1,1.92,1,negative
197.7,33.61,127.6,10.85,13.5,3.65,1,negative
136.2,23.15,220.9,18.78,13.3,3.59,3,negative
88.5,15.05,178.8,15.2,11.5,3.11,2,negative
215.3,36.6,242.4,20.6,12.1,3.27,0,negative
269.2,45.76,193.8,16.47,8.9,2.4,3,positive
203.8,34.65,267.1,22.7,7.3,1.97,0,negative
268.4,45.63,222.2,18.89,10.3,2.78,0,negative
159.1,27.05,269.8,22.93,10.3,2.78,1,negative
114.4,19.45,127.7,10.85,10.1,2.73,2,negative
138.9,23.61,208.9,17.76,9.2,2.48,2,negative
186,31.62,237.4,20.18,12.2,3.29,1,negative
170.4,28.97,254.5,21.63,15.1,4.08,0,negative
164.5,27.97,230.9,19.63,9.9,2.67,4,negative
168.6,28.66,168.6,14.33,12.3,3.32,1,negative
261.2,44.4,250.8,21.32,9.8,2.65,0,positive
190.5,32.39,178.4,15.16,13.1,3.54,1,negative
181.1,30.79,314.4,26.72,4.2,1.13,2,negative
177.1,30.11,114.7,9.75,6.5,1.76,3,negative
160.5,27.29,240.5,20.44,11.3,3.05,1,negative
134.7,22.9,295.3,25.1,6.6,1.78,2,negative
198.2,33.69,139.1,11.82,8.8,2.38,2,negative
228.9,38.91,255.7,21.73,10.1,2.73,4,positive
241.7,41.09,135.8,11.54,13.1,3.54,0,negative
131.1,22.29,176.2,14.98,4.3,1.16,1,negative
234.1,39.8,200.2,17.02,13.1,3.54,2,negative
200.1,34.02,300.9,25.58,11.9,3.21,0,negative
154,26.18,94.4,8.02,10.1,2.73,1,negative
224.2,38.11,189.6,16.12,9.8,2.65,0,negative
148.3,25.21,181.6,15.44,8.3,2.24,3,negative
174.6,29.68,176.6,15.01,8.8,2.38,2,negative
138.5,23.55,153.2,13.02,11.1,3,1,negative
109,18.53,265.8,22.59,12.6,3.4,1,negative
162.3,27.59,212.5,18.06,11.1,3,4,negative
210.8,35.84,189.6,16.12,16.4,4.43,2,negative
142.4,24.21,318.7,27.09,11.1,3,1,negative
223.5,38,235.1,19.98,10.6,2.86,2,negative
182.5,31.03,232.1,19.73,7.5,2.03,2,negative
219.6,37.33,141.1,11.99,10.8,2.92,2,negative
193.6,32.91,238.2,20.25,12.9,3.48,0,negative
192.4,32.71,156.9,13.34,11,2.97,0,negative
236.2,40.15,189.4,16.1,13.3,3.59,0,negative
233.2,39.64,113.3,9.63,16.1,4.35,0,negative
158.8,27,188.5,16.02,9.8,2.65,2,negative
126.1,21.44,274.7,23.35,9.8,2.65,1,negative
290.4,49.37,253.9,21.58,10.1,2.73,3,positive
60.6,10.3,165.9,14.1,13.3,3.59,0,negative
148.4,25.23,193.8,16.47,6.9,1.86,0,negative
246.5,41.91,216.3,18.39,12.7,3.43,2,negative
298.1,50.68,201.3,17.11,9.7,2.62,2,positive
119.3,20.28,185.1,15.73,10.9,2.94,2,negative
242.5,41.23,232.9,19.8,9.6,2.59,0,negative
222.1,37.76,160.6,13.65,13.6,3.67,0,positive
236.2,40.15,273.9,23.28,10.1,2.73,2,positive
144.2,24.51,212.2,18.04,9.5,2.57,0,negative
154.6,26.28,241.6,20.54,12.6,3.4,3,negative
137.4,23.36,176.7,15.02,10.2,2.75,2,negative
103.7,17.63,127,10.8,14.4,3.89,0,negative
136.6,23.22,209.4,17.8,12.2,3.29,4,positive
289.8,49.27,255.6,21.73,11.7,3.16,2,positive
260.9,44.35,168.5,14.32,13.3,3.59,3,negative
196.2,33.35,176.5,15,15.2,4.1,0,positive
195.6,33.25,126.4,10.74,14.2,3.83,1,negative
222.2,37.77,162.5,13.81,11.9,3.21,4,negative
172.9,29.39,183,15.56,9.8,2.65,0,positive
249.8,42.47,242.4,20.6,11.6,3.13,0,positive
154.5,26.27,216.2,18.38,13.7,3.7,1,negative
90.4,15.37,276.2,23.48,12.7,3.43,1,negative
268.8,45.7,246.6,20.96,16.4,4.43,0,negative
106.1,18.04,157.6,13.4,8.1,2.19,1,negative
27,4.59,160.9,13.68,10.7,2.89,3,negative
140.1,23.82,223.4,18.99,3.8,1.03,1,negative
245,41.65,180.4,15.33,9.7,2.62,1,negative
196.7,33.44,205.9,17.5,11.2,3.02,3,negative
131.2,22.3,106.5,9.05,10.2,2.75,2,negative
149.6,25.43,239.8,20.38,7.4,2,2,negative
239.8,40.77,251.8,21.4,10.9,2.94,1,negative
142.1,24.16,193,16.41,11,2.97,1,negative
115.4,19.62,178.7,15.19,6,1.62,3,negative
193,32.81,224.8,19.11,10.3,2.78,2,negative
206.1,35.04,224.6,19.09,13,3.51,1,negative
160.3,27.25,221.3,18.81,11.2,3.02,0,negative
199.9,33.98,288.4,24.51,11.3,3.05,1,negative
213.1,36.23,206.2,17.53,8.9,2.4,0,negative
178.3,30.31,235,19.98,10.9,2.94,3,negative
252.3,42.89,207,17.6,12,3.24,3,positive
197.7,33.61,136.7,11.62,13.2,3.56,4,negative
111.1,18.89,217.9,18.52,6.6,1.78,2,negative
96.5,16.41,210.2,17.87,12.5,3.38,1,positive
156.9,26.67,122.2,10.39,11.3,3.05,3,negative
123.3,20.96,170,14.45,12.7,3.43,1,negative
193.7,32.93,183.2,15.57,10.8,2.92,1,negative
206.9,35.17,167.7,14.25,10.9,2.94,0,negative
249.8,42.47,261.9,22.26,12.7,3.43,3,positive
144,24.48,224.7,19.1,10,2.7,1,negative
299.5,50.92,163.4,13.89,11.6,3.13,0,negative
226,38.42,304.6,25.89,12.6,3.4,2,positive
137.6,23.39,143.5,12.2,9.6,2.59,2,negative
211.7,35.99,139.2,11.83,11.1,3,1,negative
89.7,15.25,179.8,15.28,9.5,2.57,2,negative
197.6,33.59,246.5,20.95,12.5,3.38,2,negative
270,45.9,256.6,21.81,12,3.24,2,positive
224.7,38.2,192,16.32,11.3,3.05,3,negative
194.3,33.03,123.6,10.51,10.2,2.75,2,negative
47.7,8.11,264.4,22.47,13.2,3.56,0,positive
190.1,32.32,182.2,15.49,13,3.51,1,negative
89.5,15.22,339.9,28.89,7.9,2.13,1,positive
182.6,31.04,154.5,13.13,12.1,3.27,0,negative
205.5,34.94,298.5,25.37,6.9,1.86,1,negative
231.5,39.36,266.9,22.69,7.4,2,1,negative
251.3,42.72,252.5,21.46,9.9,2.67,3,positive
171.2,29.1,243.5,20.7,13,3.51,2,negative
197.9,33.64,251,21.34,11.2,3.02,2,negative
134.8,22.92,204.1,17.35,6.7,1.81,1,negative
191.4,32.54,168.5,14.32,10.3,2.78,1,negative
174.5,29.67,197.4,16.78,10.6,2.86,0,negative
177.4,30.16,226.2,19.23,10.9,2.94,0,negative
182.1,30.96,211.5,17.98,6.8,1.84,1,negative
222.4,37.81,165.4,14.06,11.2,3.02,0,negative
47.8,8.13,178.9,15.21,13.3,3.59,0,positive
121.8,20.71,89.3,7.59,10.3,2.78,1,negative
143.5,24.4,189.3,16.09,8.8,2.38,3,negative
164.9,28.03,210.4,17.88,7.8,2.11,2,negative
193.6,32.91,148.7,12.64,13.1,3.54,2,negative
101.1,17.19,263.2,22.37,7.3,1.97,0,negative
92.3,15.69,193.1,16.41,11.6,3.13,2,negative
168.9,28.71,123.9,10.53,2.9,0.78,2,negative
219.2,37.26,206,17.51,15,4.05,1,negative
178.1,30.28,242.8,20.64,13,3.51,0,negative
146.5,24.91,284.5,24.18,14,3.78,3,negative
172.3,29.29,266.2,22.63,11.8,3.19,1,negative
190.9,32.45,149.7,12.72,13,3.51,1,negative
232.1,39.46,327.1,27.8,10.9,2.94,3,positive
169.2,28.76,173.3,14.73,12.4,3.35,4,positive
123.8,21.05,319,27.12,7.3,1.97,2,negative
96,16.32,177,15.05,9.7,2.62,3,negative
93.4,15.88,252,21.42,10.9,2.94,1,negative
90.6,15.4,170.6,14.5,5.4,1.46,1,negative
152.9,25.99,256.6,21.81,5.3,1.43,2,negative
257.9,43.84,211.6,17.99,9.4,2.54,2,negative
85.2,14.48,230.4,19.58,9,2.43,2,negative
160,27.2,184.5,15.68,6.1,1.65,1,negative
182.9,31.09,292.4,24.85,11.5,3.11,0,negative
216.2,36.75,222.2,18.89,3.1,0.84,2,negative
261.7,44.49,181.8,15.45,3.3,0.89,0,negative
241.2,41,174.3,14.82,8.5,2.3,2,negative
177.2,30.12,123.5,10.5,8.4,2.27,1,negative
89.5,15.22,180.8,15.37,14,3.78,2,negative
200.3,34.05,197.8,16.81,10.4,2.81,1,negative
145,24.65,294.3,25.02,11,2.97,4,positive
159.5,27.12,119.7,10.17,6.8,1.84,2,negative
151.8,25.81,138,11.73,11.2,3.02,3,negative
176.2,29.95,236,20.06,10.6,2.86,1,negative
152.1,25.86,121,10.29,9.8,2.65,0,negative
161.3,27.42,220.6,18.75,9.6,2.59,1,negative
171.7,29.19,144.5,12.28,6.8,1.84,3,negative
278.9,47.41,190.2,16.17,11.7,3.16,0,positive
213,36.21,226.2,19.23,11.1,3,4,negative
242.9,41.29,170.9,14.53,4.8,1.3,1,negative
217.2,36.92,303.4,25.79,12.4,3.35,0,positive
175.9,29.9,285.2,24.24,13,3.51,1,negative
303.2,51.54,170.5,14.49,11.5,3.11,0,positive
238.9,40.61,187.2,15.91,11.8,3.19,2,negative
189.6,32.23,179,15.22,11.4,3.08,2,negative
133.3,22.66,247.8,21.06,11.3,3.05,5,positive
92.7,15.76,127.8,10.86,9.9,2.67,3,negative
177.2,30.12,248.9,21.16,8.6,2.32,3,negative
184.5,31.37,209,17.77,10.2,2.75,2,negative
176.1,29.94,159.4,13.55,12.1,3.27,0,negative
204.7,34.8,143.1,12.16,11,2.97,6,negative
143.6,24.41,134.3,11.42,15.5,4.19,2,negative
179.3,30.48,188.8,16.05,12.1,3.27,1,negative
137.3,23.34,212.2,18.04,10.5,2.84,1,negative
237.8,40.43,223.5,19,10.2,2.75,2,negative
203.7,34.63,216.4,18.39,7.6,2.05,2,negative
191.3,32.52,250.7,21.31,17.6,4.75,2,negative
209.1,35.55,205,17.43,7.8,2.11,2,negative
88.8,15.1,109.6,9.32,7.1,1.92,3,negative
97.2,16.52,155.6,13.23,12.4,3.35,0,negative
137.9,23.44,192.6,16.37,11,2.97,1,negative
224.3,38.13,185.7,15.78,10,2.7,2,negative
207.6,35.29,152.7,12.98,9.7,2.62,1,negative
268.1,45.58,120.5,10.24,14.4,3.89,2,negative
166.7,28.34,179.3,15.24,6.8,1.84,4,positive
267.1,45.41,180.4,15.33,17.3,4.67,1,positive
181.8,30.91,198.6,16.88,9.3,2.51,2,negative
147.1,25.01,199.7,16.97,13.7,3.7,0,negative
37.7,6.41,144.1,12.25,4.9,1.32,1,negative
185,31.45,224.9,19.12,11.4,3.08,2,negative
156.4,26.59,171,14.54,8.6,2.32,2,negative
239.3,40.68,195.7,16.63,10.9,2.94,1,negative
215.5,36.64,161.9,13.76,8.8,2.38,2,negative
134.9,22.93,211.5,17.98,11.3,3.05,1,negative
194.8,33.12,209.9,17.84,12.8,3.46,0,negative
239.1,40.65,209.1,17.77,13.3,3.59,5,negative
92.6,15.74,177.6,15.1,14.4,3.89,3,negative
209.4,35.6,211.5,17.98,7.2,1.94,1,negative
197.6,33.59,164.5,13.98,6.4,1.73,1,negative
17.6,2.99,161.7,13.74,10.6,2.86,1,negative
62.9,10.69,202.9,17.25,8.9,2.4,1,negative
202.3,34.39,69.2,5.88,6.7,1.81,1,negative
136.1,23.14,181.4,15.42,11.3,3.05,0,negative
207,35.19,167.4,14.23,2.6,0.7,1,negative
207.9,35.34,233.5,19.85,13.5,3.65,1,negative
276.5,47.01,195.6,16.63,7.2,1.94,1,positive
313.8,53.35,147.7,12.55,10.1,2.73,3,negative
288.5,49.05,203.4,17.29,13,3.51,1,negative
210.9,35.85,329.3,27.99,9.4,2.54,4,negative
64.9,11.03,184.1,15.65,14.6,3.94,1,negative
243.5,41.4,236.8,20.13,9,2.43,1,negative
197,33.49,203.7,17.31,8.7,2.35,3,negative
278,47.26,253.2,21.52,8.7,2.35,0,negative
219.9,37.38,222.1,18.88,10,2.7,1,negative
313.2,53.24,216.3,18.39,12.8,3.46,2,positive
145.7,24.77,191,16.24,11.3,3.05,0,negative
75.8,12.89,173.6,14.76,8.2,2.21,0,negative
195.9,33.3,228.6,19.43,12.2,3.29,3,negative
132,22.44,231.2,19.65,8.7,2.35,1,negative
124,21.08,262.1,22.28,11.7,3.16,2,negative
171.9,29.22,159,13.52,7.6,2.05,2,negative
249.4,42.4,209.5,17.81,9.9,2.67,4,negative
228.4,38.83,145.1,12.33,7.7,2.08,0,negative
168.6,28.66,205.1,17.43,5.9,1.59,3,negative
123.7,21.03,248.5,21.12,13.3,3.59,0,negative
178.7,30.38,252.3,21.45,8.4,2.27,1,negative
113.2,19.24,185.5,15.77,9.5,2.57,1,negative
142.4,24.21,313.7,26.66,13.4,3.62,2,negative
204.2,34.71,205.9,17.5,8.3,2.24,0,negative
149.7,25.45,212.5,18.06,12.6,3.4,3,negative
227.1,38.61,120.5,10.24,4.7,1.27,5,positive
155.3,26.4,169.9,14.44,12.6,3.4,2,negative
156.4,26.59,185.5,15.77,11.8,3.19,1,negative
148.7,25.28,167.3,14.22,10.4,2.81,0,negative
271.7,46.19,155.1,13.18,6.6,1.78,3,negative
193.7,32.93,126.9,10.79,8.8,2.38,0,negative
245.5,41.74,292.7,24.88,10.8,2.92,1,negative
245.3,41.7,259.9,22.09,10.7,2.89,3,positive
196.1,33.34,236.8,20.13,11.9,3.21,0,negative
134.1,22.8,195.1,16.58,10.5,2.84,2,negative
225,38.25,191.3,16.26,9.1,2.46,1,negative
189.7,32.25,115.9,9.85,7.4,2,0,negative
142.9,24.29,177.9,15.12,6.6,1.78,0,negative
175.6,29.85,238,20.23,10.2,2.75,1,negative
92.4,15.71,219,18.62,12.9,3.48,2,negative
92.8,15.78,159.6,13.57,8.8,2.38,1,negative
221.7,37.69,236.1,20.07,8,2.16,0,negative
159.6,27.13,276.8,23.53,8.8,2.38,0,negative
144.5,24.57,180.5,15.34,17,4.59,2,negative
159.1,27.05,202.5,17.21,11.5,3.11,2,negative
49.9,8.48,150.7,12.81,10.1,2.73,2,negative
116.9,19.87,232.4,19.75,11,2.97,0,negative
150,25.5,89.8,7.63,11.1,3,3,negative
254.4,43.25,159.3,13.54,6,1.62,1,negative
270.7,46.02,200.7,17.06,10.9,2.94,3,negative
207,35.19,173.8,14.77,12.1,3.27,1,negative
145.3,24.7,303.8,25.82,8.9,2.4,0,negative
230.7,39.22,233.8,19.87,13.5,3.65,3,negative
151.5,25.76,242.2,20.59,10.8,2.92,1,negative
146.1,24.84,196.2,16.68,9.2,2.48,0,negative
256,43.52,187.4,15.93,11.5,3.11,3,negative
200.2,34.03,244.4,20.77,11.6,3.13,3,negative
150.7,25.62,246.7,20.97,7,1.89,2,negative
186,31.62,66,5.61,12.9,3.48,1,negative
212.9,36.19,187,15.9,6.3,1.7,3,negative
194.8,33.12,213.4,18.14,11.5,3.11,0,negative
272.5,46.33,253,21.51,8.7,2.35,3,negative
135.1,22.97,205.2,17.44,11.7,3.16,1,negative
154.6,26.28,263,22.36,15.5,4.19,1,negative
230.5,39.19,265.8,22.59,10.6,2.86,5,negative
165.4,28.12,203.7,17.31,8.2,2.21,1,negative
143.3,24.36,230.7,19.61,7.8,2.11,4,positive
271.1,46.09,237,20.15,9.8,2.65,2,positive
253.5,43.1,117.9,10.02,14,3.78,0,negative
167.1,28.41,131.8,11.2,9.4,2.54,6,positive
168.3,28.61,87.6,7.45,8.4,2.27,1,negative
104.7,17.8,249.8,21.23,8.9,2.4,1,negative
135.4,23.02,238.1,20.24,10.6,2.86,1,negative
191.4,32.54,361.8,30.75,7.2,1.94,1,negative
158.7,26.98,198.4,16.86,10.5,2.84,1,negative
144.8,24.62,164.9,14.02,8.2,2.21,2,negative
98.8,16.8,146.9,12.49,10,2.7,3,negative
157.8,26.83,203.2,17.27,10,2.7,3,positive
163,27.71,312.8,26.59,11.6,3.13,1,negative
181.6,30.87,335.7,28.53,8.3,2.24,4,negative
129,21.93,188,15.98,11.2,3.02,2,negative
86,14.62,260.7,22.16,8.9,2.4,1,negative
193.9,32.96,189.8,16.13,12.6,3.4,0,negative
109.4,18.6,244.7,20.8,7.1,1.92,0,negative
188.9,32.11,153.6,13.06,10.2,2.75,2,negative
179.9,30.58,170,14.45,13.8,3.73,1,positive
183.4,31.18,281.3,23.91,8.2,2.21,1,negative
288.1,48.98,137.9,11.72,0,0,0,negative
169.2,28.76,149.9,12.74,4.6,1.24,2,negative
195.5,33.24,171.6,14.59,13.5,3.65,1,positive
264.4,44.95,219.6,18.67,11.3,3.05,2,negative
207.7,35.31,210.6,17.9,9.6,2.59,0,negative
169.5,28.82,112.9,9.6,8.7,2.35,0,negative
141.5,24.06,263,22.36,3.4,0.92,2,negative
154.8,26.32,244,20.74,12.8,3.46,0,negative
133.5,22.7,219.6,18.67,11.7,3.16,1,negative
273.2,46.44,211.1,17.94,13.1,3.54,2,positive
224.6,38.18,225.9,19.2,12.5,3.38,2,negative
273.8,46.55,289.7,24.62,5.8,1.57,2,positive
159.5,27.12,275.5,23.42,10.1,2.73,1,positive
104,17.68,197,16.75,14.6,3.94,0,negative
115.4,19.62,217.4,18.48,13.1,3.54,1,negative
222.1,37.76,199.4,16.95,9.4,2.54,2,negative
116.4,19.79,95.6,8.13,10.5,2.84,3,negative
217.7,37.01,231.7,19.69,0,0,3,negative
129.4,22,157.3,13.37,13.3,3.59,0,negative
161.8,27.51,273,23.21,13.7,3.7,0,negative
198.8,33.8,238.6,20.28,11.5,3.11,1,negative
147.8,25.13,147.4,12.53,14,3.78,1,negative
262.3,44.59,198.9,16.91,6.6,1.78,3,negative
246.4,41.89,160.3,13.63,7.6,2.05,1,negative
174.3,29.63,140.2,11.92,9,2.43,4,positive
183.4,31.18,168.8,14.35,9.9,2.67,4,negative
191.9,32.62,200.9,17.08,18.2,4.91,1,negative
187.8,31.93,154.6,13.14,10.1,2.73,2,negative
259.7,44.15,152.7,12.98,10.2,2.75,0,negative
180.4,30.67,194,16.49,8.4,2.27,0,negative
51.8,8.81,230.2,19.57,10.4,2.81,2,negative
303.9,51.66,232.2,19.74,5.8,1.57,1,positive
123.7,21.03,172.6,14.67,8.8,2.38,1,positive
206.2,35.05,164.5,13.98,12.6,3.4,3,negative
164.3,27.93,233.7,19.86,11.8,3.19,2,negative
228.6,38.86,132.8,11.29,10.1,2.73,9,positive
200.4,34.07,131.1,11.14,7.6,2.05,1,negative
154.3,26.23,183,15.56,10.9,2.94,0,negative
122.9,20.89,233.5,19.85,9.6,2.59,2,negative
220.8,37.54,265.7,22.58,6.4,1.73,0,negative
214.6,36.48,251.7,21.39,13.9,3.75,0,negative
202,34.34,184.3,15.67,7.4,2,2,positive
209.5,35.62,109.6,9.32,9.1,2.46,6,positive
297.9,50.64,238.1,20.24,8.9,2.4,1,positive
212.8,36.18,189.8,16.13,10.6,2.86,0,positive
145.6,24.75,284.7,24.2,12.2,3.29,0,negative
152.9,25.99,213.2,18.12,10.8,2.92,2,negative
125.4,21.32,269.1,22.87,11,2.97,1,negative
138.3,23.51,80.6,6.85,8.3,2.24,0,negative
189.3,32.18,174.9,14.87,11.2,3.02,3,negative
199.3,33.88,194.8,16.56,14.3,3.86,4,negative
247.5,42.08,108.5,9.22,10.6,2.86,2,negative
294.9,50.13,192.8,16.39,13.2,3.56,1,positive
175.4,29.82,155.3,13.2,11.5,3.11,1,negative
179.4,30.5,143,12.16,11.2,3.02,1,negative
126.8,21.56,293.6,24.96,8.4,2.27,0,negative
239.7,40.75,281.7,23.94,11.4,3.08,1,positive
143,24.31,212.2,18.04,15.3,4.13,5,positive
91.9,15.62,198.4,16.86,13,3.51,2,negative
210.4,35.77,176.6,15.01,15.5,4.19,1,negative
201.3,34.22,203.7,17.31,6.4,1.73,1,positive
145.6,24.75,287.9,24.47,9.2,2.48,2,negative
203.5,34.6,200.3,17.03,13.4,3.62,1,positive
232.4,39.51,153.3,13.03,10.5,2.84,1,negative
86.5,14.71,285.2,24.24,8.7,2.35,2,negative
109.9,18.68,220.8,18.77,10.9,2.94,0,negative
156,26.52,276.1,23.47,9.3,2.51,1,negative
326.3,55.47,165.1,14.03,7.5,2.03,1,positive
195,33.15,198.5,16.87,14.8,4,0,negative
110,18.7,147.3,12.52,6.4,1.73,0,negative
147.1,25.01,161,13.69,9,2.43,5,positive
156,26.52,256.8,21.83,11.9,3.21,2,negative
98.2,16.69,186.7,15.87,9.3,2.51,2,negative
210.6,35.8,153.1,13.01,11,2.97,0,negative
239.9,40.78,261.6,22.24,8.9,2.4,2,positive
159.9,27.18,179.9,15.29,11.6,3.13,2,positive
197.8,33.63,133.9,11.38,10.9,2.94,4,positive
115.4,19.62,166.2,14.13,15.2,4.1,2,negative
123.8,21.05,236.2,20.08,3.7,1,0,negative
117.6,19.99,196.3,16.69,6.4,1.73,1,negative
105.3,17.9,197.4,16.78,8.6,2.32,2,negative
111.7,18.99,237.3,20.17,13.1,3.54,1,negative
159.3,27.08,202.3,17.2,9.5,2.57,2,negative
81.7,13.89,210.2,17.87,11.3,3.05,6,positive
238,40.46,209.6,17.82,10,2.7,2,negative
128.1,21.78,247.7,21.05,15.6,4.21,0,negative
171.2,29.1,193.6,16.46,10.2,2.75,1,negative
109,18.53,259.3,22.04,13.3,3.59,4,positive
220,37.4,207.7,17.65,12.1,3.27,2,negative
55.6,9.45,242.7,20.63,11.3,3.05,0,negative
286.6,48.72,315.3,26.8,10.3,2.78,1,negative
207.6,35.29,229,19.47,13.3,3.59,1,negative
109.6,18.63,249.3,21.19,8.3,2.24,4,positive
197.2,33.52,242.3,20.6,11,2.97,2,negative
175.7,29.87,168.6,14.33,14.6,3.94,1,negative
205.2,34.88,184.8,15.71,7,1.89,0,negative
193.1,32.83,111.6,9.49,12.1,3.27,1,negative
232.6,39.54,153.2,13.02,4.7,1.27,3,negative
102.7,17.46,149.3,12.69,11,2.97,0,negative
263.1,44.73,279.3,23.74,9.7,2.62,5,negative
197,33.49,201,17.09,11.6,3.13,1,negative
169.3,28.78,156,13.26,11.6,3.13,2,negative
201.5,34.26,129.2,10.98,12.9,3.48,1,negative
251,42.67,91.2,7.75,13.8,3.73,3,negative
230.4,39.17,225,19.13,7.6,2.05,3,negative
109.8,18.67,230.5,19.59,11.9,3.21,1,negative
279.5,47.52,203.2,17.27,10.7,2.89,2,positive
173.4,29.48,222,18.87,13.7,3.7,1,negative
214.4,36.45,211.7,17.99,10,2.7,1,negative
96.1,16.34,246.8,20.98,9.7,2.62,1,negative
101.4,17.24,249.1,21.17,7.1,1.92,1,negative
232.5,39.53,181.8,15.45,10.4,2.81,4,negative
174.5,29.67,217.5,18.49,12.2,3.29,1,negative
224,38.08,233.5,19.85,8.8,2.38,1,negative
211.1,35.89,176.7,15.02,14.7,3.97,4,negative
109.2,18.56,153.1,13.01,9.8,2.65,2,negative
