Day_Mins,Day_Charge,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
249.4,42.4,17.81,9.9,2.67,4,negative
228.4,38.83,12.33,7.7,2.08,0,negative
168.6,28.66,17.43,5.9,1.59,3,negative
123.7,21.03,21.12,13.3,3.59,0,negative
178.7,30.38,21.45,8.4,2.27,1,negative
113.2,19.24,15.77,9.5,2.57,1,negative
142.4,24.21,26.66,13.4,3.62,2,negative
204.2,34.71,17.5,8.3,2.24,0,negative
149.7,25.45,18.06,12.6,3.4,3,negative
227.1,38.61,10.24,4.7,1.27,5,positive
155.3,26.4,14.44,12.6,3.4,2,negative
156.4,26.59,15.77,11.8,3.19,1,negative
148.7,25.28,14.22,10.4,2.81,0,negative
271.7,46.19,13.18,6.6,1.78,3,negative
193.7,32.93,10.79,8.8,2.38,0,negative
245.5,41.74,24.88,10.8,2.92,1,negative
245.3,41.7,22.09,10.7,2.89,3,positive
196.1,33.34,20.13,11.9,3.21,0,negative
134.1,22.8,16.58,10.5,2.84,2,negative
225,38.25,16.26,9.1,2.46,1,negative
189.7,32.25,9.85,7.4,2,0,negative
142.9,24.29,15.12,6.6,1.78,0,negative
175.6,29.85,20.23,10.2,2.75,1,negative
92.4,15.71,18.62,12.9,3.48,2,negative
92.8,15.78,13.57,8.8,2.38,1,negative
221.7,37.69,20.07,8,2.16,0,negative
159.6,27.13,23.53,8.8,2.38,0,negative
144.5,24.57,15.34,17,4.59,2,negative
159.1,27.05,17.21,11.5,3.11,2,negative
49.9,8.48,12.81,10.1,2.73,2,negative
116.9,19.87,19.75,11,2.97,0,negative
150,25.5,7.63,11.1,3,3,negative
254.4,43.25,13.54,6,1.62,1,negative
270.7,46.02,17.06,10.9,2.94,3,negative
207,35.19,14.77,12.1,3.27,1,negative
145.3,24.7,25.82,8.9,2.4,0,negative
230.7,39.22,19.87,13.5,3.65,3,negative
151.5,25.76,20.59,10.8,2.92,1,negative
146.1,24.84,16.68,9.2,2.48,0,negative
256,43.52,15.93,11.5,3.11,3,negative
200.2,34.03,20.77,11.6,3.13,3,negative
150.7,25.62,20.97,7,1.89,2,negative
186,31.62,5.61,12.9,3.48,1,negative
212.9,36.19,15.9,6.3,1.7,3,negative
194.8,33.12,18.14,11.5,3.11,0,negative
272.5,46.33,21.51,8.7,2.35,3,negative
135.1,22.97,17.44,11.7,3.16,1,negative
154.6,26.28,22.36,15.5,4.19,1,negative
230.5,39.19,22.59,10.6,2.86,5,negative
165.4,28.12,17.31,8.2,2.21,1,negative
143.3,24.36,19.61,7.8,2.11,4,positive
271.1,46.09,20.15,9.8,2.65,2,positive
253.5,43.1,10.02,14,3.78,0,negative
167.1,28.41,11.2,9.4,2.54,6,positive
168.3,28.61,7.45,8.4,2.27,1,negative
104.7,17.8,21.23,8.9,2.4,1,negative
135.4,23.02,20.24,10.6,2.86,1,negative
191.4,32.54,30.75,7.2,1.94,1,negative
158.7,26.98,16.86,10.5,2.84,1,negative
144.8,24.62,14.02,8.2,2.21,2,negative
98.8,16.8,12.49,10,2.7,3,negative
157.8,26.83,17.27,10,2.7,3,positive
163,27.71,26.59,11.6,3.13,1,negative
181.6,30.87,28.53,8.3,2.24,4,negative
129,21.93,15.98,11.2,3.02,2,negative
86,14.62,22.16,8.9,2.4,1,negative
193.9,32.96,16.13,12.6,3.4,0,negative
109.4,18.6,20.8,7.1,1.92,0,negative
188.9,32.11,13.06,10.2,2.75,2,negative
179.9,30.58,14.45,13.8,3.73,1,positive
183.4,31.18,23.91,8.2,2.21,1,negative
288.1,48.98,11.72,0,0,0,negative
169.2,28.76,12.74,4.6,1.24,2,negative
195.5,33.24,14.59,13.5,3.65,1,positive
264.4,44.95,18.67,11.3,3.05,2,negative
207.7,35.31,17.9,9.6,2.59,0,negative
169.5,28.82,9.6,8.7,2.35,0,negative
141.5,24.06,22.36,3.4,0.92,2,negative
154.8,26.32,20.74,12.8,3.46,0,negative
133.5,22.7,18.67,11.7,3.16,1,negative
273.2,46.44,17.94,13.1,3.54,2,positive
224.6,38.18,19.2,12.5,3.38,2,negative
273.8,46.55,24.62,5.8,1.57,2,positive
159.5,27.12,23.42,10.1,2.73,1,positive
104,17.68,16.75,14.6,3.94,0,negative
115.4,19.62,18.48,13.1,3.54,1,negative
222.1,37.76,16.95,9.4,2.54,2,negative
116.4,19.79,8.13,10.5,2.84,3,negative
217.7,37.01,19.69,0,0,3,negative
129.4,22,13.37,13.3,3.59,0,negative
161.8,27.51,23.21,13.7,3.7,0,negative
198.8,33.8,20.28,11.5,3.11,1,negative
147.8,25.13,12.53,14,3.78,1,negative
262.3,44.59,16.91,6.6,1.78,3,negative
246.4,41.89,13.63,7.6,2.05,1,negative
174.3,29.63,11.92,9,2.43,4,positive
183.4,31.18,14.35,9.9,2.67,4,negative
191.9,32.62,17.08,18.2,4.91,1,negative
187.8,31.93,13.14,10.1,2.73,2,negative
259.7,44.15,12.98,10.2,2.75,0,negative
180.4,30.67,16.49,8.4,2.27,0,negative
51.8,8.81,19.57,10.4,2.81,2,negative
303.9,51.66,19.74,5.8,1.57,1,positive
123.7,21.03,14.67,8.8,2.38,1,positive
206.2,35.05,13.98,12.6,3.4,3,negative
164.3,27.93,19.86,11.8,3.19,2,negative
228.6,38.86,11.29,10.1,2.73,9,positive
200.4,34.07,11.14,7.6,2.05,1,negative
154.3,26.23,15.56,10.9,2.94,0,negative
122.9,20.89,19.85,9.6,2.59,2,negative
220.8,37.54,22.58,6.4,1.73,0,negative
214.6,36.48,21.39,13.9,3.75,0,negative
202,34.34,15.67,7.4,2,2,positive
209.5,35.62,9.32,9.1,2.46,6,positive
297.9,50.64,20.24,8.9,2.4,1,positive
212.8,36.18,16.13,10.6,2.86,0,positive
145.6,24.75,24.2,12.2,3.29,0,negative
152.9,25.99,18.12,10.8,2.92,2,negative
125.4,21.32,22.87,11,2.97,1,negative
138.3,23.51,6.85,8.3,2.24,0,negative
189.3,32.18,14.87,11.2,3.02,3,negative
199.3,33.88,16.56,14.3,3.86,4,negative
247.5,42.08,9.22,10.6,2.86,2,negative
294.9,50.13,16.39,13.2,3.56,1,positive
175.4,29.82,13.2,11.5,3.11,1,negative
179.4,30.5,12.16,11.2,3.02,1,negative
126.8,21.56,24.96,8.4,2.27,0,negative
239.7,40.75,23.94,11.4,3.08,1,positive
143,24.31,18.04,15.3,4.13,5,positive
91.9,15.62,16.86,13,3.51,2,negative
210.4,35.77,15.01,15.5,4.19,1,negative
201.3,34.22,17.31,6.4,1.73,1,positive
145.6,24.75,24.47,9.2,2.48,2,negative
203.5,34.6,17.03,13.4,3.62,1,positive
232.4,39.51,13.03,10.5,2.84,1,negative
86.5,14.71,24.24,8.7,2.35,2,negative
109.9,18.68,18.77,10.9,2.94,0,negative
156,26.52,23.47,9.3,2.51,1,negative
326.3,55.47,14.03,7.5,2.03,1,positive
195,33.15,16.87,14.8,4,0,negative
110,18.7,12.52,6.4,1.73,0,negative
147.1,25.01,13.69,9,2.43,5,positive
156,26.52,21.83,11.9,3.21,2,negative
98.2,16.69,15.87,9.3,2.51,2,negative
210.6,35.8,13.01,11,2.97,0,negative
239.9,40.78,22.24,8.9,2.4,2,positive
159.9,27.18,15.29,11.6,3.13,2,positive
197.8,33.63,11.38,10.9,2.94,4,positive
115.4,19.62,14.13,15.2,4.1,2,negative
123.8,21.05,20.08,3.7,1,0,negative
117.6,19.99,16.69,6.4,1.73,1,negative
105.3,17.9,16.78,8.6,2.32,2,negative
111.7,18.99,20.17,13.1,3.54,1,negative
159.3,27.08,17.2,9.5,2.57,2,negative
81.7,13.89,17.87,11.3,3.05,6,positive
238,40.46,17.82,10,2.7,2,negative
128.1,21.78,21.05,15.6,4.21,0,negative
171.2,29.1,16.46,10.2,2.75,1,negative
109,18.53,22.04,13.3,3.59,4,positive
220,37.4,17.65,12.1,3.27,2,negative
55.6,9.45,20.63,11.3,3.05,0,negative
286.6,48.72,26.8,10.3,2.78,1,negative
207.6,35.29,19.47,13.3,3.59,1,negative
109.6,18.63,21.19,8.3,2.24,4,positive
197.2,33.52,20.6,11,2.97,2,negative
175.7,29.87,14.33,14.6,3.94,1,negative
205.2,34.88,15.71,7,1.89,0,negative
193.1,32.83,9.49,12.1,3.27,1,negative
232.6,39.54,13.02,4.7,1.27,3,negative
102.7,17.46,12.69,11,2.97,0,negative
263.1,44.73,23.74,9.7,2.62,5,negative
197,33.49,17.09,11.6,3.13,1,negative
169.3,28.78,13.26,11.6,3.13,2,negative
201.5,34.26,10.98,12.9,3.48,1,negative
251,42.67,7.75,13.8,3.73,3,negative
230.4,39.17,19.13,7.6,2.05,3,negative
109.8,18.67,19.59,11.9,3.21,1,negative
279.5,47.52,17.27,10.7,2.89,2,positive
173.4,29.48,18.87,13.7,3.7,1,negative
214.4,36.45,17.99,10,2.7,1,negative
96.1,16.34,20.98,9.7,2.62,1,negative
101.4,17.24,21.17,7.1,1.92,1,negative
232.5,39.53,15.45,10.4,2.81,4,negative
174.5,29.67,18.49,12.2,3.29,1,negative
224,38.08,19.85,8.8,2.38,1,negative
211.1,35.89,15.02,14.7,3.97,4,negative
109.2,18.56,13.01,9.8,2.65,2,negative
220,37.4,15.29,11.5,3.11,0,negative
181.4,30.84,13.98,10.9,2.94,2,negative
180.7,30.72,14.76,10.1,2.73,2,negative
96.5,16.41,12.39,9.4,2.54,1,negative
183.5,31.2,14.49,8.3,2.24,3,negative
107.9,18.34,11.93,10.5,2.84,0,negative
161,27.37,20.82,7.7,2.08,1,negative
146.8,24.96,24.28,4.3,1.16,1,positive
149.2,25.36,13.76,8.3,2.24,3,negative
227.8,38.73,14.41,5.6,1.51,3,negative
160.3,27.25,17.2,7.4,2,0,negative
137.8,23.43,19.19,10.2,2.75,1,positive
141.7,24.09,22.81,8.5,2.3,0,negative
196.4,33.39,12.78,9.3,2.51,0,negative
175.2,29.78,12.89,5.3,1.43,1,negative
146.8,24.96,14.59,9.9,2.67,1,negative
173.9,29.56,24.43,9.1,2.46,1,negative
305.2,51.88,13.3,13.2,3.56,1,negative
162.3,27.59,23.74,11.7,3.16,3,positive
150,25.5,24.97,10.3,2.78,3,negative
197.5,33.58,17.59,11.3,3.05,1,negative
240.2,40.83,13.01,10.2,2.75,2,negative
186.2,31.65,24.37,12.9,3.48,2,negative
116.9,19.87,23.5,12.3,3.32,0,negative
236.7,40.24,22.4,12,3.24,1,negative
173.2,29.44,11.15,5.4,1.46,0,negative
152.2,25.87,11.66,9.8,2.65,0,negative
181.3,30.82,15.5,6.7,1.81,0,negative
167.8,28.53,17.94,10.5,2.84,4,positive
175.4,29.82,21.31,9.8,2.65,1,negative
87.6,14.89,22.69,9.8,2.65,2,negative
203.3,34.56,12.06,8.5,2.3,0,negative
92.6,15.74,13.76,11.3,3.05,5,positive
262.9,44.69,12.71,8.1,2.19,1,negative
160.8,27.34,13.24,8.5,2.3,1,negative
141.8,24.11,14.22,7.8,2.11,1,negative
50.6,8.6,17.12,4.2,1.13,2,negative
134.9,22.93,13.26,10.2,2.75,1,negative
252.1,42.86,19.22,13.8,3.73,1,negative
215.5,36.64,20.55,9.6,2.59,1,negative
124.8,21.22,21.86,13.4,3.62,0,negative
178.7,30.38,23.04,16.4,4.43,2,negative
183.2,31.14,15.23,9.9,2.67,2,negative
167.5,28.48,11.82,13,3.51,1,negative
147.1,25.01,17,12.5,3.38,3,negative
230.1,39.12,18.02,13.2,3.56,1,negative
135.8,23.09,13.87,12.6,3.4,0,negative
205.7,34.97,11.57,8.7,2.35,2,negative
73.8,12.55,12.19,10.9,2.94,2,negative
189.3,32.18,19.85,10,2.7,2,negative
147.2,25.02,13.76,7.2,1.94,3,negative
137.3,23.34,15.66,10.2,2.75,0,negative
70.7,12.02,17.94,0,0,2,negative
204.6,34.78,17.44,10.7,2.89,0,negative
123.1,20.93,18.18,12,3.24,5,positive
129.7,22.05,13.67,12.2,3.29,2,negative
198.7,33.78,17.81,12.4,3.35,0,negative
145.1,24.67,19.86,7.9,2.13,2,negative
135.2,22.98,12.96,8.4,2.27,2,negative
124.7,21.2,21.28,7.8,2.11,1,negative
215.9,36.7,12.36,12.1,3.27,1,negative
119.2,20.26,19.41,8.4,2.27,2,negative
144.3,24.53,13.29,7.8,2.11,3,negative
235.2,39.98,18.75,11.8,3.19,1,negative
174,29.58,23.89,9.7,2.62,0,negative
115,19.55,10.4,6.4,1.73,0,positive
151.7,25.79,15.17,13.1,3.54,2,negative
153.1,26.03,19.9,9.9,2.67,3,negative
218.6,37.16,12.74,9.2,2.48,2,negative
265.2,45.08,15.19,10.7,2.89,2,negative
143.3,24.36,15.34,10.1,2.73,1,negative
190.3,32.35,21.48,7.2,1.94,2,negative
184.7,31.4,22.27,12.3,3.32,2,positive
115.3,19.6,19.1,18,4.86,1,negative
113,19.21,14.38,9.2,2.48,2,positive
294.2,50.01,19.76,9,2.43,0,positive
215.6,36.65,14.26,6.4,1.73,3,negative
128.8,21.9,17.74,14,3.78,1,negative
211.2,35.9,26.56,10.7,2.89,3,positive
71.2,12.1,15.44,12.9,3.48,1,negative
94.9,16.13,21.52,14.2,3.83,2,negative
259.4,44.1,22.92,9.5,2.57,1,positive
215.8,36.69,24.24,6.9,1.86,1,negative
97.5,16.58,22.79,13.2,3.56,3,negative
146.5,24.91,14.44,8.2,2.21,0,negative
157.9,26.84,19.89,12.2,3.29,2,negative
139.9,23.78,19.01,12.7,3.43,2,negative
153.2,26.04,22.38,11.9,3.21,1,negative
103.5,17.6,27.14,8.4,2.27,2,negative
185.8,31.59,16.35,6.6,1.78,1,negative
129.5,22.02,30.11,10.9,2.94,1,negative
236.6,40.22,18.78,8.9,2.4,1,negative
260.4,44.27,17.7,10,2.7,6,negative
167.3,28.44,13.93,6.7,1.81,2,negative
182.2,30.97,18.05,9.3,2.51,2,negative
113,19.21,12.76,10.8,2.92,2,negative
185.7,31.57,19.98,16.9,4.56,0,negative
136.2,23.15,14.03,9.6,2.59,0,negative
222.6,37.84,16.18,11.5,3.11,1,negative
197.3,33.54,22.48,9,2.43,1,negative
141.4,24.04,15.84,7.7,2.08,1,negative
208,35.36,8.08,8,2.16,1,negative
118.5,20.15,15.11,12.1,3.27,1,negative
153.2,26.04,19.52,10.7,2.89,1,negative
108.3,18.41,15.61,13.5,3.65,0,negative
168.6,28.66,15.95,14.4,3.89,2,negative
247.2,42.02,25.81,9.3,2.51,2,positive
224.2,38.11,20.68,12,3.24,3,negative
166.9,28.37,18.85,12.8,3.46,3,negative
118.4,20.13,12.25,8.5,2.3,1,negative
190.9,32.45,19.26,7.8,2.11,2,negative
317.8,54.03,13,10.4,2.81,1,positive
312,53.04,15.3,12.8,3.46,1,positive
146,24.82,17.26,13.3,3.59,1,negative
131.6,22.37,15.24,15.5,4.19,1,positive
193.4,32.88,19.69,11.1,3,2,negative
185.1,31.47,18.11,8.5,2.3,2,negative
193.3,32.86,14.37,11.8,3.19,0,negative
146.4,24.89,16.7,7.8,2.11,1,negative
71.2,12.1,25.87,8.6,2.32,0,negative
123.2,20.94,16.15,12.9,3.48,4,positive
205,34.85,11.98,7.5,2.03,2,negative
128.7,21.88,20.47,12.8,3.46,1,negative
216.9,36.87,17.94,11.4,3.08,3,negative
150,25.5,18.57,9.8,2.65,3,negative
164.1,27.9,17.51,11.4,3.08,1,negative
212,36.04,19.26,8.9,2.4,3,negative
167.3,28.44,16.55,12,3.24,2,negative
154.4,26.25,18.46,13.9,3.75,1,negative
177.3,30.14,18,9.3,2.51,3,negative
231.2,39.3,22.76,8.8,2.38,1,positive
202.9,34.49,15.18,12.8,3.46,5,negative
149.6,25.43,17.06,14.3,3.86,0,negative
345.3,58.7,17.29,11.8,3.19,1,positive
264.9,45.03,23.9,8.4,2.27,1,positive
122,20.74,11.76,5.8,1.57,1,negative
177.2,30.12,22.98,14,3.78,2,negative
133.1,22.63,17.55,10.3,2.78,1,negative
225.1,38.27,23.76,8.8,2.38,0,positive
208.4,35.43,14.82,11.2,3.02,1,negative
173.1,29.43,21.01,11.5,3.11,1,negative
162.4,27.61,14.2,11.4,3.08,2,positive
281.2,47.8,15.15,6.4,1.73,2,negative
208.3,35.41,14.4,15.9,4.29,3,negative
243.4,41.38,23.27,14.1,3.81,2,negative
224.2,38.11,26.77,16.1,4.35,1,positive
189.3,32.18,20.34,9.9,2.67,3,negative
168.3,28.61,23.03,6.7,1.81,4,negative
232.9,39.59,12.93,10.7,2.89,1,negative
155,26.35,12.1,5.9,1.59,1,negative
154.4,26.25,17.32,11.8,3.19,0,negative
234.7,39.9,16.63,8.4,2.27,2,negative
240,40.8,11.99,7.1,1.92,1,negative
298.4,50.73,22.99,12.2,3.29,0,positive
166,28.22,20.07,10.9,2.94,1,negative
111.6,18.97,18.13,16,4.32,0,negative
174.5,29.67,15.32,10.7,2.89,2,negative
175.5,29.84,17.9,6.9,1.86,1,negative
157.5,26.78,16.12,11.1,3,3,positive
206.2,35.05,14.99,11,2.97,1,negative
207.5,35.28,17.09,7.5,2.03,4,negative
144.8,24.62,17.53,11.6,3.13,4,negative
258.8,44,11.01,10.9,2.94,2,negative
226.9,38.57,15.49,11.6,3.13,0,positive
152.9,25.99,14.55,12,3.24,2,negative
156.7,26.64,20.1,12.6,3.4,2,negative
150.8,25.64,25.15,12.5,3.38,1,negative
221,37.57,17.38,6.8,1.84,4,negative
322.4,54.81,24.07,6.7,1.81,1,positive
153.6,26.11,22.28,9.8,2.65,2,negative
215.1,36.57,11.81,12.4,3.35,2,negative
174.4,29.65,16.72,11.8,3.19,1,negative
180.5,30.69,19.55,10.6,2.86,0,negative
123.1,20.93,15.47,12.6,3.4,2,negative
165.7,28.17,21.88,10,2.7,1,negative
200.2,34.03,10.09,6,1.62,2,negative
154.8,26.32,24.45,5.9,1.59,3,negative
125.4,21.32,22.23,11.4,3.08,2,negative
184.2,31.31,26.57,12.2,3.29,1,negative
274.7,46.7,16.45,10.8,2.92,3,negative
142,24.14,20.54,11.3,3.05,1,negative
151.5,25.76,12.56,10,2.7,1,negative
124.8,21.22,11.31,10.6,2.86,3,negative
179.2,30.46,18.95,12.4,3.35,0,negative
246.4,41.89,15.47,12.1,3.27,2,positive
232.7,39.56,15.84,11.5,3.11,5,negative
288,48.96,21.74,13.4,3.62,0,positive
170.8,29.04,20.12,12.7,3.43,1,negative
216.1,36.74,16.79,9.8,2.65,1,negative
138.7,23.58,18.31,4.9,1.32,2,negative
210.7,35.82,20.29,9.2,2.48,3,negative
181.8,30.91,13.44,9.7,2.62,0,negative
61.6,10.47,21.68,12.4,3.35,1,negative
207.7,35.31,16.72,6.8,1.84,1,negative
219.2,37.26,14.2,10,2.7,1,negative
227,38.59,21.99,8.9,2.4,2,negative
245.9,41.8,20.41,8.9,2.4,3,negative
257.3,43.74,15.71,13.5,3.65,0,negative
121.1,20.59,18.36,16.1,4.35,2,negative
301.5,51.26,21.9,13.4,3.62,4,positive
233.9,39.76,18.61,9.5,2.57,0,negative
99.6,16.93,26.24,13.7,3.7,2,positive
169.8,28.87,15.56,12.7,3.43,2,negative
198.8,33.8,14.16,14.4,3.89,1,positive
116.2,19.75,19.52,10.1,2.73,3,negative
255.9,43.5,11.98,12.1,3.27,1,positive
187.7,31.91,18.79,10,2.7,3,negative
195.9,33.3,18.18,8.6,2.32,0,negative
129.4,22,15.76,1.1,0.3,2,negative
221,37.57,12.84,9,2.43,2,negative
140.5,23.89,15.88,9.5,2.57,2,negative
277.9,47.24,13.24,9.2,2.48,0,positive
224.9,38.23,21.25,6.7,1.81,3,positive
109.1,18.55,18.48,12.8,3.46,0,negative
207.8,35.33,10.5,5.7,1.54,0,negative
205.9,35,21.85,12.1,3.27,0,negative
308.6,52.46,12.82,7.3,1.97,4,positive
242.6,41.24,17.77,14.4,3.89,2,negative
229.6,39.03,11.74,3.3,0.89,1,negative
166,28.22,19.88,7.7,2.08,2,negative
144.8,24.62,17.05,13.3,3.59,0,positive
106.1,18.04,10.5,12.9,3.48,0,negative
221.8,37.71,14.11,13.2,3.56,1,negative
204.6,34.78,18.06,9.8,2.65,2,negative
213.5,36.3,14.16,14.1,3.81,3,negative
152,25.84,23.37,10,2.7,2,negative
260.8,44.34,13.91,17,4.59,1,positive
166.4,28.29,26.95,10,2.7,1,negative
177.9,30.24,14.22,15.2,4.1,0,negative
235.1,39.97,16.73,7,1.89,3,negative
186.8,31.76,14.76,9.7,2.62,2,negative
268.4,45.63,14.82,11.6,3.13,1,negative
192.1,32.66,21.23,7.3,1.97,3,negative
240.7,40.92,22.9,10.1,2.73,0,positive
179.9,30.58,12.73,9.8,2.65,2,negative
314.1,53.4,18.9,12.3,3.32,3,positive
162,27.54,27.6,11.9,3.21,0,negative
175.8,29.89,23.32,12.4,3.35,1,negative
109.4,18.6,17.64,11.6,3.13,0,negative
255.1,43.37,19.6,8.5,2.3,3,positive
208.7,35.48,14.73,8.3,2.24,3,negative
214.6,36.48,8.21,7.9,2.13,1,negative
49.2,8.36,12.23,12.1,3.27,1,negative
141.3,24.02,11.47,11.2,3.02,2,negative
253.2,43.04,20.22,9.7,2.62,4,negative
206,35.02,16.84,13.2,3.56,0,negative
40.4,6.87,14.65,9,2.43,2,negative
291.2,49.5,19.91,8.9,2.4,1,positive
71.2,12.1,10.6,11.7,3.16,0,negative
261.8,44.51,20.83,14.7,3.97,0,positive
191.3,32.52,22.23,10,2.7,1,negative
133.3,22.66,21.72,11.6,3.13,0,negative
183.6,31.21,17.32,6,1.62,2,negative
155.2,26.38,16.62,15.4,4.16,1,negative
283.1,48.13,15.76,6.1,1.65,1,negative
186.5,31.71,15.13,12.1,3.27,2,negative
163.3,27.76,11.56,4.3,1.16,0,negative
203.4,34.58,15.55,13.8,3.73,1,negative
178.1,30.28,18.09,10,2.7,1,negative
195.9,33.3,7.57,10.3,2.78,1,negative
295.3,50.2,10.83,9.6,2.59,1,negative
136.1,23.14,13.29,10.1,2.73,2,negative
114.1,19.4,13.73,13,3.51,2,negative
279.1,47.45,15.34,9.5,2.57,2,positive
169.3,28.78,11.86,12,3.24,0,negative
214.4,36.45,11.73,9.9,2.67,2,negative
255.8,43.49,12.13,11.7,3.16,0,negative
148.2,25.19,24.23,6.2,1.67,2,negative
119.3,20.28,19.03,8.7,2.35,2,negative
192.3,32.69,16.99,14.8,4,1,negative
245.2,41.68,18.46,13.9,3.75,0,positive
216.2,36.75,30.91,16.9,4.56,5,positive
172.4,29.31,21.81,0,0,2,negative
175.3,29.8,13.03,11.1,3,1,negative
169,28.73,16.05,13.3,3.59,0,positive
2.6,0.44,21.59,9.2,2.48,3,negative
184.1,31.3,17.99,9.9,2.67,1,negative
181.9,30.92,12.88,7.5,2.03,1,negative
160.1,27.22,17.85,10.8,2.92,0,negative
189.8,32.27,14.76,10.3,2.78,0,negative
223.2,37.94,18.4,12.4,3.35,1,negative
216,36.72,19.13,10.7,2.89,2,negative
198.5,33.75,22.66,8,2.16,2,negative
159.5,27.12,16.61,7.1,1.92,1,negative
105,17.85,15.35,10.2,2.75,2,positive
204.5,34.77,13.8,13.4,3.62,3,negative
274,46.58,19.7,6.2,1.67,0,positive
158.7,26.98,15.44,7.7,2.08,2,negative
229.9,39.08,17.2,14.2,3.83,1,negative
137.8,23.43,15.95,8.7,2.35,1,negative
179.4,30.5,22.98,7.9,2.13,0,negative
139.3,23.68,15.16,8.1,2.19,3,negative
7.8,1.33,14.57,12.9,3.48,2,negative
183.1,31.13,12.53,11.3,3.05,1,negative
206.9,35.17,22.3,10.7,2.89,0,negative
140,23.8,13.06,12.5,3.38,2,negative
179.2,30.46,24.08,5.8,1.57,2,negative
177.4,30.16,20.43,12,3.24,0,negative
115.6,19.65,14.26,12.6,3.4,1,negative
237.3,40.34,15.02,14.2,3.83,0,positive
181.5,30.86,15.9,10.5,2.84,1,negative
51.5,8.76,13.94,9.5,2.57,3,negative
155.7,26.47,15.76,8.2,2.21,3,negative
245,41.65,22.53,14.9,4.02,2,negative
131.7,22.39,13.86,10.7,2.89,1,negative
111.1,18.89,26.64,10.5,2.84,1,negative
88.5,15.05,27.61,8.2,2.21,3,negative
116,19.72,12.76,12,3.24,1,negative
155.5,26.44,11.31,9.1,2.46,1,negative
106.5,18.11,19.18,5.7,1.54,2,negative
175.2,29.78,16.93,13.2,3.56,1,negative
154.7,26.3,15.11,5.9,1.59,4,positive
247.2,42.02,19.17,6.1,1.65,2,positive
218.4,37.13,20.12,13.2,3.56,0,positive
227.5,38.68,19.97,9,2.43,1,negative
185,31.45,21.21,7.4,2,0,negative
186.8,31.76,21.54,12.3,3.32,2,negative
158.8,27,18,10.3,2.78,1,negative
208.7,35.48,18.09,8.5,2.3,0,negative
185.9,31.6,18.02,11.3,3.05,3,negative
222.5,37.83,14.42,9,2.43,2,negative
201.1,34.19,14.51,11.6,3.13,3,negative
167.9,28.54,20.71,9.1,2.46,1,negative
239.1,40.65,20.7,10.9,2.94,3,positive
175.7,29.87,18,9.2,2.48,5,positive
111.2,18.9,22.4,9,2.43,6,positive
87.7,14.91,18.26,10.8,2.92,1,negative
244.1,41.5,20.99,7.2,1.94,0,negative
165,28.05,10.82,7.7,2.08,2,negative
127.4,21.66,8.78,9.1,2.46,0,negative
194.8,33.12,24.88,5.5,1.49,0,negative
54.7,9.3,21.77,11.1,3,1,negative
283.4,48.18,19.05,14.4,3.89,2,negative
258,43.86,20.95,10.9,2.94,0,positive
90.5,15.39,17.99,9.3,2.51,1,negative
235.6,40.05,9.85,16.2,4.37,0,negative
142.5,24.23,19.67,10,2.7,2,negative
54,9.18,15.24,10.2,2.75,1,negative
214.8,36.52,11.14,9.4,2.54,3,negative
251.4,42.74,16.71,11,2.97,0,positive
139,23.63,21.31,6.1,1.65,4,negative
117.3,19.94,17.74,14.4,3.89,2,negative
264,44.88,11.24,10.6,2.86,3,negative
82.6,14.04,17.34,9.1,2.46,1,negative
175.8,29.89,21.56,11.4,3.08,1,negative
220.4,37.47,17.95,13.6,3.67,2,negative
217,36.89,12.95,11.8,3.19,2,negative
129,21.93,24.65,11.6,3.13,1,negative
150.5,25.59,13,3.5,0.95,1,negative
193.3,32.86,22.38,11.1,3,0,negative
189.5,32.22,8.82,10.8,2.92,2,negative
137.8,23.43,20.02,11,2.97,2,negative
129.3,21.98,12.13,12.3,3.32,3,negative
115.6,19.65,18.16,10.7,2.89,1,negative
221.9,37.72,21.65,7.2,1.94,2,negative
263.7,44.83,15.85,18.3,4.94,1,positive
61.3,10.42,16.52,11.4,3.08,1,negative
183.8,31.25,14,10.1,2.73,1,negative
167.4,28.46,12.22,10.3,2.78,0,positive
154.1,26.2,16.6,13.2,3.56,4,negative
252,42.84,14.47,5.7,1.54,0,negative
163.1,27.73,24.79,11.2,3.02,0,negative
198.3,33.71,15.9,16.6,4.48,2,negative
324.7,55.2,20.09,13.1,3.54,0,positive
128.3,21.81,18.3,14.3,3.86,2,negative
187.9,31.94,17.04,10.2,2.75,2,negative
129.2,21.96,18.2,10.3,2.78,5,positive
125.5,21.34,10.96,6.3,1.7,4,positive
257.2,43.72,19.07,12.6,3.4,1,negative
124.6,21.18,12.44,10.5,2.84,1,negative
175.1,29.77,18.44,9.9,2.67,1,negative
124.3,21.13,14.74,7.5,2.03,3,negative
271.6,46.17,13.26,11.6,3.13,2,negative
219.9,37.38,12.18,11.7,3.16,1,negative
183.3,31.16,17.12,10.4,2.81,3,negative
101.1,17.19,18.22,10.3,2.78,2,negative
203.3,34.56,19.46,14.3,3.86,1,negative
175.4,29.82,16.15,10.5,2.84,2,negative
266,45.22,18.24,14.2,3.83,2,positive
171.6,29.17,11.57,10.8,2.92,0,negative
78.7,13.38,19.18,14,3.78,0,negative
211.9,36.02,18.28,9.4,2.54,0,negative
63.7,10.83,16.64,10,2.7,1,negative
