Day_Mins,Day_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
163.3,27.76,4.3,1.16,0,negative
203.4,34.58,13.8,3.73,1,negative
178.1,30.28,10,2.7,1,negative
195.9,33.3,10.3,2.78,1,negative
295.3,50.2,9.6,2.59,1,negative
136.1,23.14,10.1,2.73,2,negative
114.1,19.4,13,3.51,2,negative
279.1,47.45,9.5,2.57,2,positive
169.3,28.78,12,3.24,0,negative
214.4,36.45,9.9,2.67,2,negative
255.8,43.49,11.7,3.16,0,negative
148.2,25.19,6.2,1.67,2,negative
119.3,20.28,8.7,2.35,2,negative
192.3,32.69,14.8,4,1,negative
245.2,41.68,13.9,3.75,0,positive
216.2,36.75,16.9,4.56,5,positive
172.4,29.31,0,0,2,negative
175.3,29.8,11.1,3,1,negative
169,28.73,13.3,3.59,0,positive
2.6,0.44,9.2,2.48,3,negative
184.1,31.3,9.9,2.67,1,negative
181.9,30.92,7.5,2.03,1,negative
160.1,27.22,10.8,2.92,0,negative
189.8,32.27,10.3,2.78,0,negative
223.2,37.94,12.4,3.35,1,negative
216,36.72,10.7,2.89,2,negative
198.5,33.75,8,2.16,2,negative
159.5,27.12,7.1,1.92,1,negative
105,17.85,10.2,2.75,2,positive
204.5,34.77,13.4,3.62,3,negative
274,46.58,6.2,1.67,0,positive
158.7,26.98,7.7,2.08,2,negative
229.9,39.08,14.2,3.83,1,negative
137.8,23.43,8.7,2.35,1,negative
179.4,30.5,7.9,2.13,0,negative
139.3,23.68,8.1,2.19,3,negative
7.8,1.33,12.9,3.48,2,negative
183.1,31.13,11.3,3.05,1,negative
206.9,35.17,10.7,2.89,0,negative
140,23.8,12.5,3.38,2,negative
179.2,30.46,5.8,1.57,2,negative
177.4,30.16,12,3.24,0,negative
115.6,19.65,12.6,3.4,1,negative
237.3,40.34,14.2,3.83,0,positive
181.5,30.86,10.5,2.84,1,negative
51.5,8.76,9.5,2.57,3,negative
155.7,26.47,8.2,2.21,3,negative
245,41.65,14.9,4.02,2,negative
131.7,22.39,10.7,2.89,1,negative
111.1,18.89,10.5,2.84,1,negative
88.5,15.05,8.2,2.21,3,negative
116,19.72,12,3.24,1,negative
155.5,26.44,9.1,2.46,1,negative
106.5,18.11,5.7,1.54,2,negative
175.2,29.78,13.2,3.56,1,negative
154.7,26.3,5.9,1.59,4,positive
247.2,42.02,6.1,1.65,2,positive
218.4,37.13,13.2,3.56,0,positive
227.5,38.68,9,2.43,1,negative
185,31.45,7.4,2,0,negative
186.8,31.76,12.3,3.32,2,negative
158.8,27,10.3,2.78,1,negative
208.7,35.48,8.5,2.3,0,negative
185.9,31.6,11.3,3.05,3,negative
222.5,37.83,9,2.43,2,negative
201.1,34.19,11.6,3.13,3,negative
167.9,28.54,9.1,2.46,1,negative
239.1,40.65,10.9,2.94,3,positive
175.7,29.87,9.2,2.48,5,positive
111.2,18.9,9,2.43,6,positive
87.7,14.91,10.8,2.92,1,negative
244.1,41.5,7.2,1.94,0,negative
165,28.05,7.7,2.08,2,negative
127.4,21.66,9.1,2.46,0,negative
194.8,33.12,5.5,1.49,0,negative
54.7,9.3,11.1,3,1,negative
283.4,48.18,14.4,3.89,2,negative
258,43.86,10.9,2.94,0,positive
90.5,15.39,9.3,2.51,1,negative
235.6,40.05,16.2,4.37,0,negative
142.5,24.23,10,2.7,2,negative
54,9.18,10.2,2.75,1,negative
214.8,36.52,9.4,2.54,3,negative
251.4,42.74,11,2.97,0,positive
139,23.63,6.1,1.65,4,negative
117.3,19.94,14.4,3.89,2,negative
264,44.88,10.6,2.86,3,negative
82.6,14.04,9.1,2.46,1,negative
175.8,29.89,11.4,3.08,1,negative
220.4,37.47,13.6,3.67,2,negative
217,36.89,11.8,3.19,2,negative
129,21.93,11.6,3.13,1,negative
150.5,25.59,3.5,0.95,1,negative
193.3,32.86,11.1,3,0,negative
189.5,32.22,10.8,2.92,2,negative
137.8,23.43,11,2.97,2,negative
129.3,21.98,12.3,3.32,3,negative
115.6,19.65,10.7,2.89,1,negative
221.9,37.72,7.2,1.94,2,negative
263.7,44.83,18.3,4.94,1,positive
61.3,10.42,11.4,3.08,1,negative
183.8,31.25,10.1,2.73,1,negative
167.4,28.46,10.3,2.78,0,positive
154.1,26.2,13.2,3.56,4,negative
252,42.84,5.7,1.54,0,negative
163.1,27.73,11.2,3.02,0,negative
198.3,33.71,16.6,4.48,2,negative
324.7,55.2,13.1,3.54,0,positive
128.3,21.81,14.3,3.86,2,negative
187.9,31.94,10.2,2.75,2,negative
129.2,21.96,10.3,2.78,5,positive
125.5,21.34,6.3,1.7,4,positive
257.2,43.72,12.6,3.4,1,negative
124.6,21.18,10.5,2.84,1,negative
175.1,29.77,9.9,2.67,1,negative
124.3,21.13,7.5,2.03,3,negative
271.6,46.17,11.6,3.13,2,negative
219.9,37.38,11.7,3.16,1,negative
183.3,31.16,10.4,2.81,3,negative
101.1,17.19,10.3,2.78,2,negative
203.3,34.56,14.3,3.86,1,negative
175.4,29.82,10.5,2.84,2,negative
266,45.22,14.2,3.83,2,positive
171.6,29.17,10.8,2.92,0,negative
78.7,13.38,14,3.78,0,negative
211.9,36.02,9.4,2.54,0,negative
63.7,10.83,10,2.7,1,negative
173.4,29.48,11.5,3.11,1,negative
237.7,40.41,4.5,1.22,0,negative
225.9,38.4,10.1,2.73,1,negative
173,29.41,12.2,3.29,0,negative
224.9,38.23,8,2.16,0,negative
237.7,40.41,7.7,2.08,1,negative
137,23.29,10,2.7,2,negative
142.5,24.23,8.2,2.21,2,negative
142.4,24.21,4.6,1.24,1,negative
147,24.99,8.7,2.35,2,negative
220.3,37.45,10.6,2.86,1,negative
149.2,25.36,8.1,2.19,1,negative
204.4,34.75,10,2.7,0,negative
216.8,36.86,5.6,1.51,1,negative
308,52.36,7.4,2,1,negative
58,9.86,11.5,3.11,0,negative
173.2,29.44,11.8,3.19,2,negative
210.3,35.75,13.1,3.54,4,negative
58.9,10.01,12.1,3.27,0,negative
236.8,40.26,9.7,2.62,3,negative
228.9,38.91,12.5,3.38,0,negative
90,15.3,8.6,2.32,2,positive
146.7,24.94,11.1,3,2,negative
237.3,40.34,11.2,3.02,1,negative
162.8,27.68,13.6,3.67,0,positive
186.9,31.77,8.9,2.4,1,negative
86.1,14.64,9.1,2.46,2,negative
212.3,36.09,11.3,3.05,2,negative
151,25.67,9.2,2.48,2,negative
158.6,26.96,6.9,1.86,2,negative
296,50.32,12.3,3.32,0,positive
212.3,36.09,6.6,1.78,3,negative
234.4,39.85,10.4,2.81,3,negative
176.8,30.06,6.5,1.76,2,negative
157.3,26.74,9.6,2.59,0,negative
146.6,24.92,10,2.7,1,negative
260.5,44.29,9.8,2.65,1,negative
146.1,24.84,6.2,1.67,1,negative
124.5,21.17,11.4,3.08,2,positive
209.4,35.6,9.8,2.65,1,negative
285.7,48.57,8.7,2.35,1,positive
190.9,32.45,8.4,2.27,1,negative
144.4,24.55,9.9,2.67,1,negative
208.8,35.5,11.1,3,2,negative
77.6,13.19,10.9,2.94,1,negative
271.1,46.09,8.4,2.27,1,positive
240.8,40.94,11.6,3.13,0,negative
114.8,19.52,12.2,3.29,0,negative
138.8,23.6,11.8,3.19,1,negative
209.8,35.67,7.2,1.94,0,negative
134.9,22.93,14.7,3.97,3,negative
164,27.88,6.4,1.73,0,negative
245.5,41.74,9.1,2.46,1,negative
80.3,13.65,16.6,4.48,0,negative
90.7,15.42,5.6,1.51,2,negative
190.3,32.35,3.8,1.03,1,negative
108.6,18.46,7.9,2.13,1,positive
89.8,15.27,9.3,2.51,4,positive
252.4,42.91,10,2.7,2,negative
183.4,31.18,6.7,1.81,5,negative
183.4,31.18,10.4,2.81,2,negative
155.2,26.38,3.8,1.03,3,negative
165.8,28.19,0,0,1,negative
209.4,35.6,12.8,3.46,0,negative
279.3,47.48,7.9,2.13,2,positive
174.1,29.6,7.7,2.08,2,negative
175.7,29.87,9.1,2.46,2,negative
256.5,43.61,13,3.51,1,negative
170.2,28.93,4.3,1.16,0,negative
139.6,23.73,10.8,2.92,1,negative
208.8,35.5,12.5,3.38,4,negative
210.1,35.72,14.4,3.89,4,negative
113.6,19.31,10.5,2.84,2,negative
202.6,34.44,8.3,2.24,0,negative
174.4,29.65,0,0,4,negative
210.6,35.8,9.4,2.54,0,negative
121.5,20.66,10.7,2.89,1,negative
127.8,21.73,15.9,4.29,2,negative
135.2,22.98,10.2,2.75,2,negative
99.4,16.9,16.7,4.51,2,negative
276.9,47.07,10.3,2.78,1,positive
163.4,27.78,11.6,3.13,2,positive
287.4,48.86,5,1.35,4,positive
120.5,20.49,10.2,2.75,1,negative
184.1,31.3,9.8,2.65,2,negative
185,31.45,14.9,4.02,3,negative
160.9,27.35,12.9,3.48,1,negative
207.6,35.29,10.9,2.94,2,negative
209.2,35.56,11.8,3.19,1,negative
158.4,26.93,2.1,0.57,1,negative
149,25.33,8.6,2.32,2,positive
204.5,34.77,9.8,2.65,0,negative
288.8,49.1,9.5,2.57,0,positive
108.6,18.46,13.4,3.62,0,negative
97.5,16.58,7,1.89,1,negative
166.5,28.31,13.3,3.59,0,negative
156.2,26.55,7.3,1.97,1,negative
225.2,38.28,11.5,3.11,4,negative
287.4,48.86,10,2.7,1,positive
175.3,29.8,7.8,2.11,0,negative
102.1,17.36,9.8,2.65,0,negative
157.9,26.84,14,3.78,0,negative
146.5,24.91,4.1,1.11,1,negative
245.8,41.79,9,2.43,1,positive
177.7,30.21,10.5,2.84,1,negative
250.8,42.64,10,2.7,2,negative
117.8,20.03,11.8,3.19,0,positive
119.7,20.35,12.9,3.48,2,negative
242.2,41.17,8.2,2.21,5,positive
163.4,27.78,9.8,2.65,7,negative
161,27.37,8.4,2.27,3,negative
128.7,21.88,10.3,2.78,1,negative
81.6,13.87,8.6,2.32,1,negative
207.7,35.31,7.3,1.97,1,negative
128.6,21.86,6.3,1.7,6,positive
233.3,39.66,9.1,2.46,1,negative
182.1,30.96,10,2.7,5,positive
168,28.56,8,2.16,6,positive
251.6,42.77,5.4,1.46,1,negative
183.8,31.25,11.6,3.13,0,negative
256.4,43.59,7.9,2.13,3,positive
180.2,30.63,8.4,2.27,1,negative
227.8,38.73,8,2.16,1,negative
147.8,25.13,10.2,2.75,0,negative
234.9,39.93,13.9,3.75,1,positive
110.9,18.85,7.9,2.13,2,negative
124.5,21.17,6.4,1.73,1,negative
233.5,39.7,9.6,2.59,0,positive
197.3,33.54,10.1,2.73,2,positive
58.2,9.89,10.4,2.81,0,negative
212.7,36.16,7,1.89,1,negative
151.5,25.76,11.8,3.19,0,negative
146.3,24.87,11.5,3.11,1,negative
195.1,33.17,6.7,1.81,0,negative
208.9,35.51,13,3.51,1,negative
135.7,23.07,8.8,2.38,7,positive
225.9,38.4,14.3,3.86,3,positive
122.2,20.77,9.7,2.62,1,negative
153.3,26.06,8.9,2.4,2,negative
214,36.38,7.9,2.13,1,negative
194.8,33.12,10.8,2.92,1,negative
206.7,35.14,11,2.97,3,negative
188,31.96,10.5,2.84,2,negative
122.3,20.79,13.7,3.7,3,positive
259.3,44.08,12,3.24,3,negative
115.1,19.57,13.8,3.73,2,positive
172.9,29.39,8.3,2.24,1,negative
156.4,26.59,7.3,1.97,1,negative
128.1,21.78,11.6,3.13,1,negative
196.6,33.42,12.5,3.38,1,negative
227.9,38.74,5.5,1.49,1,positive
194.9,33.13,13.2,3.56,2,negative
44.9,7.63,13.3,3.59,1,negative
262.8,44.68,7.8,2.11,0,negative
211.2,35.9,12.3,3.32,0,negative
204,34.68,9.6,2.59,1,negative
223.2,37.94,14.5,3.92,3,negative
119,20.23,11.5,3.11,1,negative
266.1,45.24,8.9,2.4,3,positive
134.4,22.85,9.4,2.54,1,negative
171.1,29.09,16.2,4.37,1,negative
170.5,28.99,10.5,2.84,2,negative
178.5,30.35,9.9,2.67,1,negative
205.2,34.88,14.1,3.81,3,negative
232.8,39.58,13,3.51,0,negative
239.9,40.78,6.7,1.81,5,negative
55.6,9.45,12.1,3.27,2,negative
153.5,26.1,10.6,2.86,1,negative
109.8,18.67,11.1,3,1,negative
196.1,33.34,5.2,1.4,2,negative
166.8,28.36,11.8,3.19,0,negative
113.2,19.24,7.1,1.92,2,negative
203,34.51,14.6,3.94,1,negative
242.8,41.28,6,1.62,5,negative
156.5,26.61,12.2,3.29,2,negative
266.7,45.34,13.8,3.73,3,positive
182,30.94,9.8,2.65,1,negative
85.9,14.6,10.1,2.73,0,negative
146.6,24.92,2.9,0.78,0,negative
110.5,18.79,13.9,3.75,4,positive
118.6,20.16,11.5,3.11,1,negative
197.6,33.59,15.6,4.21,2,negative
210.3,35.75,10.8,2.92,6,negative
220.3,37.45,9.4,2.54,4,negative
150,25.5,12.5,3.38,1,negative
161.7,27.49,9.2,2.48,0,negative
191.4,32.54,14,3.78,3,negative
146.7,24.94,12.5,3.38,3,negative
109.4,18.6,7.8,2.11,1,negative
144.1,24.5,13.6,3.67,1,negative
248.9,42.31,11.2,3.02,1,negative
85.7,14.57,11.6,3.13,4,positive
214.8,36.52,9.4,2.54,3,negative
158.9,27.01,6.5,1.76,0,negative
110,18.7,6.4,1.73,2,negative
152.8,25.98,10.5,2.84,1,negative
145.6,24.75,10.5,2.84,0,negative
93.3,15.86,6.5,1.76,0,negative
216.8,36.86,8.3,2.24,0,negative
201.9,34.32,9,2.43,1,negative
146.4,24.89,8.5,2.3,1,negative
272.7,46.36,10.5,2.84,2,positive
18.9,3.21,14.8,4,1,negative
172.8,29.38,12.8,3.46,2,negative
190.2,32.33,14,3.78,0,negative
130.6,22.2,15.6,4.21,3,negative
158.4,26.93,13.5,3.65,4,positive
166.5,28.31,15.6,4.21,1,negative
129.3,21.98,12.9,3.48,2,negative
199.3,33.88,7,1.89,0,negative
185.1,31.47,9.1,2.46,0,negative
175.4,29.82,9.7,2.62,2,negative
263.4,44.78,10.7,2.89,2,negative
94.2,16.01,7.3,1.97,1,negative
189.4,32.2,7.1,1.92,3,negative
118,20.06,11.8,3.19,2,negative
212.1,36.06,8.4,2.27,3,negative
222,37.74,12.4,3.35,2,negative
222.8,37.88,13,3.51,0,negative
190,32.3,12.2,3.29,1,negative
271.8,46.21,8.7,2.35,4,positive
195.4,33.22,8.4,2.27,3,negative
199.6,33.93,7.2,1.94,3,negative
100,17,10.1,2.73,0,negative
160.6,27.3,9.5,2.57,2,negative
158.7,26.98,9.9,2.67,1,negative
154.5,26.27,12,3.24,3,positive
192.3,32.69,6.3,1.7,1,negative
305.1,51.87,8.5,2.3,0,positive
193,32.81,7.4,2,2,negative
72.5,12.33,6.6,1.78,1,negative
105.2,17.88,6.3,1.7,2,negative
180.5,30.69,10,2.7,2,negative
214.7,36.5,14.3,3.86,0,negative
86.8,14.76,13.2,3.56,1,negative
131.5,22.36,7.9,2.13,5,positive
135.4,23.02,17.5,4.73,0,negative
174.3,29.63,5.9,1.59,6,negative
203.9,34.66,12.1,3.27,3,negative
235.5,40.04,12.5,3.38,0,negative
157,26.69,12.1,3.27,2,negative
111.9,19.02,10,2.7,3,negative
236.3,40.17,11.2,3.02,3,negative
163.6,27.81,8.6,2.32,0,negative
213.6,36.31,8.9,2.4,1,negative
143.4,24.38,9.4,2.54,3,negative
78.3,13.31,12.1,3.27,1,negative
97.1,16.51,10.6,2.86,1,negative
94.1,16,10.1,2.73,0,negative
226.3,38.47,8.2,2.21,2,positive
133.8,22.75,10.5,2.84,1,negative
190.3,32.35,10.6,2.86,1,negative
294.9,50.13,9.8,2.65,3,negative
185.4,31.52,10,2.7,2,negative
179.5,30.52,12,3.24,0,negative
158,26.86,10.1,2.73,0,negative
173,29.41,10.4,2.81,0,negative
134.2,22.81,8.2,2.21,1,negative
125.2,21.28,12.6,3.4,3,negative
195.9,33.3,13.2,3.56,2,negative
214.2,36.41,10.3,2.78,0,negative
221.1,37.59,9.5,2.57,0,negative
132,22.44,11.6,3.13,1,negative
157.6,26.79,9.1,2.46,1,negative
110.3,18.75,11,2.97,2,negative
161.5,27.46,11.2,3.02,0,negative
171.8,29.21,10.6,2.86,1,negative
211,35.87,11.4,3.08,1,negative
139.3,23.68,9.3,2.51,7,positive
291.6,49.57,14,3.78,2,positive
139,23.63,12.1,3.27,0,negative
234.8,39.92,10,2.7,4,negative
187.6,31.89,8.8,2.38,1,negative
159.8,27.17,13.1,3.54,2,negative
177.1,30.11,5.2,1.4,1,negative
117.9,20.04,11.4,3.08,0,negative
247.6,42.09,10.8,2.92,2,negative
169.9,28.88,8.5,2.3,1,negative
185,31.45,14.1,3.81,3,negative
204.9,34.83,11.3,3.05,0,negative
225.5,38.34,9.4,2.54,3,negative
169.7,28.85,10.5,2.84,4,positive
239.3,40.68,10.6,2.86,0,negative
113.3,19.26,11.7,3.16,4,positive
161.9,27.52,10.2,2.75,3,negative
133.3,22.66,5.6,1.51,2,negative
170.7,29.02,8.7,2.35,3,negative
189.7,32.25,8.3,2.24,5,negative
322.3,54.79,7.8,2.11,2,positive
124.4,21.15,10.4,2.81,2,negative
146.9,24.97,11.4,3.08,3,negative
192.6,32.74,10.8,2.92,1,negative
96.3,16.37,10.3,2.78,1,negative
131.9,22.42,14.7,3.97,3,negative
147.2,25.02,13.3,3.59,2,negative
143.1,24.33,7.1,1.92,2,negative
280.4,47.67,15.2,4.1,5,negative
237.2,40.32,10.7,2.89,1,negative
184.2,31.31,12.8,3.46,2,negative
109.1,18.55,10,2.7,3,negative
138.1,23.48,10.3,2.78,5,positive
186.8,31.76,8.8,2.38,3,negative
155.4,26.42,13.9,3.75,1,negative
245.3,41.7,8.5,2.3,4,negative
205.9,35,11,2.97,0,positive
207.2,35.22,11.9,3.21,1,negative
151.5,25.76,10.7,2.89,2,negative
221.9,37.72,7.1,1.92,0,positive
190,32.3,9.5,2.57,1,negative
220.8,37.54,10.5,2.84,2,negative
173.7,29.53,6.3,1.7,2,negative
114.8,19.52,9.6,2.59,2,negative
113.8,19.35,10.4,2.81,3,negative
143.2,24.34,6.2,1.67,4,positive
184.4,31.35,9.3,2.51,3,negative
227.4,38.66,7.8,2.11,1,negative
224,38.08,2.1,0.57,0,negative
216.2,36.75,10,2.7,2,negative
129.9,22.08,13.3,3.59,0,negative
230.1,39.12,6.9,1.86,2,negative
204.4,34.75,11,2.97,1,negative
216.6,36.82,9.1,2.46,1,negative
247.5,42.08,10.2,2.75,2,positive
228.1,38.78,9,2.43,1,negative
225.9,38.4,11.2,3.02,1,positive
103.5,17.6,12,3.24,4,positive
115.5,19.64,7.5,2.03,0,negative
218.8,37.2,9.7,2.62,1,negative
223.8,38.05,12.3,3.32,3,negative
143.8,24.45,12.9,3.48,3,negative
29.9,5.08,8.6,2.32,2,negative
276.7,47.04,8.3,2.24,0,negative
141.4,24.04,8.1,2.19,0,negative
153.9,26.16,12.8,3.46,1,negative
190.5,32.39,13.8,3.73,0,negative
192.6,32.74,9.4,2.54,1,negative
151.8,25.81,12.2,3.29,1,negative
215.6,36.65,10.1,2.73,5,negative
180,30.6,7.8,2.11,3,negative
157.3,26.74,8.4,2.27,2,negative
196.5,33.41,6.8,1.84,0,negative
240.3,40.85,11.9,3.21,0,negative
193.3,32.86,9.4,2.54,3,negative
211.9,36.02,5.4,1.46,1,negative
218.7,37.18,8.2,2.21,1,negative
246.8,41.96,13.2,3.56,0,positive
174.7,29.7,15.8,4.27,6,positive
240,40.8,9.3,2.51,0,positive
181.2,30.8,5,1.35,2,negative
113.7,19.33,10.8,2.92,1,negative
174.7,29.7,13.4,3.62,0,negative
211.1,35.89,9.7,2.62,2,negative
169.3,28.78,12.2,3.29,1,negative
247.4,42.06,11.3,3.05,0,negative
131.2,22.3,12.8,3.46,2,negative
161.4,27.44,11.8,3.19,1,negative
107.2,18.22,9.7,2.62,1,negative
211.9,36.02,8.8,2.38,1,negative
160.4,27.27,6.9,1.86,3,negative
230.7,39.22,6.4,1.73,1,negative
232.6,39.54,10.5,2.84,1,negative
294.7,50.1,10.8,2.92,1,positive
133.4,22.68,10.2,2.75,1,negative
306.2,52.05,11.7,3.16,0,negative
236.8,40.26,10.4,2.81,2,negative
125.7,21.37,14.2,3.83,3,positive
168.4,28.63,11.4,3.08,1,negative
70.9,12.05,12,3.24,2,negative
105,17.85,3.7,1,0,negative
152.1,25.86,12,3.24,1,negative
180.9,30.75,8.8,2.38,3,negative
156.6,26.62,9.4,2.54,1,negative
180.5,30.69,2.4,0.65,0,negative
238.8,40.6,13.2,3.56,1,negative
182.1,30.96,13.4,3.62,2,negative
139.6,23.73,8.8,2.38,2,negative
200.3,34.05,10.2,2.75,0,negative
153.5,26.1,8.5,2.3,1,negative
128.2,21.79,11.7,3.16,3,negative
159.5,27.12,16.7,4.51,2,negative
226.4,38.49,12.3,3.32,3,positive
251.9,42.82,8.4,2.27,2,negative
264.5,44.97,7.5,2.03,2,positive
153.7,26.13,10.7,2.89,0,negative
232.1,39.46,15,4.05,5,negative
201.9,34.32,7.8,2.11,1,negative
186.9,31.77,4.2,1.13,1,negative
196.6,33.42,6.6,1.78,1,negative
232.1,39.46,9.9,2.67,1,negative
166,28.22,6.3,1.7,0,negative
200.6,34.1,2.5,0.68,1,negative
141,23.97,4.9,1.32,3,negative
245,41.65,7.5,2.03,0,negative
140.8,23.94,10.9,2.94,1,negative
255.1,43.37,8.8,2.38,3,positive
125,21.25,10.2,2.75,2,negative
180.6,30.7,5,1.35,1,negative
248.7,42.28,11.3,3.05,1,positive
178.1,30.28,8.4,2.27,0,negative
122.2,20.77,10.3,2.78,5,positive
231.3,39.32,7.2,1.94,1,negative
111.2,18.9,12.6,3.4,3,negative
103.2,17.54,11.9,3.21,0,positive
138.4,23.53,3.9,1.05,4,positive
146.3,24.87,11.5,3.11,0,negative
206.3,35.07,11.7,3.16,0,negative
132,22.44,13.5,3.65,0,negative
274.6,46.68,9.2,2.48,2,negative
185.3,31.5,11.7,3.16,0,negative
154.8,26.32,9,2.43,1,negative
179.2,30.46,14.7,3.97,1,negative
286.2,48.65,11,2.97,2,positive
268,45.56,17,4.59,3,negative
137.5,23.38,13.3,3.59,2,negative
243,41.31,13.4,3.62,2,negative
134.9,22.93,15,4.05,1,negative
234.2,39.81,13.9,3.75,1,negative
175.1,29.77,7.3,1.97,1,negative
142.2,24.17,10.1,2.73,1,negative
132.4,22.51,6,1.62,2,negative
97.8,16.63,5.9,1.59,0,negative
266.9,45.37,11,2.97,3,positive
155.2,26.38,9.7,2.62,3,negative
200.2,34.03,8.8,2.38,1,negative
289.1,49.15,12.7,3.43,2,positive
198.4,33.73,10.5,2.84,1,negative
180.3,30.65,12.8,3.46,2,negative
86.3,14.67,12.5,3.38,2,negative
295,50.15,12.9,3.48,2,positive
240.9,40.95,14.7,3.97,3,negative
207.7,35.31,8,2.16,1,negative
128.5,21.85,0,0,1,negative
224.4,38.15,8.8,2.38,1,negative
164.9,28.03,10,2.7,2,negative
238,40.46,10.6,2.86,2,negative
231,39.27,8.3,2.24,2,negative
107.3,18.24,10,2.7,4,positive
185,31.45,5.1,1.38,1,negative
244.1,41.5,7.7,2.08,3,negative
238.4,40.53,12.4,3.35,3,negative
141.1,23.99,13.2,3.56,1,negative
158.1,26.88,11.8,3.19,0,negative
220.1,37.42,13.1,3.54,0,negative
199.5,33.92,10.9,2.94,4,positive
109.5,18.62,4.9,1.32,1,negative
187.2,31.82,13.2,3.56,1,negative
107.9,18.34,0,0,0,negative
172.1,29.26,13.9,3.75,1,positive
203.8,34.65,11.7,3.16,1,negative
160,27.2,9.1,2.46,0,negative
51.1,8.69,12.3,3.32,1,negative
227.7,38.71,11.7,3.16,1,negative
203.8,34.65,9,2.43,1,negative
241.7,41.09,11.3,3.05,1,negative
78.1,13.28,12.3,3.32,1,negative
187.8,31.93,11,2.97,2,negative
127.1,21.61,7.1,1.92,1,negative
280,47.6,10.4,2.81,0,positive
153.2,26.04,7.8,2.11,1,negative
137.1,23.31,11.5,3.11,2,negative
186.1,31.64,13.8,3.73,4,positive
224.1,38.1,11.5,3.11,2,negative
83.6,14.21,8.1,2.19,1,negative
203.9,34.66,17.8,4.81,4,negative
211.3,35.92,13.3,3.59,1,negative
219.4,37.3,12,3.24,4,negative
190.4,32.37,13.6,3.67,2,negative
147.7,25.11,6.9,1.86,2,negative
229.9,39.08,14.2,3.83,2,negative
102.8,17.48,10,2.7,1,negative
178.7,30.38,9.1,2.46,1,negative
148.5,25.25,6.5,1.76,0,negative
164.1,27.9,12.3,3.32,0,negative
197.2,33.52,7.8,2.11,1,negative
124.9,21.23,11.6,3.13,2,negative
115.4,19.62,15.9,4.29,3,negative
140,23.8,9.7,2.62,4,positive
193.9,32.96,13.2,3.56,3,negative
321.1,54.59,11.5,3.11,4,positive
118.4,20.13,13.6,3.67,5,positive
169.8,28.87,11.6,3.13,1,negative
193.4,32.88,9.3,2.51,2,negative
106.6,18.12,14.9,4.02,1,negative
134.7,22.9,11.8,3.19,2,negative
156.2,26.55,9.9,2.67,2,negative
231.1,39.29,9.6,2.59,3,negative
180.8,30.74,14.1,3.81,2,negative
213.8,36.35,5,1.35,2,negative
234.4,39.85,13.7,3.7,0,negative
