Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
54.2,9.21,303.2,25.77,84,8.6,2.32,1,positive
208,35.36,185,15.73,144,8.1,2.19,1,negative
230.3,39.15,77.9,6.62,105,13.2,3.56,1,negative
240.8,40.94,75.9,6.45,115,7.1,1.92,2,negative
195.7,33.27,106.2,9.03,94,5.3,1.43,2,negative
276.1,46.94,201.1,17.09,73,8.9,2.4,0,positive
166.1,28.24,175.9,14.95,55,16.2,4.37,2,negative
135.9,23.1,244.5,20.78,74,11.5,3.11,4,positive
189.1,32.15,223.2,18.97,116,13.9,3.75,2,positive
177.9,30.24,175.1,14.88,117,11.5,3.11,1,negative
143.9,24.46,210.3,17.88,117,12.5,3.38,2,negative
148.2,25.19,159.6,13.57,62,8.6,2.32,2,negative
287.1,48.81,159.3,13.54,86,13.9,3.75,2,positive
179.7,30.55,218.1,18.54,105,9.3,2.51,1,positive
165.8,28.19,190,16.15,116,10.9,2.94,5,positive
144.1,24.5,167.6,14.25,107,14.5,3.92,1,negative
172.5,29.33,253.1,21.51,113,5.9,1.59,0,negative
199.8,33.97,167.1,14.2,94,5.5,1.49,1,negative
109.1,18.55,142.3,12.1,86,10.9,2.94,2,negative
171.8,29.21,301.7,25.64,108,9.7,2.62,1,negative
222.3,37.79,286,24.31,117,12.1,3.27,1,positive
245.8,41.79,264.7,22.5,103,11.2,3.02,0,negative
164.6,27.98,270.6,23,109,8,2.16,0,negative
211.7,35.99,271.7,23.09,108,7.4,2,0,negative
147.2,25.02,160.1,13.61,120,7.7,2.08,0,positive
254.7,43.3,252.2,21.44,103,8,2.16,0,positive
170.1,28.92,271.8,23.1,78,8.7,2.35,1,negative
195.1,33.17,261.5,22.23,90,11.4,3.08,0,negative
149.3,25.38,187.1,15.9,100,7.9,2.13,7,positive
81.9,13.92,253.8,21.57,125,8.9,2.4,2,positive
191.1,32.49,149.6,12.72,60,9.8,2.65,0,negative
206.9,35.17,224.4,19.07,60,8.3,2.24,3,negative
239,40.63,273,23.21,93,13.5,3.65,1,positive
179.3,30.48,252.7,21.48,114,8,2.16,0,negative
185.3,31.5,219.1,18.62,107,5.5,1.49,0,negative
141.4,24.04,123.9,10.53,88,8.1,2.19,2,negative
248.6,42.26,119.3,10.14,83,12,3.24,1,negative
152.5,25.93,252.4,21.45,104,4.9,1.32,2,negative
145.6,24.75,230.9,19.63,86,11.4,3.08,1,negative
164.2,27.91,196.2,16.68,119,8.1,2.19,1,negative
221,37.57,165.4,14.06,117,9.7,2.62,1,negative
295.4,50.22,232.1,19.73,123,11.5,3.11,1,positive
139.8,23.77,174.9,14.87,135,9.4,2.54,2,negative
162.3,27.59,149.1,12.67,115,14.8,4,4,positive
272.7,46.36,236.4,20.09,105,7.7,2.08,0,positive
200.3,34.05,226.6,19.26,91,12.9,3.48,2,negative
157.1,26.71,172.4,14.65,94,11.1,3,1,negative
135.8,23.09,200.6,17.05,98,12.3,3.32,2,negative
236.7,40.24,231.9,19.71,85,12.7,3.43,1,negative
111.4,18.94,175,14.88,106,5.5,1.49,3,negative
156.1,26.54,107.1,9.1,95,14.7,3.97,0,positive
191.1,32.49,282.8,24.04,118,12,3.24,2,negative
153,26.01,141.1,11.99,76,10.3,2.78,1,positive
218.8,37.2,242.8,20.64,80,10.3,2.78,4,negative
205.4,34.92,134.9,11.47,83,10.3,2.78,3,negative
225.2,38.28,184.9,15.72,146,9.9,2.67,0,positive
249.9,42.48,254.5,21.63,98,8.9,2.4,2,positive
131.6,22.37,137,11.65,107,10.2,2.75,3,negative
197.9,33.64,165.6,14.08,120,10.1,2.73,0,negative
166.5,28.31,210.2,17.87,93,9.9,2.67,1,negative
225.4,38.32,187.1,15.9,112,12.9,3.48,1,negative
275.8,46.89,189.5,16.11,93,7.4,2,2,positive
142.9,24.29,88.6,7.53,96,10.8,2.92,1,negative
207.2,35.22,256,21.76,87,9.9,2.67,1,negative
206.2,35.05,211.2,17.95,122,10.2,2.75,1,negative
210.3,35.75,195.8,16.64,82,11.2,3.02,1,negative
225.7,38.37,119.6,10.17,125,14,3.78,1,positive
167.8,28.53,205.3,17.45,132,14.5,3.92,4,positive
197.7,33.61,152.2,12.94,93,7,1.89,2,negative
169.8,28.87,65.2,5.54,92,10.9,2.94,1,negative
190.6,32.4,237.3,20.17,116,9.8,2.65,2,negative
80.3,13.65,153.3,13.03,123,12.8,3.46,2,negative
231.7,39.39,225.1,19.13,89,12.1,3.27,0,negative
69.1,11.75,230.3,19.58,96,6.5,1.76,0,negative
188.8,32.1,217.4,18.48,100,8.2,2.21,4,negative
150.6,25.6,169.1,14.37,104,10.4,2.81,8,positive
192,32.64,139.5,11.86,102,5.5,1.49,2,negative
163.7,27.83,113.2,9.62,118,9.9,2.67,3,negative
211.7,35.99,198.7,16.89,136,6.5,1.76,1,negative
175.5,29.84,132.3,11.25,96,11.8,3.19,1,negative
150.1,25.52,200.1,17.01,105,11,2.97,2,negative
189.5,32.22,176.3,14.99,112,14.2,3.83,1,negative
70.8,12.04,215.6,18.33,125,9.5,2.57,6,positive
215.5,36.64,190.7,16.21,106,8.6,2.32,1,negative
101.7,17.29,202.8,17.24,119,9.4,2.54,3,negative
258.4,43.93,126.8,10.78,87,9.7,2.62,4,negative
242.4,41.21,152.9,13,115,11.8,3.19,1,negative
131.8,22.41,284.3,24.17,101,11.3,3.05,1,negative
190.2,32.33,197.7,16.8,102,9.8,2.65,2,negative
154.1,26.2,204.2,17.36,92,9.8,2.65,2,negative
188,31.96,90.5,7.69,64,15.3,4.13,3,negative
103.1,17.53,275,23.38,92,11.2,3.02,1,negative
175.4,29.82,159.5,13.56,96,11.6,3.13,0,negative
145.4,24.72,209.1,17.77,96,10.9,2.94,1,negative
250.6,42.6,187.9,15.97,131,7.8,2.11,1,negative
161.5,27.46,214.2,18.21,106,8.6,2.32,1,negative
260.1,44.22,256.5,21.8,89,10,2.7,1,positive
281.3,47.82,301.5,25.63,109,8.7,2.35,0,positive
130.1,22.12,167,14.2,80,13.6,3.67,3,positive
102,17.34,113.3,9.63,105,11.4,3.08,2,negative
218.7,37.18,155,13.18,117,12.1,3.27,1,negative
128.5,21.85,188.4,16.01,85,6.8,1.84,1,negative
128.7,21.88,227.1,19.3,135,9.2,2.48,2,positive
172.2,29.27,162.6,13.82,101,8.7,2.35,1,negative
199.2,33.86,126,10.71,135,7.6,2.05,1,negative
184.5,31.37,200.5,17.04,91,8.8,2.38,2,negative
168.6,28.66,175.6,14.93,92,10.9,2.94,0,negative
174,29.58,205.3,17.45,90,6.7,1.81,1,negative
230.4,39.17,257.4,21.88,88,8.5,2.3,1,negative
198.2,33.69,202.8,17.24,73,5.1,1.38,1,negative
186.1,31.64,211.6,17.99,100,8,2.16,0,negative
148.5,25.25,243,20.66,114,6.8,1.84,1,negative
157.1,26.71,268.8,22.85,91,10,2.7,0,negative
155,26.35,133.4,11.34,84,7,1.89,4,positive
129.3,21.98,176.5,15,102,9.6,2.59,1,negative
188.5,32.05,182,15.47,127,6.1,1.65,1,negative
208.8,35.5,225.3,19.15,130,11.1,3,0,negative
238,40.46,278.5,23.67,134,11.8,3.19,0,positive
211.1,35.89,206.9,17.59,70,5.6,1.51,0,negative
198.9,33.81,207,17.6,76,12.6,3.4,3,negative
212.8,36.18,204.1,17.35,113,10.2,2.75,1,negative
137.4,23.36,120,10.2,64,12.4,3.35,3,negative
191.8,32.61,267.8,22.76,62,12.8,3.46,2,negative
149,25.33,49.2,4.18,93,13.9,3.75,0,negative
117.1,19.91,249.6,21.22,84,11.1,3,3,negative
108,18.36,241.9,20.56,92,10.4,2.81,3,negative
112.8,19.18,199.4,16.95,105,10.1,2.73,0,negative
175.9,29.9,188.3,16.01,98,11,2.97,1,negative
236.6,40.22,169.9,14.44,118,11.1,3,1,positive
169.4,28.8,184.9,15.72,89,2,0.54,1,negative
129.6,22.03,246.2,20.93,124,9.4,2.54,3,negative
177.1,30.11,184.7,15.7,94,8,2.16,1,negative
133.3,22.66,184.1,15.65,107,13.5,3.65,1,negative
167.8,28.53,212.9,18.1,73,13,3.51,5,negative
174.6,29.68,310.6,26.4,92,9,2.43,1,negative
150.3,25.55,255.9,21.75,62,12.5,3.38,2,negative
283.2,48.14,239.7,20.37,80,6.3,1.7,5,negative
157.8,26.83,161.5,13.73,100,8.7,2.35,5,positive
141.2,24,149.1,12.67,72,7,1.89,2,negative
230.2,39.13,196.1,16.67,108,10.4,2.81,1,negative
237.8,40.43,208.9,17.76,86,15.6,4.21,2,positive
204,34.68,168.5,14.32,102,13.3,3.59,3,positive
221.1,37.59,178.6,15.18,90,7.4,2,1,negative
177.2,30.12,142.6,12.12,144,12.7,3.43,4,negative
118,20.06,248.1,21.09,122,5.3,1.43,1,negative
163.8,27.85,255.6,21.73,95,15.7,4.24,0,negative
141.3,24.02,230.4,19.58,85,9.4,2.54,3,negative
272.5,46.33,226.1,19.22,94,16.4,4.43,3,positive
118.9,20.21,228.3,19.41,111,8.2,2.21,2,negative
7.9,1.34,136.4,11.59,89,12.1,3.27,0,negative
159.5,27.12,167.2,14.21,106,10.2,2.75,0,negative
150.2,25.53,185.7,15.78,128,12.1,3.27,1,negative
144.5,24.57,262.3,22.3,82,12,3.24,2,negative
140.7,23.92,210.9,17.93,125,12.4,3.35,2,negative
169.2,28.76,216.8,18.43,107,12.6,3.4,1,negative
220.8,37.54,148.5,12.62,100,7.6,2.05,2,negative
216.3,36.77,266.3,22.64,110,4.5,1.22,0,negative
169.5,28.82,157.6,13.4,70,10.6,2.86,0,negative
256.3,43.57,258.1,21.94,130,11.7,3.16,1,negative
179.7,30.55,299.8,25.48,120,7.6,2.05,1,negative
266,45.22,130.1,11.06,63,13.1,3.54,3,negative
96.7,16.44,193.8,16.47,88,9.7,2.62,2,negative
82.7,14.06,194.6,16.54,54,10.9,2.94,0,negative
168.2,28.59,161.7,13.74,112,10.1,2.73,3,negative
286.4,48.69,178.2,15.15,152,10.7,2.89,1,positive
174.3,29.63,186.6,15.86,105,12.9,3.48,3,negative
190.6,32.4,161.7,13.74,136,13,3.51,1,negative
175.5,29.84,205.1,17.43,100,17.8,4.81,4,negative
133.4,22.68,204.6,17.39,103,11.1,3,1,negative
204.6,34.78,136,11.56,82,6.6,1.78,3,negative
242.2,41.17,233.2,19.82,121,6.2,1.67,3,negative
253.1,43.03,210.1,17.86,98,11.9,3.21,3,negative
130,22.1,185.3,15.75,105,8.3,2.24,0,negative
105.9,18,189.6,16.12,67,12.7,3.43,0,negative
194.2,33.01,193.8,16.47,123,9.3,2.51,3,negative
183.8,31.25,123.5,10.5,105,6.1,1.65,1,negative
196.5,33.41,190,16.15,99,10.8,2.92,2,negative
184.5,31.37,172,14.62,96,13.7,3.7,3,negative
261.9,44.52,148.1,12.59,74,13.8,3.73,0,negative
202.4,34.41,260.2,22.12,112,9.2,2.48,3,negative
167.4,28.46,172.7,14.68,113,9.5,2.57,3,negative
167.7,28.51,246.8,20.98,117,7.5,2.03,1,negative
191.7,32.59,193,16.41,93,11.1,3,1,negative
240.2,40.83,230.3,19.58,83,5.2,1.4,2,negative
189.1,32.15,178.2,15.15,104,11.1,3,1,negative
127.7,21.71,182.9,15.55,92,10.6,2.86,1,negative
205.2,34.88,99.5,8.46,75,13.4,3.62,1,negative
153.6,26.11,216.9,18.44,91,12.6,3.4,2,negative
154.5,26.27,193.6,16.46,145,13.4,3.62,2,negative
153.7,26.13,194,16.49,114,14.1,3.81,1,negative
171.2,29.1,185.8,15.79,97,10.8,2.92,1,negative
328.1,55.78,151.7,12.89,114,8.7,2.35,1,positive
145.9,24.8,208.2,17.7,106,14.4,3.89,0,positive
201.2,34.2,280.1,23.81,110,11.8,3.19,1,negative
139.1,23.65,246,20.91,121,11.4,3.08,5,negative
118.9,20.21,278.3,23.66,61,13.2,3.56,2,negative
217.6,36.99,279,23.72,65,10.4,2.81,2,positive
145,24.65,209.1,17.77,112,14.6,3.94,1,negative
203.5,34.6,289.6,24.62,71,8.7,2.35,3,negative
240.1,40.82,180.4,15.33,122,8,2.16,3,negative
83.8,14.25,240.2,20.42,108,6.7,1.81,1,negative
269.8,45.87,228.8,19.45,106,10.1,2.73,1,positive
126.3,21.47,209.6,17.82,129,10.6,2.86,1,negative
88.1,14.98,175.9,14.95,85,9.7,2.62,2,negative
218.5,37.15,196.7,16.72,103,9.9,2.67,2,negative
236.8,40.26,263.4,22.39,91,11.2,3.02,1,negative
124.1,21.1,192.8,16.39,84,6.4,1.73,3,negative
184.2,31.31,167.5,14.24,114,10,2.7,0,negative
222.7,37.86,277,23.55,94,13.6,3.67,4,negative
149.2,25.36,193.6,16.46,119,11.1,3,1,negative
206.5,35.11,180.2,15.32,95,12.2,3.29,3,negative
159.7,27.15,168.8,14.35,127,9.6,2.59,3,negative
204.7,34.8,209.4,17.8,67,7,1.89,2,negative
213.2,36.24,120.7,10.26,102,7.5,2.03,1,negative
269.6,45.83,171.7,14.59,98,8.2,2.21,1,negative
116.7,19.84,213.8,18.17,112,9.7,2.62,2,negative
263.4,44.78,235.5,20.02,146,13,3.51,0,negative
140.2,23.83,213.9,18.18,126,7.1,1.92,1,negative
197.7,33.61,127.6,10.85,103,13.5,3.65,1,negative
136.2,23.15,220.9,18.78,116,13.3,3.59,3,negative
88.5,15.05,178.8,15.2,96,11.5,3.11,2,negative
215.3,36.6,242.4,20.6,105,12.1,3.27,0,negative
269.2,45.76,193.8,16.47,61,8.9,2.4,3,positive
203.8,34.65,267.1,22.7,105,7.3,1.97,0,negative
268.4,45.63,222.2,18.89,102,10.3,2.78,0,negative
159.1,27.05,269.8,22.93,116,10.3,2.78,1,negative
114.4,19.45,127.7,10.85,109,10.1,2.73,2,negative
138.9,23.61,208.9,17.76,82,9.2,2.48,2,negative
186,31.62,237.4,20.18,83,12.2,3.29,1,negative
170.4,28.97,254.5,21.63,122,15.1,4.08,0,negative
164.5,27.97,230.9,19.63,91,9.9,2.67,4,negative
168.6,28.66,168.6,14.33,59,12.3,3.32,1,negative
261.2,44.4,250.8,21.32,112,9.8,2.65,0,positive
190.5,32.39,178.4,15.16,113,13.1,3.54,1,negative
181.1,30.79,314.4,26.72,81,4.2,1.13,2,negative
177.1,30.11,114.7,9.75,88,6.5,1.76,3,negative
160.5,27.29,240.5,20.44,121,11.3,3.05,1,negative
134.7,22.9,295.3,25.1,121,6.6,1.78,2,negative
198.2,33.69,139.1,11.82,139,8.8,2.38,2,negative
228.9,38.91,255.7,21.73,120,10.1,2.73,4,positive
241.7,41.09,135.8,11.54,123,13.1,3.54,0,negative
131.1,22.29,176.2,14.98,81,4.3,1.16,1,negative
234.1,39.8,200.2,17.02,89,13.1,3.54,2,negative
200.1,34.02,300.9,25.58,68,11.9,3.21,0,negative
154,26.18,94.4,8.02,95,10.1,2.73,1,negative
224.2,38.11,189.6,16.12,75,9.8,2.65,0,negative
148.3,25.21,181.6,15.44,104,8.3,2.24,3,negative
174.6,29.68,176.6,15.01,91,8.8,2.38,2,negative
138.5,23.55,153.2,13.02,103,11.1,3,1,negative
109,18.53,265.8,22.59,80,12.6,3.4,1,negative
162.3,27.59,212.5,18.06,114,11.1,3,4,negative
210.8,35.84,189.6,16.12,99,16.4,4.43,2,negative
142.4,24.21,318.7,27.09,108,11.1,3,1,negative
223.5,38,235.1,19.98,90,10.6,2.86,2,negative
182.5,31.03,232.1,19.73,82,7.5,2.03,2,negative
219.6,37.33,141.1,11.99,101,10.8,2.92,2,negative
193.6,32.91,238.2,20.25,107,12.9,3.48,0,negative
192.4,32.71,156.9,13.34,82,11,2.97,0,negative
236.2,40.15,189.4,16.1,104,13.3,3.59,0,negative
233.2,39.64,113.3,9.63,71,16.1,4.35,0,negative
158.8,27,188.5,16.02,87,9.8,2.65,2,negative
126.1,21.44,274.7,23.35,95,9.8,2.65,1,negative
290.4,49.37,253.9,21.58,126,10.1,2.73,3,positive
60.6,10.3,165.9,14.1,99,13.3,3.59,0,negative
148.4,25.23,193.8,16.47,106,6.9,1.86,0,negative
246.5,41.91,216.3,18.39,99,12.7,3.43,2,negative
298.1,50.68,201.3,17.11,88,9.7,2.62,2,positive
119.3,20.28,185.1,15.73,74,10.9,2.94,2,negative
242.5,41.23,232.9,19.8,86,9.6,2.59,0,negative
222.1,37.76,160.6,13.65,102,13.6,3.67,0,positive
236.2,40.15,273.9,23.28,77,10.1,2.73,2,positive
144.2,24.51,212.2,18.04,87,9.5,2.57,0,negative
154.6,26.28,241.6,20.54,112,12.6,3.4,3,negative
137.4,23.36,176.7,15.02,93,10.2,2.75,2,negative
103.7,17.63,127,10.8,66,14.4,3.89,0,negative
136.6,23.22,209.4,17.8,78,12.2,3.29,4,positive
289.8,49.27,255.6,21.73,76,11.7,3.16,2,positive
260.9,44.35,168.5,14.32,91,13.3,3.59,3,negative
196.2,33.35,176.5,15,108,15.2,4.1,0,positive
195.6,33.25,126.4,10.74,87,14.2,3.83,1,negative
222.2,37.77,162.5,13.81,120,11.9,3.21,4,negative
172.9,29.39,183,15.56,100,9.8,2.65,0,positive
249.8,42.47,242.4,20.6,78,11.6,3.13,0,positive
154.5,26.27,216.2,18.38,82,13.7,3.7,1,negative
90.4,15.37,276.2,23.48,111,12.7,3.43,1,negative
268.8,45.7,246.6,20.96,102,16.4,4.43,0,negative
106.1,18.04,157.6,13.4,69,8.1,2.19,1,negative
27,4.59,160.9,13.68,96,10.7,2.89,3,negative
140.1,23.82,223.4,18.99,73,3.8,1.03,1,negative
245,41.65,180.4,15.33,105,9.7,2.62,1,negative
196.7,33.44,205.9,17.5,112,11.2,3.02,3,negative
131.2,22.3,106.5,9.05,96,10.2,2.75,2,negative
149.6,25.43,239.8,20.38,135,7.4,2,2,negative
239.8,40.77,251.8,21.4,112,10.9,2.94,1,negative
142.1,24.16,193,16.41,88,11,2.97,1,negative
115.4,19.62,178.7,15.19,113,6,1.62,3,negative
193,32.81,224.8,19.11,91,10.3,2.78,2,negative
206.1,35.04,224.6,19.09,74,13,3.51,1,negative
160.3,27.25,221.3,18.81,120,11.2,3.02,0,negative
199.9,33.98,288.4,24.51,103,11.3,3.05,1,negative
213.1,36.23,206.2,17.53,93,8.9,2.4,0,negative
178.3,30.31,235,19.98,119,10.9,2.94,3,negative
252.3,42.89,207,17.6,95,12,3.24,3,positive
197.7,33.61,136.7,11.62,81,13.2,3.56,4,negative
111.1,18.89,217.9,18.52,108,6.6,1.78,2,negative
96.5,16.41,210.2,17.87,106,12.5,3.38,1,positive
156.9,26.67,122.2,10.39,103,11.3,3.05,3,negative
123.3,20.96,170,14.45,78,12.7,3.43,1,negative
193.7,32.93,183.2,15.57,72,10.8,2.92,1,negative
206.9,35.17,167.7,14.25,86,10.9,2.94,0,negative
249.8,42.47,261.9,22.26,108,12.7,3.43,3,positive
144,24.48,224.7,19.1,91,10,2.7,1,negative
299.5,50.92,163.4,13.89,88,11.6,3.13,0,negative
226,38.42,304.6,25.89,132,12.6,3.4,2,positive
137.6,23.39,143.5,12.2,110,9.6,2.59,2,negative
211.7,35.99,139.2,11.83,89,11.1,3,1,negative
89.7,15.25,179.8,15.28,120,9.5,2.57,2,negative
197.6,33.59,246.5,20.95,104,12.5,3.38,2,negative
270,45.9,256.6,21.81,104,12,3.24,2,positive
224.7,38.2,192,16.32,98,11.3,3.05,3,negative
194.3,33.03,123.6,10.51,99,10.2,2.75,2,negative
47.7,8.11,264.4,22.47,97,13.2,3.56,0,positive
190.1,32.32,182.2,15.49,105,13,3.51,1,negative
89.5,15.22,339.9,28.89,76,7.9,2.13,1,positive
182.6,31.04,154.5,13.13,57,12.1,3.27,0,negative
205.5,34.94,298.5,25.37,104,6.9,1.86,1,negative
231.5,39.36,266.9,22.69,118,7.4,2,1,negative
251.3,42.72,252.5,21.46,112,9.9,2.67,3,positive
171.2,29.1,243.5,20.7,92,13,3.51,2,negative
197.9,33.64,251,21.34,85,11.2,3.02,2,negative
134.8,22.92,204.1,17.35,109,6.7,1.81,1,negative
191.4,32.54,168.5,14.32,99,10.3,2.78,1,negative
174.5,29.67,197.4,16.78,86,10.6,2.86,0,negative
177.4,30.16,226.2,19.23,72,10.9,2.94,0,negative
182.1,30.96,211.5,17.98,124,6.8,1.84,1,negative
222.4,37.81,165.4,14.06,97,11.2,3.02,0,negative
47.8,8.13,178.9,15.21,96,13.3,3.59,0,positive
121.8,20.71,89.3,7.59,92,10.3,2.78,1,negative
143.5,24.4,189.3,16.09,82,8.8,2.38,3,negative
164.9,28.03,210.4,17.88,104,7.8,2.11,2,negative
193.6,32.91,148.7,12.64,105,13.1,3.54,2,negative
101.1,17.19,263.2,22.37,74,7.3,1.97,0,negative
92.3,15.69,193.1,16.41,119,11.6,3.13,2,negative
168.9,28.71,123.9,10.53,105,2.9,0.78,2,negative
219.2,37.26,206,17.51,117,15,4.05,1,negative
178.1,30.28,242.8,20.64,93,13,3.51,0,negative
146.5,24.91,284.5,24.18,98,14,3.78,3,negative
172.3,29.29,266.2,22.63,90,11.8,3.19,1,negative
190.9,32.45,149.7,12.72,87,13,3.51,1,negative
232.1,39.46,327.1,27.8,119,10.9,2.94,3,positive
169.2,28.76,173.3,14.73,64,12.4,3.35,4,positive
123.8,21.05,319,27.12,78,7.3,1.97,2,negative
96,16.32,177,15.05,127,9.7,2.62,3,negative
93.4,15.88,252,21.42,104,10.9,2.94,1,negative
90.6,15.4,170.6,14.5,74,5.4,1.46,1,negative
152.9,25.99,256.6,21.81,112,5.3,1.43,2,negative
257.9,43.84,211.6,17.99,104,9.4,2.54,2,negative
85.2,14.48,230.4,19.58,104,9,2.43,2,negative
160,27.2,184.5,15.68,101,6.1,1.65,1,negative
182.9,31.09,292.4,24.85,116,11.5,3.11,0,negative
216.2,36.75,222.2,18.89,95,3.1,0.84,2,negative
261.7,44.49,181.8,15.45,131,3.3,0.89,0,negative
241.2,41,174.3,14.82,59,8.5,2.3,2,negative
177.2,30.12,123.5,10.5,51,8.4,2.27,1,negative
89.5,15.22,180.8,15.37,94,14,3.78,2,negative
200.3,34.05,197.8,16.81,92,10.4,2.81,1,negative
145,24.65,294.3,25.02,120,11,2.97,4,positive
159.5,27.12,119.7,10.17,126,6.8,1.84,2,negative
151.8,25.81,138,11.73,112,11.2,3.02,3,negative
176.2,29.95,236,20.06,104,10.6,2.86,1,negative
152.1,25.86,121,10.29,126,9.8,2.65,0,negative
161.3,27.42,220.6,18.75,104,9.6,2.59,1,negative
171.7,29.19,144.5,12.28,106,6.8,1.84,3,negative
278.9,47.41,190.2,16.17,84,11.7,3.16,0,positive
213,36.21,226.2,19.23,99,11.1,3,4,negative
242.9,41.29,170.9,14.53,130,4.8,1.3,1,negative
217.2,36.92,303.4,25.79,71,12.4,3.35,0,positive
175.9,29.9,285.2,24.24,122,13,3.51,1,negative
303.2,51.54,170.5,14.49,80,11.5,3.11,0,positive
238.9,40.61,187.2,15.91,84,11.8,3.19,2,negative
189.6,32.23,179,15.22,126,11.4,3.08,2,negative
133.3,22.66,247.8,21.06,78,11.3,3.05,5,positive
92.7,15.76,127.8,10.86,86,9.9,2.67,3,negative
177.2,30.12,248.9,21.16,87,8.6,2.32,3,negative
184.5,31.37,209,17.77,70,10.2,2.75,2,negative
176.1,29.94,159.4,13.55,94,12.1,3.27,0,negative
204.7,34.8,143.1,12.16,84,11,2.97,6,negative
143.6,24.41,134.3,11.42,84,15.5,4.19,2,negative
179.3,30.48,188.8,16.05,88,12.1,3.27,1,negative
137.3,23.34,212.2,18.04,92,10.5,2.84,1,negative
237.8,40.43,223.5,19,90,10.2,2.75,2,negative
203.7,34.63,216.4,18.39,66,7.6,2.05,2,negative
191.3,32.52,250.7,21.31,86,17.6,4.75,2,negative
209.1,35.55,205,17.43,111,7.8,2.11,2,negative
88.8,15.1,109.6,9.32,107,7.1,1.92,3,negative
97.2,16.52,155.6,13.23,105,12.4,3.35,0,negative
137.9,23.44,192.6,16.37,125,11,2.97,1,negative
224.3,38.13,185.7,15.78,83,10,2.7,2,negative
207.6,35.29,152.7,12.98,95,9.7,2.62,1,negative
268.1,45.58,120.5,10.24,121,14.4,3.89,2,negative
166.7,28.34,179.3,15.24,131,6.8,1.84,4,positive
267.1,45.41,180.4,15.33,106,17.3,4.67,1,positive
181.8,30.91,198.6,16.88,96,9.3,2.51,2,negative
147.1,25.01,199.7,16.97,106,13.7,3.7,0,negative
37.7,6.41,144.1,12.25,101,4.9,1.32,1,negative
185,31.45,224.9,19.12,105,11.4,3.08,2,negative
156.4,26.59,171,14.54,96,8.6,2.32,2,negative
239.3,40.68,195.7,16.63,104,10.9,2.94,1,negative
215.5,36.64,161.9,13.76,91,8.8,2.38,2,negative
134.9,22.93,211.5,17.98,105,11.3,3.05,1,negative
194.8,33.12,209.9,17.84,100,12.8,3.46,0,negative
239.1,40.65,209.1,17.77,130,13.3,3.59,5,negative
92.6,15.74,177.6,15.1,72,14.4,3.89,3,negative
209.4,35.6,211.5,17.98,123,7.2,1.94,1,negative
197.6,33.59,164.5,13.98,98,6.4,1.73,1,negative
17.6,2.99,161.7,13.74,82,10.6,2.86,1,negative
62.9,10.69,202.9,17.25,58,8.9,2.4,1,negative
202.3,34.39,69.2,5.88,64,6.7,1.81,1,negative
136.1,23.14,181.4,15.42,108,11.3,3.05,0,negative
207,35.19,167.4,14.23,117,2.6,0.7,1,negative
207.9,35.34,233.5,19.85,92,13.5,3.65,1,negative
276.5,47.01,195.6,16.63,78,7.2,1.94,1,positive
313.8,53.35,147.7,12.55,97,10.1,2.73,3,negative
288.5,49.05,203.4,17.29,117,13,3.51,1,negative
210.9,35.85,329.3,27.99,78,9.4,2.54,4,negative
64.9,11.03,184.1,15.65,75,14.6,3.94,1,negative
243.5,41.4,236.8,20.13,149,9,2.43,1,negative
197,33.49,203.7,17.31,105,8.7,2.35,3,negative
278,47.26,253.2,21.52,114,8.7,2.35,0,negative
219.9,37.38,222.1,18.88,111,10,2.7,1,negative
313.2,53.24,216.3,18.39,106,12.8,3.46,2,positive
145.7,24.77,191,16.24,82,11.3,3.05,0,negative
75.8,12.89,173.6,14.76,96,8.2,2.21,0,negative
195.9,33.3,228.6,19.43,94,12.2,3.29,3,negative
132,22.44,231.2,19.65,108,8.7,2.35,1,negative
124,21.08,262.1,22.28,98,11.7,3.16,2,negative
171.9,29.22,159,13.52,101,7.6,2.05,2,negative
249.4,42.4,209.5,17.81,75,9.9,2.67,4,negative
228.4,38.83,145.1,12.33,140,7.7,2.08,0,negative
168.6,28.66,205.1,17.43,88,5.9,1.59,3,negative
123.7,21.03,248.5,21.12,78,13.3,3.59,0,negative
178.7,30.38,252.3,21.45,76,8.4,2.27,1,negative
113.2,19.24,185.5,15.77,145,9.5,2.57,1,negative
142.4,24.21,313.7,26.66,117,13.4,3.62,2,negative
204.2,34.71,205.9,17.5,80,8.3,2.24,0,negative
149.7,25.45,212.5,18.06,67,12.6,3.4,3,negative
227.1,38.61,120.5,10.24,102,4.7,1.27,5,positive
155.3,26.4,169.9,14.44,133,12.6,3.4,2,negative
156.4,26.59,185.5,15.77,96,11.8,3.19,1,negative
148.7,25.28,167.3,14.22,105,10.4,2.81,0,negative
271.7,46.19,155.1,13.18,97,6.6,1.78,3,negative
193.7,32.93,126.9,10.79,166,8.8,2.38,0,negative
245.5,41.74,292.7,24.88,90,10.8,2.92,1,negative
245.3,41.7,259.9,22.09,115,10.7,2.89,3,positive
196.1,33.34,236.8,20.13,75,11.9,3.21,0,negative
134.1,22.8,195.1,16.58,139,10.5,2.84,2,negative
225,38.25,191.3,16.26,79,9.1,2.46,1,negative
189.7,32.25,115.9,9.85,115,7.4,2,0,negative
142.9,24.29,177.9,15.12,117,6.6,1.78,0,negative
